stage,variable,bin_left,bin_right,center,category,N_gal_stage,N_gal_usable,N_gal_category_support,N_spaxel_usable,N_spaxel_category,f_gal_usable,occupancy,mean_intensity,typical_median_log_intensity,in_fixed_reliable_range
pre-peak,radius_re,4.0,4.25,4.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.25,4.5,4.375,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.5,4.75,4.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.75,5.0,4.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.0,5.25,5.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.25,5.5,5.375,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.5,5.75,5.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,5.75,6.0,5.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.0,6.25,6.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.25,6.5,6.375,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.5,6.75,6.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,6.75,7.0,6.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.0,7.25,7.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.25,7.5,7.375,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.5,7.75,7.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.5,7.75,7.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.75,8.0,7.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.75,8.0,7.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,7.75,8.0,7.875,ND,8,0,0,0,0,0.0,,,,False
