stage,variable,bin_left,bin_right,center,category,N_gal_stage,N_gal_usable,N_gal_category_support,N_spaxel_usable,N_spaxel_category,f_gal_usable,occupancy,mean_intensity,typical_median_log_intensity,in_fixed_reliable_range
post-peak,log_sigma_star,10.25,10.5,10.375,ND,13,4,0,351,0,0.3076923076923077,0.0,,,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,13,1,0,56,0,0.07692307692307693,0.0,,,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,13,1,1,56,56,0.07692307692307693,1.0,1.8676340481667036e+41,41.241288430533515,False
post-peak,log_sigma_star,10.5,10.75,10.625,ND,13,1,0,56,0,0.07692307692307693,0.0,,,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,13,0,0,0,0,0.0,,,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,13,0,0,0,0,0.0,,,,False
post-peak,log_sigma_star,10.75,11.0,10.875,ND,13,0,0,0,0,0.0,,,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,13,0,0,0,0,0.0,,,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,13,0,0,0,0,0.0,,,,False
post-peak,log_sigma_star,11.0,11.25,11.125,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,0.0,0.25,0.125,SF,13,13,7,73153,8736,1.0,0.2470915626590868,1.083396462819908e+40,39.668190704950824,True
post-peak,radius_re,0.0,0.25,0.125,NSF,13,13,13,73153,56860,1.0,0.6938670328353992,1.1855498717343816e+40,39.1942968844903,True
post-peak,radius_re,0.0,0.25,0.125,ND,13,13,6,73153,7557,1.0,0.059041404505514025,1.8402957571507153e+38,38.19899560176604,True
post-peak,radius_re,0.25,0.5,0.375,SF,13,13,10,219645,32345,1.0,0.24813604618622526,8.342961660568545e+39,39.40687606623359,True
post-peak,radius_re,0.25,0.5,0.375,NSF,13,13,13,219645,136006,1.0,0.593339095433192,1.6298069511603968e+39,38.46522963590069,True
post-peak,radius_re,0.25,0.5,0.375,ND,13,13,10,219645,51294,1.0,0.15852485838058278,1.4643686029704059e+38,37.851462775454365,True
post-peak,radius_re,0.5,0.75,0.625,SF,13,13,10,365132,57932,1.0,0.24427930115928775,5.917150595980576e+39,39.49439835730925,True
post-peak,radius_re,0.5,0.75,0.625,NSF,13,13,13,365132,156148,1.0,0.45347298729656454,8.049698179898245e+38,38.19948701493168,True
post-peak,radius_re,0.5,0.75,0.625,ND,13,13,12,365132,151052,1.0,0.30224771154414765,8.643357566999857e+37,37.683173757735716,True
post-peak,radius_re,0.75,1.0,0.875,SF,13,13,9,459799,52622,1.0,0.14575409777033962,4.4822199386898055e+39,39.093233523539624,True
post-peak,radius_re,0.75,1.0,0.875,NSF,13,13,13,459799,156718,1.0,0.41681415353417933,4.12820923504719e+38,38.12115487784497,True
post-peak,radius_re,0.75,1.0,0.875,ND,13,13,13,459799,250459,1.0,0.4374317486954811,6.292572684762698e+37,37.61018140725006,True
post-peak,radius_re,1.0,1.25,1.125,SF,13,13,8,497062,39586,1.0,0.07019844247771571,2.1677164388799418e+39,38.932362445999814,True
post-peak,radius_re,1.0,1.25,1.125,NSF,13,13,13,497062,101631,1.0,0.2976306179544229,2.6494882901913457e+38,37.75006145643309,True
post-peak,radius_re,1.0,1.25,1.125,ND,13,13,13,497062,355845,1.0,0.6321709395678614,4.0509218676309053e+37,37.49412654011949,True
post-peak,radius_re,1.25,1.5,1.375,SF,13,13,7,430527,13518,1.0,0.04562681614419771,2.7830550860673654e+39,38.766140978319996,True
post-peak,radius_re,1.25,1.5,1.375,NSF,13,13,12,430527,60748,1.0,0.20131567608901108,1.782848853082432e+38,37.70527835865683,True
post-peak,radius_re,1.25,1.5,1.375,ND,13,13,13,430527,356261,1.0,0.7530575077667913,2.954673166528433e+37,37.25662235819524,True
post-peak,radius_re,1.5,1.75,1.625,SF,13,12,5,284772,12062,0.9230769230769231,0.026828953283394078,2.5862014392037682e+39,38.6867581478299,True
post-peak,radius_re,1.5,1.75,1.625,NSF,13,12,8,284772,49230,0.9230769230769231,0.18379276318766782,1.5115869969280995e+38,37.988722111933726,True
post-peak,radius_re,1.5,1.75,1.625,ND,13,12,12,284772,223480,0.9230769230769231,0.7893782835289381,2.4569884639302596e+37,37.18724964995481,True
post-peak,radius_re,1.75,2.0,1.875,SF,13,10,5,183035,4103,0.7692307692307693,0.0163422633031721,1.6464637943821602e+39,38.675656139544635,True
post-peak,radius_re,1.75,2.0,1.875,NSF,13,10,6,183035,37729,0.7692307692307693,0.18272824409333108,1.104717133154166e+38,37.981665799549205,True
post-peak,radius_re,1.75,2.0,1.875,ND,13,10,10,183035,141203,0.7692307692307693,0.8009294926034969,2.202181089597209e+37,37.23704142082104,True
post-peak,radius_re,2.0,2.25,2.125,SF,13,7,3,98674,1027,0.5384615384615384,0.005653654000942359,1.8903189846476927e+39,39.14470783736736,True
post-peak,radius_re,2.0,2.25,2.125,NSF,13,7,4,98674,25507,0.5384615384615384,0.1873714892093788,1.0654352169720538e+38,37.81189168700563,True
post-peak,radius_re,2.0,2.25,2.125,ND,13,7,7,98674,72140,0.5384615384615384,0.8069748567896788,2.2091469277345973e+37,37.21746048344686,True
post-peak,radius_re,2.25,2.5,2.375,SF,13,5,1,55705,496,0.38461538461538464,0.011995163240628779,2.075991924895577e+38,38.34475360954088,True
post-peak,radius_re,2.25,2.5,2.375,NSF,13,5,4,55705,16059,0.38461538461538464,0.16205701304046516,7.660331194003667e+37,37.81487880882979,True
post-peak,radius_re,2.25,2.5,2.375,ND,13,5,5,55705,39150,0.38461538461538464,0.8259478237189061,2.162765788612299e+37,37.25662235819524,True
post-peak,radius_re,2.5,2.75,2.625,SF,13,3,0,45719,0,0.23076923076923078,0.0,,,False
post-peak,radius_re,2.5,2.75,2.625,NSF,13,3,2,45719,9874,0.23076923076923078,0.15998501705526147,7.545780276081771e+37,37.71034193509951,False
post-peak,radius_re,2.5,2.75,2.625,ND,13,3,3,45719,35845,0.23076923076923078,0.8400149829447385,2.1846385946064807e+37,37.210663190000915,False
post-peak,radius_re,2.75,3.0,2.875,SF,13,2,0,38751,0,0.15384615384615385,0.0,,,False
post-peak,radius_re,2.75,3.0,2.875,NSF,13,2,2,38751,5691,0.15384615384615385,0.14671660770282985,7.74449456722559e+37,37.7086897823008,False
post-peak,radius_re,2.75,3.0,2.875,ND,13,2,2,38751,33060,0.15384615384615385,0.8532833922971701,2.268636376110161e+37,37.27915748237333,False
post-peak,radius_re,3.0,3.25,3.125,SF,13,2,0,33496,0,0.15384615384615385,0.0,,,False
post-peak,radius_re,3.0,3.25,3.125,NSF,13,2,2,33496,2399,0.15384615384615385,0.07165762434454637,7.249855362151926e+37,37.675681780395365,False
post-peak,radius_re,3.0,3.25,3.125,ND,13,2,2,33496,31097,0.15384615384615385,0.9283423756554536,2.175910168486525e+37,37.23774191898998,False
post-peak,radius_re,3.25,3.5,3.375,SF,13,2,0,23204,0,0.15384615384615385,0.0,,,False
post-peak,radius_re,3.25,3.5,3.375,NSF,13,2,2,23204,570,0.15384615384615385,0.026188186481985006,5.745118327272366e+37,37.57498925723615,False
post-peak,radius_re,3.25,3.5,3.375,ND,13,2,2,23204,22634,0.15384615384615385,0.9738118135180149,1.9361292679099703e+37,37.218772059564614,False
post-peak,radius_re,3.5,3.75,3.625,SF,13,2,0,10384,0,0.15384615384615385,0.0,,,False
post-peak,radius_re,3.5,3.75,3.625,NSF,13,2,2,10384,485,0.15384615384615385,0.058823842740433056,5.360019056134368e+37,37.673099537739226,False
post-peak,radius_re,3.5,3.75,3.625,ND,13,2,2,10384,9899,0.15384615384615385,0.9411761572595669,1.7531180659943133e+37,37.18429015613722,False
post-peak,radius_re,3.75,4.0,3.875,SF,13,2,0,3376,0,0.15384615384615385,0.0,,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,13,2,1,3376,185,0.15384615384615385,0.22839506172839505,2.7267340879064764e+37,37.43564278745181,False
post-peak,radius_re,3.75,4.0,3.875,ND,13,2,2,3376,3191,0.15384615384615385,0.7716049382716049,1.668953929567234e+37,37.20301309463014,False
post-peak,radius_re,4.0,4.25,4.125,SF,13,1,0,1290,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,13,1,0,1290,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.0,4.25,4.125,ND,13,1,1,1290,1290,0.07692307692307693,1.0,2.0556865232991977e+37,37.312956888737105,False
post-peak,radius_re,4.25,4.5,4.375,SF,13,1,0,1305,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,13,1,0,1305,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.25,4.5,4.375,ND,13,1,1,1305,1305,0.07692307692307693,1.0,2.0556865232991975e+37,37.312956888737105,False
post-peak,radius_re,4.5,4.75,4.625,SF,13,1,0,73,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.5,4.75,4.625,NSF,13,1,0,73,0,0.07692307692307693,0.0,,,False
post-peak,radius_re,4.5,4.75,4.625,ND,13,1,1,73,73,0.07692307692307693,1.0,2.0556865232991975e+37,37.312956888737105,False
post-peak,radius_re,4.75,5.0,4.875,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,4.75,5.0,4.875,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.0,5.25,5.125,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.0,5.25,5.125,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.25,5.5,5.375,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.25,5.5,5.375,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.5,5.75,5.625,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.5,5.75,5.625,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.75,6.0,5.875,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,5.75,6.0,5.875,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.0,6.25,6.125,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.0,6.25,6.125,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.25,6.5,6.375,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.25,6.5,6.375,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.5,6.75,6.625,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.5,6.75,6.625,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.75,7.0,6.875,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,6.75,7.0,6.875,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.0,7.25,7.125,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.0,7.25,7.125,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.25,7.5,7.375,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.25,7.5,7.375,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.5,7.75,7.625,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.5,7.75,7.625,ND,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.75,8.0,7.875,SF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,13,0,0,0,0,0.0,,,,False
post-peak,radius_re,7.75,8.0,7.875,ND,13,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,8,1,0,443,0,0.125,0.0,,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,8,1,1,443,443,0.125,1.0,5.064376809238342e+37,37.78656849077065,False
pre-peak,log_sigma_star,6.25,6.5,6.375,ND,8,1,0,443,0,0.125,0.0,,,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,8,2,2,1376,369,0.25,0.5772460117548279,7.55661718667052e+38,38.963772539786284,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,8,2,1,1376,1007,0.25,0.42275398824517213,7.728231311591722e+37,37.678979152465395,False
pre-peak,log_sigma_star,6.5,6.75,6.625,ND,8,2,0,1376,0,0.25,0.0,,,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,8,3,2,21860,6759,0.375,0.31001660825294075,7.818355668424927e+38,38.506439141203614,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,8,3,2,21860,10281,0.375,0.29258517067421724,1.6609503651593222e+38,38.01258842479615,False
pre-peak,log_sigma_star,6.75,7.0,6.875,ND,8,3,2,21860,4820,0.375,0.39739822107284195,2.2055077074381276e+37,37.36063175182753,False
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,8,5,4,60705,29160,0.625,0.451148137427551,6.411111533701041e+38,38.515116377719195,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,8,5,4,60705,26638,0.625,0.38695362701339486,1.883094963121542e+38,38.11694765737842,True
pre-peak,log_sigma_star,7.0,7.25,7.125,ND,8,5,3,60705,4907,0.625,0.1618982355590542,3.811376709332806e+37,37.488978794138134,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,8,8,7,167362,92952,1.0,0.4280052611637158,1.1216788633137627e+39,38.6491623892336,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,8,8,7,167362,45626,1.0,0.261622886501937,2.388569563485708e+38,38.29844778294391,True
pre-peak,log_sigma_star,7.25,7.5,7.375,ND,8,8,6,167362,28784,1.0,0.3103718523343472,4.392029352740527e+37,37.621907713104456,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,8,8,8,419725,224142,1.0,0.46018492584640197,1.5358069062527354e+39,38.921557807238884,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,8,8,8,419725,115120,1.0,0.312445066165986,3.5935148224552144e+38,38.36414917355262,True
pre-peak,log_sigma_star,7.5,7.75,7.625,ND,8,8,6,419725,80463,1.0,0.22737000798761198,4.905373144302226e+37,37.66229503483001,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,8,8,8,738692,379606,1.0,0.5371344846610683,3.012498966992999e+39,39.13223658580063,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,8,8,8,738692,232355,1.0,0.3435502967190607,5.2490289592645025e+38,38.50788739089916,True
pre-peak,log_sigma_star,7.75,8.0,7.875,ND,8,8,6,738692,126731,1.0,0.11931521861987113,6.093468338866278e+37,37.72096828755375,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,8,8,8,681067,357961,1.0,0.5874760401162127,4.919683937697617e+39,39.317014444510264,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,8,8,8,681067,241886,1.0,0.3428516307376164,8.904208898241453e+38,38.67339134821035,True
pre-peak,log_sigma_star,8.0,8.25,8.125,ND,8,8,4,681067,81220,1.0,0.06967232914617093,7.350650141282657e+37,37.87230075885188,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,8,8,8,367286,188776,1.0,0.5792719807425191,8.230493990501428e+39,39.55790889394499,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,8,8,8,367286,155663,1.0,0.3665388908514352,1.621916992294155e+39,38.93910596504659,True
pre-peak,log_sigma_star,8.25,8.5,8.375,ND,8,8,4,367286,22847,1.0,0.05418912840604578,8.888561007134779e+37,37.98129358685453,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,8,7,7,155162,82920,0.875,0.49856635388581955,1.5370271493762398e+40,39.80823922489478,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,8,7,6,155162,68856,0.875,0.46868669982232997,3.511633016203135e+39,39.05660441313198,True
pre-peak,log_sigma_star,8.5,8.75,8.625,ND,8,7,4,155162,3386,0.875,0.03274694629185042,1.1524623125039561e+38,38.04344228175549,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,8,6,5,57865,37965,0.75,0.4584053270021695,3.532888093405531e+40,40.18772081543524,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,8,6,6,57865,19761,0.75,0.5365923069512931,1.2509431885241391e+40,39.449741204735005,True
pre-peak,log_sigma_star,8.75,9.0,8.875,ND,8,6,2,57865,139,0.75,0.005002366046537348,1.3176337558734658e+38,37.99734745103198,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,8,6,5,20837,15013,0.75,0.49580526858757007,6.290454615902124e+40,40.507080305154,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,8,6,6,20837,5824,0.75,0.5041947314124299,3.380898216888733e+40,40.089908945108476,True
pre-peak,log_sigma_star,9.0,9.25,9.125,ND,8,6,0,20837,0,0.75,0.0,,,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,8,6,5,7514,4279,0.75,0.4259749194327956,1.13850759486703e+41,40.69291002022943,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,8,6,6,7514,3235,0.75,0.5740250805672044,1.0082193549341336e+41,40.57617403117297,True
pre-peak,log_sigma_star,9.25,9.5,9.375,ND,8,6,0,7514,0,0.75,0.0,,,True
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,8,4,3,2359,853,0.5,0.30434812158502383,1.0757263670165216e+41,40.75136740947978,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,8,4,4,2359,1506,0.5,0.6956518784149761,1.222691809433756e+41,40.747965744633085,False
pre-peak,log_sigma_star,9.5,9.75,9.625,ND,8,4,0,2359,0,0.5,0.0,,,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,8,3,2,656,98,0.375,0.18980139304681512,1.804116020868928e+41,41.096609312318854,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,8,3,3,656,558,0.375,0.8101986069531848,1.1824248457384025e+41,40.56594552162981,False
pre-peak,log_sigma_star,9.75,10.0,9.875,ND,8,3,0,656,0,0.375,0.0,,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,8,1,0,131,0,0.125,0.0,,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,8,1,1,131,131,0.125,1.0,3.163754894979542e+40,40.47455407581895,False
pre-peak,log_sigma_star,10.0,10.25,10.125,ND,8,1,0,131,0,0.125,0.0,,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,8,1,0,50,0,0.125,0.0,,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,8,1,1,50,50,0.125,1.0,8.166474479967886e+40,40.85851902310317,False
pre-peak,log_sigma_star,10.25,10.5,10.375,ND,8,1,0,50,0,0.125,0.0,,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,0.0,0.25,0.125,SF,8,8,8,104470,35570,1.0,0.5154533149862964,4.633183228073482e+40,39.8014987549675,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,8,8,8,104470,67383,1.0,0.472201841184451,4.466569823370668e+40,39.139688783913556,True
pre-peak,radius_re,0.0,0.25,0.125,ND,8,8,3,104470,1517,1.0,0.01234484382925257,1.198796620332953e+38,38.060770259730106,True
pre-peak,radius_re,0.25,0.5,0.375,SF,8,8,8,310717,134439,1.0,0.5761654828946581,1.4060750357591038e+40,39.41872770204738,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,8,8,8,310717,145408,1.0,0.35943790706473866,1.013335416050916e+40,38.824839572509745,True
pre-peak,radius_re,0.25,0.5,0.375,ND,8,8,3,310717,30870,1.0,0.06439661004060324,8.188438434795167e+37,37.95789026363635,True
pre-peak,radius_re,0.5,0.75,0.625,SF,8,8,8,502275,277751,1.0,0.5911150947585595,1.2925117674797738e+40,39.325910064327985,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,8,8,8,502275,186621,1.0,0.36026921245651666,3.6295792653919876e+39,38.67213652583409,True
pre-peak,radius_re,0.5,0.75,0.625,ND,8,8,5,502275,37903,1.0,0.04861569278492375,7.728337732533737e+37,37.85399255788558,True
pre-peak,radius_re,0.75,1.0,0.875,SF,8,8,8,590715,285398,1.0,0.5546207017856468,6.104327709534366e+39,39.096286021726016,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,8,8,8,590715,200296,1.0,0.3285589712881009,1.3266874503437734e+39,38.574054739841856,True
pre-peak,radius_re,0.75,1.0,0.875,ND,8,8,5,590715,105021,1.0,0.11682032692625227,6.049963372103583e+37,37.764982692254144,True
pre-peak,radius_re,1.0,1.25,1.125,SF,8,8,8,431942,234568,1.0,0.5331573977894409,4.4170199309607534e+39,39.045138823851026,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,8,8,8,431942,120384,1.0,0.2890931934463423,8.315335105879894e+38,38.460478078320634,True
pre-peak,radius_re,1.0,1.25,1.125,ND,8,8,6,431942,76990,1.0,0.17774940876421672,5.5508772008294195e+37,37.722629099582825,True
pre-peak,radius_re,1.25,1.5,1.375,SF,8,8,8,269379,163747,1.0,0.5687637439699166,3.195157839973736e+39,38.986879446207716,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,8,8,8,269379,64404,1.0,0.23876334013028824,6.257540739056111e+38,38.30271708284816,True
pre-peak,radius_re,1.25,1.5,1.375,ND,8,8,6,269379,41228,1.0,0.19247291589979518,4.611258173885748e+37,37.673691734918165,True
pre-peak,radius_re,1.5,1.75,1.625,SF,8,7,7,180487,102666,0.875,0.4291361406996072,1.8324753055944642e+39,38.89709472022447,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,8,7,6,180487,45142,0.875,0.25365597686755265,4.456455240699966e+38,38.44728882409457,True
pre-peak,radius_re,1.5,1.75,1.625,ND,8,7,6,180487,32679,0.875,0.3172078824328402,4.2322143945330103e+37,37.593553640600746,True
pre-peak,radius_re,1.75,2.0,1.875,SF,8,6,5,133846,75164,0.75,0.3128772546083451,1.460099229184858e+39,38.698753285783816,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,8,6,4,133846,40979,0.75,0.29262420942019457,3.460523104779719e+38,38.38265482977766,True
pre-peak,radius_re,1.75,2.0,1.875,ND,8,6,5,133846,17703,0.75,0.39449853597146034,4.0588593435758133e+37,37.527893431898825,True
pre-peak,radius_re,2.0,2.25,2.125,SF,8,4,4,89398,52231,0.5,0.2878230394475979,1.278360876862706e+39,38.7387284267038,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,8,4,4,89398,30980,0.5,0.4721253257536272,3.8979348308911764e+38,38.424527696669244,True
pre-peak,radius_re,2.0,2.25,2.125,ND,8,4,3,89398,6187,0.5,0.24005163479877495,4.343163244795143e+37,37.65734656225568,True
pre-peak,radius_re,2.25,2.5,2.375,SF,8,4,3,52201,31839,0.5,0.23906045927295003,1.9021964386467184e+39,38.77059441528955,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,8,4,3,52201,18670,0.5,0.45444220755529663,2.6882780544648498e+38,38.24719976835181,True
pre-peak,radius_re,2.25,2.5,2.375,ND,8,4,3,52201,1692,0.5,0.30649733317175337,4.577658264089743e+37,37.709333269690475,True
pre-peak,radius_re,2.5,2.75,2.625,SF,8,3,2,21459,14618,0.375,0.27771674326697954,2.8219566756642404e+39,38.94332839237096,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,8,3,3,21459,5833,0.375,0.4197868650923649,2.0164512307811548e+38,38.17514315766248,False
pre-peak,radius_re,2.5,2.75,2.625,ND,8,3,2,21459,1008,0.375,0.3024963916406556,3.9257618430116795e+37,37.45268424448461,False
pre-peak,radius_re,2.75,3.0,2.875,SF,8,2,1,11616,9551,0.25,0.4372768061532827,2.4138586462494746e+39,39.10430181469292,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,8,2,2,11616,1566,0.25,0.5398773006134969,4.2134659911418465e+38,38.50395930156108,False
pre-peak,radius_re,2.75,3.0,2.875,ND,8,2,1,11616,499,0.25,0.0228458932332204,5.9067308335429e+37,37.73571279340889,False
pre-peak,radius_re,3.0,3.25,3.125,SF,8,1,1,4734,3321,0.125,0.7015209125475285,1.5840477838977284e+39,39.11761300193398,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,8,1,1,4734,1413,0.125,0.2984790874524715,5.639217011150654e+38,38.559701746114364,False
pre-peak,radius_re,3.0,3.25,3.125,ND,8,1,0,4734,0,0.125,0.0,,,False
pre-peak,radius_re,3.25,3.5,3.375,SF,8,1,1,52,52,0.125,1.0,6.208268652329582e+38,38.41409509924364,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,8,1,0,52,0,0.125,0.0,,,False
pre-peak,radius_re,3.25,3.5,3.375,ND,8,1,0,52,0,0.125,0.0,,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,3.5,3.75,3.625,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,3.75,4.0,3.875,ND,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,8,0,0,0,0,0.0,,,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,8,0,0,0,0,0.0,,,,False
