stage,variable,center,metric,value,lo,hi,n_support,zero_draw_fraction,nonfinite_draw_fraction
pre-peak,radius_re,1.125,F_ND,0.17774940876421672,0.0942300776154986,0.2578511274668954,8,0.0,0.0
pre-peak,radius_re,1.375,O,0.5687637439699165,0.48916468365984667,0.6487007640784398,8,0.0,0.0
pre-peak,radius_re,1.375,I,0.016615595636954434,0.012562100716810251,0.020684504912380716,8,0.0,0.0
pre-peak,radius_re,1.375,T,0.009450348382764413,0.006860892610571351,0.0119954808783943,8,0.0,0.0
pre-peak,radius_re,1.375,F_SF,0.5687637439699165,0.48916468365984667,0.6487007640784398,8,0.0,0.0
pre-peak,radius_re,1.375,F_NSF,0.23876334013028822,0.17746189940943,0.3005727953970425,8,0.0,0.0
pre-peak,radius_re,1.375,I_NSF,6.257540739056111e+38,4.569701513909271e+38,7.93355240536433e+38,8,0.0,0.0
pre-peak,radius_re,1.375,J_NSF,2.2441053957636243e+38,9.733520064070765e+37,3.481090142794255e+38,8,0.0,0.0
pre-peak,radius_re,1.375,HA6562,9.021829453026338e+38,7.275442454562434e+38,1.0794160779839052e+39,8,0.0,0.0
pre-peak,radius_re,1.375,HB4861,3.1545860409108634e+38,2.544010368160706e+38,3.774266395967577e+38,8,0.0,0.0
pre-peak,radius_re,1.375,OIII5006,2.321354906096439e+38,1.785136385586416e+38,2.85305454122711e+38,8,0.0,0.0
pre-peak,radius_re,1.375,NII6583,3.4336052528589314e+38,2.68438474772498e+38,4.192863345321846e+38,8,0.0,0.0
pre-peak,radius_re,1.375,SII_SUM,3.955790978752611e+38,3.216630328370881e+38,4.715211856229054e+38,8,0.0,0.0
pre-peak,radius_re,1.375,F_ND,0.19247291589979515,0.09515658083969035,0.2836883589206215,8,0.0,0.0
pre-peak,radius_re,1.625,O,0.4291361406996072,0.3232903867056207,0.5360683954244314,7,0.0,0.0
pre-peak,radius_re,1.625,I,0.011430541955135777,0.007213684981817851,0.015010705302619736,7,0.0,0.0
pre-peak,radius_re,1.625,T,0.00490525866073191,0.0025833955249569465,0.0071368136446833845,7,0.0,0.0
pre-peak,radius_re,1.625,F_SF,0.4291361406996072,0.3232903867056207,0.5360683954244314,7,0.0,0.0
pre-peak,radius_re,1.625,F_NSF,0.25365597686755265,0.17087799331135609,0.3382277541942652,7,0.0,0.0
pre-peak,radius_re,1.625,I_NSF,4.456455240699966e+38,3.185621349686396e+38,5.790784193324371e+38,6,0.0,0.0
pre-peak,radius_re,1.625,J_NSF,1.4760925640510494e+38,5.225781752787551e+37,2.3574856548196607e+38,7,0.0,0.0
pre-peak,radius_re,1.625,HA6562,5.630328763371533e+38,4.207734281530848e+38,7.061307360563214e+38,6,0.0,0.0
pre-peak,radius_re,1.625,HB4861,1.9690696183735253e+38,1.4716291984773482e+38,2.4694965467369973e+38,6,0.0,0.0
pre-peak,radius_re,1.625,OIII5006,1.6261095306080785e+38,1.17203857768989e+38,2.0788811617450433e+38,6,0.0,0.0
pre-peak,radius_re,1.625,NII6583,2.0897875948567226e+38,1.5344260248422323e+38,2.646981239432971e+38,6,0.0,0.0
