stage,variable,center,metric,delta,lo,hi,n_target,n_pre,finite_draw_fraction
close-to-peak,log_sigma_star,7.625,J_NSF,-0.6176213766963201,-0.8179148878416166,-0.42508070359767286,5,8,1.0
close-to-peak,log_sigma_star,7.625,HA6562,-0.27811946617536165,-0.4263817407791444,-0.15896534504208973,5,8,1.0
close-to-peak,log_sigma_star,7.625,HB4861,-0.2766225405511875,-0.42367705309880704,-0.15843173961229043,5,8,1.0
close-to-peak,log_sigma_star,7.625,OIII5006,-0.254114070177863,-0.4335831640142996,-0.10370229010173147,5,8,1.0
close-to-peak,log_sigma_star,7.625,NII6583,-0.17103510136956146,-0.30630776405196314,-0.04744679347208859,5,8,1.0
close-to-peak,log_sigma_star,7.625,SII_SUM,-0.21219679525209756,-0.30950403657265524,-0.12639977828357446,5,8,1.0
close-to-peak,log_sigma_star,7.625,F_ND,0.4042845923556455,0.21822138494716473,0.6371875548490565,5,8,1.0
close-to-peak,log_sigma_star,7.875,O,-0.18043505659203884,-0.4199209173157218,-0.018235782294310873,5,8,0.9997
close-to-peak,log_sigma_star,7.875,I,-0.1214808532643663,-0.28803632373143506,-0.010767573489080088,4,8,0.9997
close-to-peak,log_sigma_star,7.875,T,-0.30191590985640504,-0.6385244235868949,-0.08574283981415504,5,8,0.9997
close-to-peak,log_sigma_star,7.875,F_SF,-0.18043505659203884,-0.4199209173157218,-0.018235782294310873,5,8,0.9997
close-to-peak,log_sigma_star,7.875,F_NSF,-0.10289101533092665,-0.1865240531575483,-0.006738319795879939,5,8,1.0
close-to-peak,log_sigma_star,7.875,I_NSF,-0.3349922870987072,-0.4487658989111898,-0.23153397165831252,5,8,1.0
close-to-peak,log_sigma_star,7.875,J_NSF,-0.49457364481644106,-0.6332617008985013,-0.3173653745039596,5,8,1.0
close-to-peak,log_sigma_star,7.875,HA6562,-0.2973943553930951,-0.4085848899677435,-0.20163359171198578,5,8,1.0
close-to-peak,log_sigma_star,7.875,HB4861,-0.29640483038551224,-0.406873895553976,-0.2012312147878876,5,8,1.0
close-to-peak,log_sigma_star,7.875,OIII5006,-0.3204263685927131,-0.4555335785004678,-0.19269805199581072,5,8,1.0
close-to-peak,log_sigma_star,7.875,NII6583,-0.17860196315383092,-0.2945892413063291,-0.07489396382768262,5,8,1.0
close-to-peak,log_sigma_star,7.875,SII_SUM,-0.23991940108422938,-0.32289000879014085,-0.16335324139169843,5,8,1.0
close-to-peak,log_sigma_star,7.875,F_ND,0.4966318155797736,0.24957060067344772,0.8113164467476413,5,8,1.0
close-to-peak,log_sigma_star,8.125,O,-0.12731707909664927,-0.3186453366630291,0.01270129216518266,5,8,1.0
close-to-peak,log_sigma_star,8.125,I,-0.15344000259226553,-0.28268632580216385,-0.052185442929011755,5,8,1.0
