component,oid,alias
NGC4548,1961128,[VV2003c] J123526.5+143024
NGC4548,1961128,[VV2006c] J123526.5+143024
NGC4548,1961128,[VV2010c] J123526.5+143024
NGC4548,1961128,[YOF95] 199
NGC4548,1961128,Z 1232.9+1446
NGC4548,1961128,Z  99-96
NGC4607,1961337,2MASX J12411240+1153118
NGC4607,1961337,2MFGC 9982
NGC4607,1961337,ALFALFA 3-347
NGC4607,1961337,[BEC2010] HRS 233
NGC4607,1961337,[CHM2007] HDC  720 J124112.40+1153118
NGC4607,1961337,[CHM2007] LDC  904 J124112.40+1153118
NGC4607,1961337,EVCC 1036
NGC4607,1961337,IRAS 12386+1209
NGC4607,1961337,IRAS F12386+1210
NGC4607,1961337,LEDA   42544
NGC4607,1961337,[M98c] 123840.9+120936
NGC4607,1961337,MCG+02-32-176
NGC4607,1961337,NGC  4607
NGC4607,1961337,NVSS B123841+120939
NGC4607,1961337,PSCz Q12386+1209
NGC4607,1961337,SDSS J124112.21+115311.9
NGC4607,1961337,[T76]  74B
NGC4607,1961337,[TDA2013] AGESVC2 18
NGC4607,1961337,[TH2002]  38
NGC4607,1961337,UGC  7843
NGC4607,1961337,UZC J124112.4+115308
NGC4607,1961337,VCC 1868
NGC4607,1961337,[YOF95] 221
NGC4607,1961337,Z 1238.7+1209
NGC4607,1961337,Z  70-216
NGC4606,1961338,2MASX J12405755+1154438
NGC4606,1961338,ALFALFA 3-344
NGC4606,1961338,[BEC2010] HRS 232
NGC4606,1961338,[CHM2007] HDC  720 J124057.55+1154438
NGC4606,1961338,[CHM2007] LDC  904 J124057.55+1154438
NGC4606,1961338,EVCC 1032
NGC4606,1961338,IRAS 12384+1211
NGC4606,1961338,LEDA   42516
NGC4606,1961338,[M98c] 123826.4+121108
NGC4606,1961338,MCG+02-32-174
NGC4606,1961338,NGC  4606
NGC4606,1961338,PSCz Q12384+1211
NGC4606,1961338,SDSS J124057.38+115437.4
NGC4606,1961338,SDSS J124057.53+115444.0
NGC4606,1961338,[T76]  74A
NGC4606,1961338,[TDA2013] AGESVC2 33
NGC4606,1961338,[TH2002]  27
NGC4606,1961338,UGC  7839
NGC4606,1961338,UZC J124057.5+115442
NGC4606,1961338,VCC 1859
NGC4606,1961338,[YOF95] 220
NGC4606,1961338,Z 1238.5+1211
NGC4606,1961338,Z  70-213
NGC4568,1961363,2MASX J12363429+1114190
NGC4568,1961363,87GB 123404.3+113020
NGC4568,1961363,[BEC2010] HRS 216
NGC4568,1961363,BWE 1234+1130
NGC4568,1961363,[CAB95] IRAS F12340+1131
NGC4568,1961363,[CHM2007] HDC  720 J123634.29+1114190
NGC4568,1961363,[CHM2007] LDC  904 J123634.29+1114190
NGC4568,1961363,[DC78] UGC  7776
NGC4568,1961363,EVCC 938
NGC4568,1961363,GB6 B1234+1130
NGC4568,1961363,GLEAM J123634+111421
NGC4568,1961363,[H37] 427b
NGC4568,1961363,IRAS 12340+1131
NGC4568,1961363,IRAS F12340+1131
NGC4568,1961363,KPG 347b
NGC4568,1961363,LEDA   42069
NGC4568,1961363,[M98c] 123403.0+113045
NGC4568,1961363,MCG+02-32-152
NGC4568,1961363,MITG J123632+1114
NGC4568,1961363,NGC  4568
NGC4568,1961363,[NKB95] N4568
NGC4568,1961363,NVSS B123402+113055
NGC4568,1961363,NVSS J123634+111425
NGC4568,1961363,SDSS J123634.26+111419.9
NGC4568,1961363,[T76]  72B
NGC4568,1961363,[TH2002]  11
NGC4568,1961363,UGC  7776
NGC4568,1961363,UZC J123634.3+111417
NGC4568,1961363,VCC 1676
NGC4568,1961363,VPC 1064
NGC4568,1961363,VV  219b
NGC4568,1961363,[YOF95] 203
NGC4568,1961363,Z 1234.0+1131
NGC4568,1961363,Z  70-188
NGC4567,1961459,1E 1234.0+1131
NGC4567,1961459,2MASX J12363270+1115283
NGC4567,1961459,ALFALFA 3-323
NGC4567,1961459,[BEC2010] HRS 215
NGC4567,1961459,[CHM2007] HDC  720 J123632.70+1115283
NGC4567,1961459,[CHM2007] LDC  904 J123632.70+1115283
NGC4567,1961459,[DSB94] 226
NGC4567,1961459,EVCC 937
NGC4567,1961459,Gaia DR3 3904332774819782272
NGC4567,1961459,[H37] 427a
NGC4567,1961459,IRAS 12340+1130
NGC4567,1961459,KPG 347a
NGC4567,1961459,LEDA   42064
NGC4567,1961459,LJHY  38
NGC4567,1961459,[M98c] 123401.1+113201
NGC4567,1961459,MCG+02-32-151
NGC4567,1961459,NGC  4567
NGC4567,1961459,NVSS B123359+113201
NGC4567,1961459,PSCz Q12340+1130
NGC4567,1961459,SDSS J123632.70+111528.6
NGC4567,1961459,SDSS J123632.70+111528.7
NGC4567,1961459,[T76]  72A
NGC4567,1961459,[TH2002]  13
NGC4567,1961459,[TH2002]  18
NGC4567,1961459,UGC  7777
NGC4567,1961459,UZC J123632.8+111528
NGC4567,1961459,VCC 1673
NGC4567,1961459,VPC 1058
NGC4567,1961459,VV  219a
NGC4567,1961459,[YOF95] 202
NGC4567,1961459,Z 1234.0+1132
NGC4567,1961459,Z  70-189
NGC4579,1961786,1ES 1235+12.0
NGC4579,1961786,1RXS J123743.6+114909
NGC4579,1961786,2E 1235.2+1205
NGC4579,1961786,2E  2801
NGC4579,1961786,2MASX J12374359+1149051
NGC4579,1961786,2XMM J123743.5+114905
NGC4579,1961786,87GB 123513.9+120558
NGC4579,1961786,ALFALFA 3-328
NGC4579,1961786,[BEC2010] HRS 220
NGC4579,1961786,BWE 1235+1206
NGC4579,1961786,[CAB95] IRAS F12351+1205
NGC4579,1961786,[CHM2007] HDC  720 J123743.59+1149051
NGC4579,1961786,[CHM2007] LDC  904 J123743.59+1149051
NGC4579,1961786,[DC78] UGC  7796
NGC4579,1961786,[DSB94] 227
NGC4579,1961786,EVCC 965
NGC4579,1961786,FIRST J123743.5+114905
NGC4579,1961786,GB6 B1235+1205
NGC4579,1961786,[GCS2005] J123743.52+114905.5
NGC4579,1961786,IRAS 12351+1205
NGC4579,1961786,IRAS F12351+1205
NGC4579,1961786,JCMTSE J123743.4+114907
NGC4579,1961786,JCMTSF J123743.4+114907
NGC4579,1961786,LEDA   42168
NGC4579,1961786,M  58
NGC4579,1961786,[M98c] 123512.6+120540
NGC4579,1961786,MCG+02-32-160
NGC4579,1961786,NGC  4579
NGC4579,1961786,[NKB95] N4579
NGC4579,1961786,NVSS B123512+120537
NGC4579,1961786,NVSS J123743+114908
NGC4579,1961786,[OKM2018] SWIFT J1237.5+1182
NGC4579,1961786,PBC J1237.7+1150
NGC4579,1961786,PCCS1 545 G290.37+74.35
NGC4579,1961786,PCCS1 857 G290.38+74.34
NGC4579,1961786,PSCz Q12351+1205
NGC4579,1961786,RBS  1136
NGC4579,1961786,RX J1237.7+1149
NGC4579,1961786,SDSS J123743.52+114905.4
NGC4579,1961786,SDSS J123743.53+114905.5
NGC4579,1961786,SDSS J123745.44+114900.3
NGC4579,1961786,[TDA2013] AGESVC2 23
NGC4579,1961786,TGSSADR J123743.8+114907
NGC4579,1961786,[TH2002]   7
NGC4579,1961786,UGC  7796
NGC4579,1961786,UZC J123743.4+114905
NGC4579,1961786,VCC 1727
NGC4579,1961786,VPC 1119
NGC4579,1961786,[VV2000c] J123743.5+114905
NGC4579,1961786,[VV2003c] J123743.5+114905
NGC4579,1961786,[VV2006c] J123743.5+114905
NGC4579,1961786,[VV2010c] J123743.5+114905
NGC4579,1961786,[VV98c] J123743.5+114905
NGC4579,1961786,WISE J123743.54+114905.5
NGC4579,1961786,[YOF95] 210
NGC4579,1961786,Z 1235.2+1205
NGC4579,1961786,Z  70-197
NGC4579,1961786,[ZEH2003] RX J1237.7+1149  1
NGC4569,1961913,1E 1234.2+1326
NGC4569,1961913,2MASS J12364979+1309465
NGC4569,1961913,2MASX J12364981+1309463
NGC4569,1961913,ALFALFA 1-370
NGC4569,1961913,APG  76
NGC4569,1961913,[BEC2010] HRS 217
NGC4569,1961913,[CHM2007] HDC  720 J123649.81+1309463
NGC4569,1961913,[CHM2007] LDC  904 J123649.81+1309463
NGC4569,1961913,[DSB94] 236
NGC4569,1961913,EQ 1234+134
NGC4569,1961913,EVCC 2184
NGC4569,1961913,Gaia DR3 3931816884728312320
NGC4569,1961913,IRAS 12343+1326
NGC4569,1961913,IRAS F12343+1326
NGC4569,1961913,ISOSS J12368+1311
NGC4569,1961913,[LB2005] NGC  4569 X1
NGC4569,1961913,LEDA   42089
NGC4569,1961913,LJHY  39
NGC4569,1961913,M  90
NGC4569,1961913,[M98c] 123418.7+132618
NGC4569,1961913,MCG+02-32-155
NGC4569,1961913,NGC  4569
NGC4569,1961913,NVSS B123418+132627
NGC4569,1961913,PCCS1 545 G288.44+75.62
NGC4569,1961913,PCCS1 857 G288.41+75.62
NGC4569,1961913,PSCz Q12343+1326
NGC4569,1961913,[RW2000] NGC  4569 X-1
NGC4569,1961913,RX J123649.7+130947
NGC4569,1961913,RX J123650+13092
NGC4569,1961913,RX J1236.8+1309
NGC4569,1961913,SDSS J123649.79+130946.6
NGC4569,1961913,[SLK2004] 724
NGC4569,1961913,[SMM2006b] J123649.82+130946.7
NGC4569,1961913,[TBH2001] HRI 6
NGC4569,1961913,[TBH2001] PSPC 14
NGC4569,1961913,[THP2000] NGC  4569 0
NGC4569,1961913,TIC 87586513
NGC4569,1961913,UGC  7786
NGC4569,1961913,UZC J123649.7+130946
NGC4569,1961913,VCC 1690
NGC4569,1961913,[VDD93] 166
NGC4569,1961913,VPC 1082
NGC4569,1961913,[VV2000c] J123649.9+130950
NGC4569,1961913,[VV2003c] J123649.9+130950
NGC4569,1961913,[VV2006c] J123649.9+130950
NGC4569,1961913,[VV2010c] J123649.9+130950
NGC4569,1961913,[VV98c] J123649.9+130950
NGC4569,1961913,[YOF95] 206
NGC4569,1961913,Z 1234.3+1326
NGC4569,1961913,Z  70-192
NGC4654,1962108,2MASX J12435663+1307348
NGC4654,1962108,87GB 124127.3+132322
NGC4654,1962108,ADBS J124358+1307
NGC4654,1962108,ALFALFA 1-395
NGC4654,1962108,[BEC2010] HRS 247
NGC4654,1962108,BWE 1241+1323
NGC4654,1962108,[CAB95] IRAS F12414+1324
NGC4654,1962108,[CHM2007] HDC  720 J124356.63+1307348
NGC4654,1962108,[CHM2007] LDC  904 J124356.63+1307348
NGC4654,1962108,[DC78] UGC  7902
NGC4654,1962108,[DSB94] 304
NGC4654,1962108,EVCC 1109
NGC4654,1962108,GB6 B1241+1323
NGC4654,1962108,HIPASS J1243+13b
NGC4654,1962108,IC 3708
NGC4654,1962108,IRAS 12414+1324
NGC4654,1962108,IRAS F12414+1324
NGC4654,1962108,LEDA   42857
NGC4654,1962108,[M98c] 124125.7+132358
NGC4654,1962108,MCG+02-33-004
NGC4654,1962108,NGC  4654
NGC4654,1962108,[NKB95] N4654
NGC4654,1962108,NVSS B124124+132410
NGC4654,1962108,NVSS J124355+130745
NGC4654,1962108,PSCz Q12414+1324
NGC4654,1962108,[RS2000] 191
NGC4654,1962108,SDSS J124356.58+130736.0
NGC4654,1962108,TC 800
NGC4654,1962108,UGC  7902
NGC4654,1962108,UZC J124356.5+130733
NGC4654,1962108,VCC 1987
NGC4654,1962108,[YOF95] 235
NGC4654,1962108,Z 1241.4+1325
NGC4654,1962108,Z  71-19
NGC4535,1963370,2MASX J12342031+0811519
NGC4535,1963370,87GB 123152.2+082718
NGC4535,1963370,ALFALFA 3-313
NGC4535,1963370,[BEC2010] HRS 204
NGC4535,1963370,[BFA97] 114
NGC4535,1963370,[CHM2007] HDC  720 J123420.31+0811519
NGC4535,1963370,[CHM2007] LDC  904 J123420.31+0811519
NGC4535,1963370,[DSB94] 213
NGC4535,1963370,EVCC 892
NGC4535,1963370,Gaia DR3 3902492020556695424
NGC4535,1963370,HIPASS J1234+08
NGC4535,1963370,IRAS 12318+0828
NGC4535,1963370,IRAS F12317+0828
NGC4535,1963370,LEDA   41812
NGC4535,1963370,[M98c] 123147.9+082825
NGC4535,1963370,MCG+01-32-104
NGC4535,1963370,NGC  4535
NGC4535,1963370,NVSS B123147+082825
NGC4535,1963370,PCCS1 545 G290.09+70.63
NGC4535,1963370,PCCS1 857 G290.06+70.64
NGC4535,1963370,PSCz Q12318+0828
NGC4535,1963370,SDSS J123420.27+081152.7
NGC4535,1963370,SDSS J123421.87+081216.7
NGC4535,1963370,[TDA2012] AGESVC1 269
NGC4535,1963370,UGC  7727
NGC4535,1963370,UZC J123420.3+081153
NGC4535,1963370,VCC 1555
NGC4535,1963370,WVFSCC J123428+081006
NGC4535,1963370,[YOF95] 191
NGC4535,1963370,Z 1231.8+0828
NGC4535,1963370,Z  42-159
NGC4580,1963425,2MASS J12374839+0522063
NGC4580,1963425,2MASX J12374839+0522063
NGC4580,1963425,[BEC2010] HRS 221
NGC4580,1963425,[CHM2007] HDC  729 J123748.39+0522063
NGC4580,1963425,[CHM2007] LDC  904 J123748.39+0522063
NGC4580,1963425,EVCC 971
NGC4580,1963425,Gaia DR2 3707538472829220864
NGC4580,1963425,Gaia DR3 3707538472829220864
NGC4580,1963425,GALEX J123748.3+052206
NGC4580,1963425,IRAS 12352+0538
NGC4580,1963425,IRAS F12352+0538
NGC4580,1963425,LEDA   42174
NGC4580,1963425,[M98c] 123515.6+053838
NGC4580,1963425,MCG+01-32-117
NGC4580,1963425,NGC  4580
NGC4580,1963425,PSCz Q12352+0538
NGC4580,1963425,QDOT B1235154+053836
NGC4580,1963425,SDSS J123748.38+052206.6
NGC4580,1963425,TIC 10001749980
NGC4580,1963425,UGC  7794
NGC4580,1963425,UZC J123748.4+052206
NGC4580,1963425,VCC 1730
NGC4580,1963425,[YOF95] 212
NGC4580,1963425,Z 1235.2+0538
NGC4580,1963425,Z  42-183
NGC4689,1991937,2E 1245.3+1402
NGC4689,1991937,2E  2858
NGC4689,1991937,2MASX J12474552+1345456
NGC4689,1991937,ALFALFA 1-407
NGC4689,1991937,[BEC2010] HRS 254
NGC4689,1991937,[BFA97] 187
NGC4689,1991937,[CHM2007] HDC  732 J124745.52+1345456
NGC4689,1991937,[CHM2007] LDC  904 J124745.52+1345456
NGC4689,1991937,[DSB94] 151
NGC4689,1991937,EVCC 1166
NGC4689,1991937,FAUST 3473
NGC4689,1991937,Gaia DR2 3929107486213948416
NGC4689,1991937,Gaia DR3 3929107486214584192
NGC4689,1991937,HIPASS J1247+13
NGC4689,1991937,IRAS 12452+1402
NGC4689,1991937,IRAS F12452+1402
NGC4689,1991937,LEDA   43186
NGC4689,1991937,[M98c] 124515.3+140213
NGC4689,1991937,MCG+02-33-022
NGC4689,1991937,NGC  4689
NGC4689,1991937,NVSS B124514+140205
NGC4689,1991937,PSCz Q12452+1402
NGC4689,1991937,QDOT B1245146+140207
NGC4689,1991937,RX J124747+13460
NGC4689,1991937,SDSS J124745.56+134546.1
NGC4689,1991937,UGC  7965
NGC4689,1991937,UZC J124745.7+134545
NGC4689,1991937,VCC 2058
NGC4689,1991937,[YOF95] 239
NGC4689,1991937,Z 1245.3+1402
NGC4689,1991937,Z  71-43
NGC4694,1992401,2MASX J12481509+1059010
NGC4694,1992401,ALFALFA 3-385
NGC4694,1992401,[CHM2007] HDC  720 J124815.09+1059010
NGC4694,1992401,[CHM2007] LDC  904 J124815.09+1059010
NGC4694,1992401,[DML87] 661
NGC4694,1992401,EVCC 1171
NGC4694,1992401,IRAS 12457+1115
NGC4694,1992401,IRAS F12457+1115
NGC4694,1992401,LEDA   43241
NGC4694,1992401,[M98c] 124544.0+111528
NGC4694,1992401,MCG+02-33-023
NGC4694,1992401,NGC  4694
NGC4694,1992401,NGVS J124815.11+105900.0
NGC4694,1992401,NVSS B124544+111524
NGC4694,1992401,PSCz Q12457+1115
NGC4694,1992401,SDSS J124813.80+105921.2
NGC4694,1992401,SDSS J124815.09+105900.0
NGC4694,1992401,TC 245
NGC4694,1992401,[TH2002]  16
NGC4694,1992401,UGC  7969
NGC4694,1992401,UZC J124815.1+105901
NGC4694,1992401,VCC 2066
NGC4694,1992401,[VV2000c] J124815.1+105901
NGC4694,1992401,[VV2003c] J124815.1+105901
NGC4694,1992401,[VV2006c] J124815.1+105901
NGC4694,1992401,[VV2010c] J124815.1+105901
NGC4694,1992401,[VV98c] J124814.9+105903
NGC4694,1992401,Z 1245.8+1115
NGC4694,1992401,Z  71-44
NGC4698,1992739,1E 1245.8+0846
NGC4698,1992739,2MASX J12482293+0829140
NGC4698,1992739,2XMM J124822.9+082914
NGC4698,1992739,ADBS J124820+0829
NGC4698,1992739,ALFALFA 3-386
NGC4698,1992739,[BEC2010] HRS 257
NGC4698,1992739,[CHM2007] HDC  720 J124822.93+0829140
NGC4698,1992739,[CHM2007] LDC  904 J124822.93+0829140
NGC4698,1992739,EVCC 1173
NGC4698,1992739,Gaia DR2 3710604804599540608
NGC4698,1992739,Gaia DR3 3710604804599540608
NGC4698,1992739,HIPASS J1248+08
NGC4698,1992739,[HSN2016] J192.09+08.48
NGC4698,1992739,IRAS 12458+0845
NGC4698,1992739,IRAS F12458+0845
NGC4698,1992739,LEDA   43254
NGC4698,1992739,[M98c] 124551.8+084537
NGC4698,1992739,MCG+02-33-024
NGC4698,1992739,NGC  4698
NGC4698,1992739,[RS2000] 194
NGC4698,1992739,SDSS J124822.89+082914.5
NGC4698,1992739,SDSS J124822.89+082914.6
NGC4698,1992739,[TDA2012] AGESVC1 270
NGC4698,1992739,UGC  7970
NGC4698,1992739,UZC J124823.0+082916
NGC4698,1992739,VCC 2070
NGC4698,1992739,[VV2003c] J124823.0+082914
NGC4698,1992739,[VV2006c] J124823.0+082914
NGC4698,1992739,[VV2010c] J124822.9+082914
NGC4698,1992739,WISE J124822.92+082914.5
NGC4698,1992739,WVFSCC J124823+082825
NGC4698,1992739,[YOF95] 240
NGC4698,1992739,Z 1245.9+0845
NGC4698,1992739,Z  71-45
