zeta_external_pressure,Q_P_over_Q_g
42.210263201568985,0.15212708520723556
43.530733647318876,0.14985459865922518
44.89251258218603,0.14761452119211474
46.29689226627263,0.14540645859638288
47.745205385661265,0.14323001839338378
49.238826317067364,0.14108480998344072
50.77917243205398,0.13897044478514764
52.3677054420465,0.1368865363662162
54.00593278542368,0.13483270056619617
55.6954090580013,0.13280855561139007
57.43773748826581,0.13081372222227322
59.23457145875806,0.12884782371372328
61.0876160750504,0.12691048608835373
62.99862978380693,0.12500133812323763
64.96942604146125,0.12312001145030034
67.0018750350959,0.12126614063065022
69.09790545715646,0.11943936322310858
71.25950633568411,0.11763931984719259
73.48872892180388,0.11586565424079495
75.7876886362593,0.11411801331279868
78.15856707684091,0.11239604719085418
80.60361408861345,0.11069940926454162
83.12514989890632,0.10902775622413079
85.72556731909324,0.10738074809514506
88.40733401525063,0.10575804826892829
91.17299484984922,0.10415932352940614
94.02517429670132,0.10258424407622599
96.9665789314552,0.10103248354445386
100.0,0.09950371902099892
