response_time_Myr,phase_lag_degrees,amplitude_over_forcing
0.0,0.0,1.0
0.26755852842809363,0.6271010125897929,0.999940104332647
0.5351170568561873,1.254051817131186,0.9997604818848045
0.8026755852842808,1.8807024213377184,0.999461326125965
1.0702341137123745,2.506903263672583,0.9990429588625617
1.3377926421404682,3.1325054267930685,0.9985058292778335
1.6053511705685617,3.757360848692997,0.9978505125955042
1.8729096989966554,4.381322530799732,0.9970777083750362
2.140468227424749,5.004244742302513,0.9961882384483317
2.4080267558528425,5.625983220013681,0.9951830445097324
2.6755852842809364,6.246395363093543,0.9940631853730719
2.94314381270903,6.865340422002883,0.9928298339112777
3.2107023411371234,7.482679681084095,0.9914842736956432
3.4782608695652173,8.098276634212302,0.9900278953533453
3.7458193979933108,8.711997153001036,0.9884621926630685
4.013377926421405,9.323709647092954,0.9867887584097225
4.280936454849498,9.933285216113877,0.9850092800201636
4.548494983277592,10.540597792917989,0.983125535002588
4.816053511705685,11.145524277802751,0.9811393862128152
5.083612040133779,11.747944663423462,0.9790527769710688
5.351170568561873,12.347742150189045,0.9768677260530366
5.618729096989966,12.944803251972285,0.9745863225790132
5.88628762541806,13.53901789201851,0.9722107208247642
6.153846153846153,14.130279488986849,0.9697431349774204
6.421404682274247,14.718485033106717,0.9671858338592279
6.688963210702341,15.303535152479206,0.964541135641362
6.956521739130435,15.885334169598016,0.9618114025692405
7.224080267558528,16.463790148207345,0.9589990357199043
7.4916387959866215,17.03881493065424,0.9561064698110426
7.759197324414715,17.610324165930784,0.9531361680801694
8.02675585284281,18.178237328635788,0.9500906172512971
8.294314381270903,18.742477729117805,0.9469723226052432
8.561872909698996,19.30297251508967,0.9437838031684326
8.82943143812709,19.859652665030485,0.9405275870337595
9.096989966555183,20.41245297371327,0.9372062068257464
9.364548494983277,20.96131203021588,0.9338221953209003
9.63210702341137,21.506172188788945,0.9303780812328347
9.899665551839464,22.04697953296771,0.9268763851704075
10.167224080267559,22.58368383332488,0.9233196157758173
10.434782608695652,23.11623849926898,0.9197102660483506
10.702341137123746,23.644600525297403,0.91605080985823
10.96989966555184,24.168730432115353,0.9123436986538485
11.237458193979933,24.68859220303168,0.9085913583645441
11.505016722408026,25.20415321603991,0.9047961865000059
11.77257525083612,25.715384171988372,0.9009605494463968
12.040133779264213,26.222259019236446,0.8970867799583464
12.307692307692307,26.724754875186065,0.8931771748450981
12.5752508361204,27.2228519450675,0.8892339928482894
12.842809364548494,27.71653343834762,0.8852594527081313
13.110367892976589,28.205785483116145,0.8812557314140808
13.377926421404682,28.690597038792326,0.8772249626355246
13.645484949832776,29.170959807480227,0.8731692353274678
13.91304347826087,29.646868144285776,0.8690905925057743
14.180602006688963,30.11831896689349,0.8649910301861169
14.448160535117056,30.585311664684877,0.860872496480472
14.71571906354515,31.047848007664403,0.8567368908447304
14.983277591973243,31.505932055442777,0.8525860634707815
15.250836120401337,31.95957006651091,0.8484218148162836
15.51839464882943,32.40877040802186,0.8442458952652122
15.785953177257525,32.853543466281906,0.8400600049122304
16.05351170568562,33.29390155813627,0.8358657934638988
16.321070234113712,33.72985884341938,0.831664860249766
16.588628762541806,34.161431238624736,0.8274587543364367
16.8561872909699,34.5886363319345,0.8232489747377957
17.123745819397993,35.01149329973515,0.8190369707146894
17.391304347826086,35.430022824731616,0.8148241421574983
17.65886287625418,35.844247015759585,0.8106118400451988
17.926421404682273,36.254189329382875,0.8064013669746904
18.193979933110366,36.65987449335114,0.8021939777543662
18.46153846153846,37.06132843198195,0.7979908800561009
18.729096989966553,37.4585781935205,0.7937932351200637
18.996655518394647,37.85165187952028,0.7896021585069826
19.26421404682274,38.24057857627888,0.7854187208927192
19.531772575250834,38.62538828835383,0.781243948900261
19.799331103678927,39.006111874175915,0.777078825964463
20.066889632107024,39.38278098376916,0.7729242932251283
20.334448160535118,39.755427998580224,0.768781250444242
20.60200668896321,40.12408597341319,0.7646505569434222
20.869565217391305,40.4887885804601,0.7605330325578826
21.137123745819398,40.84957005541198,0.7564294586034304
21.40468227424749,41.206465145630425,0.7523405788532521
21.672240802675585,41.55950906035542,0.74826710052146
21.93979933110368,41.90873742292093,0.7442096952505821
22.207357859531772,42.254186224946736,0.7401690001003899
22.474916387959865,42.59589178247131,0.7361456185356546
22.74247491638796,42.93389069398834,0.7321401214106141
23.010033444816052,43.26821980034685,0.7281530479481203
23.277591973244146,43.59891614647302,0.7241849067116081
23.54515050167224,43.926016944869964,0.720236176568197
23.812709030100333,44.24955954085049,0.7163073076413974
24.080267558528426,44.56958137945647,0.7123987222520402
24.34782608695652,44.88611997401809,0.7085108158461979
24.615384615384613,45.19921287630474,0.7046439579089959
24.882943143812707,45.5088976482199,0.7007984928633413
25.1505016722408,45.8152118349912,0.6969747409527169
25.418060200668894,46.118192939807464,0.6931729991073018
25.685618729096987,46.41787839985415,0.6893935417927793
25.953177257525084,46.7143055636992,0.6856366218412991
26.220735785953178,47.00751166998142,0.6819024712641438
26.48829431438127,47.2975338273542,0.6781913020457409
26.755852842809364,47.58440899563783,0.6745033069187353
27.023411371237458,47.86817396813439,0.6708386601199124
27.29096989966555,48.14886535506009,0.6671975181268277
27.558528428093645,48.4265195680505,0.6635800203750604
27.82608695652174,48.701172805695336,0.6599862899560632
28.093645484949832,48.97286104006008,0.6564164342956357
28.361204013377925,49.24162000415305,0.6528705458130902
28.62876254180602,49.50748518029716,0.649348702561225
28.896321070234112,49.770491789367185,0.6458509688472576
29.163879598662206,50.030674780853786,0.6423773958349024
29.4314381270903,50.288068823717346,0.6389280221278129
29.698996655518393,50.542708297995084,0.6355028743346298
29.966555183946486,50.79462728712657,0.6321019676159063
30.23411371237458,51.043859570963654,0.6287253062131996
30.501672240802673,51.29043861943179,0.625372883960637
30.769230769230766,51.534397586811124,0.6220446847792823
31.03678929765886,51.77576930660672,0.6187406831546399
31.304347826086953,52.01458628697815,0.6154608445976469
31.57190635451505,52.25088070670019,0.6122051260895128
31.839464882943144,52.48468441162687,0.6089734765107732
32.10702341137124,52.71602891163284,0.6057658370549306
32.37458193979933,52.94494537800616,0.6025821416270608
32.642140468227424,53.171464641268685,0.5994223172277625
32.909698996655514,53.39561718939992,0.5962862843228365
33.17725752508361,53.617433166442666,0.5931739571990701
33.4448160535117,53.836942371468034,0.5900852443065184
33.7123745819398,54.05417425787997,0.5870200485876519
33.97993311036789,54.26915793303883,0.5839782677937575
34.247491638795985,54.481922158185625,0.5809597947889625
34.51505016722408,54.69249534864836,0.5779645178422543
34.78260869565217,54.90090557431354,0.5749923209078621
35.05016722408027,55.1071805603461,0.5720430838943622
35.31772575250836,55.31134768814194,0.5691166829228623
35.585284280936456,55.513433996498236,0.5662129905746156
35.852842809364546,55.71346618298679,0.5633318761284078
36.12040133779264,55.91147060551722,0.5604732057880543
36.38795986622073,56.10747328407642,0.5576368429003379
36.65551839464883,56.30149990263229,0.5548226481637114
36.92307692307692,56.49357581118967,0.5520304798280794
37.19063545150502,56.68372602798744,0.5492601938859686
37.45819397993311,56.87197524182586,0.5465116442553888
37.725752508361204,57.05834781451424,0.5437846829546773
37.993311036789294,57.2428677834292,0.5410791602696136
38.26086956521739,57.42555886417436,0.5383949249130816
38.52842809364548,57.606444453332855,0.5357318241775529
38.79598662207358,57.78554763130441,0.5330897040806517
39.06354515050167,57.962891165219204,0.5304684095040589
39.331103678929765,58.138497511921216,0.5278677843260043
39.598662207357854,58.31238882101387,0.5252876715475866
39.86622073578595,58.4845869379618,0.5227279134131558
40.13377926421405,58.65511340724194,0.5201883515249851
40.40133779264214,58.82398947553861,0.5176688269524511
40.668896321070235,58.99123609497669,0.5151691803359346
40.936454849498325,59.156873926387696,0.5126892519856497
41.20401337792642,59.320923342604004,0.5102288819755973
41.47157190635451,59.48340443177634,0.5077879102328389
41.73913043478261,59.64433700071035,0.505366176622273
42.0066889632107,59.80374057821792,0.5029635210270983
42.274247491638796,59.96163441847968,0.5005797834251322
42.541806020066886,60.11803750441483,0.49821480396115797
42.80936454849498,60.272968551054845,0.49586842301545697
43.07692307692307,60.426446008918184,0.4935404812686863
43.34448160535117,60.578488067382644,0.49123081976325045
43.61204013377926,60.729112658052806,0.4889392799613115
43.87959866220736,60.87833745811989,0.48666570379958074
44.14715719063545,61.02617989371161,0.4844099337410237
44.414715719063544,61.172657143229685,0.4821718128236096
