eta_kappaH_over_cR,x_critical,Q_critical
0.465863453815261,0.764255104042473,0.7115699476662143
0.4738955823293172,0.7620016092019897,0.7083667618076551
0.48192771084337344,0.759777580486077,0.7051990995442436
0.48995983935742965,0.7575823182160898,0.7020662877261634
0.4979919678714859,0.7554151468439562,0.6989676718117609
0.5060240963855421,0.7532754138624521,0.6959026151814158
0.5140562248995983,0.7511624887761708,0.6928704984832624
0.5220883534136546,0.7490757621291774,0.6898707190089733
0.5301204819277108,0.747014644585645,0.6869026900979375
0.538152610441767,0.7449785660600458,0.6839658405682689
0.5461847389558232,0.7429669748937276,0.6810596141731862
0.5542168674698794,0.7409793370749439,0.6781834690813984
0.5622489959839357,0.7390151354996108,0.675336877380211
0.570281124497992,0.7370738692702726,0.6725193246001582
0.5783132530120482,0.7351550530309282,0.6697303092600297
0.5863453815261044,0.733258216335543,0.6669693424312385
0.5943775100401606,0.7313829030482223,0.664235947320535
0.6024096385542168,0.7295286707731583,0.661529658870137
0.610441767068273,0.7276950903126016,0.6588500233743949
0.6184738955823292,0.7258817451512165,0.6561965981121701
0.6265060240963854,0.7240882309652993,0.6535689509941469
0.6345381526104417,0.7223141551554344,0.6509666602243467
0.642570281124498,0.7205591364012589,0.648389313975156
0.6506024096385542,0.7188228042370959,0.6458365100752141
0.6586345381526104,0.717104798647293,0.6433078557095516
0.6666666666666666,0.71540476968018,0.6408029671313936
0.6746987951807228,0.7137223770796294,0.6383214693850876
0.6827309236947791,0.7120572899332653,0.6358629960396316
0.6907630522088353,0.710409186336428,0.6334271889323193
0.6987951807228915,0.7087777530715039,0.6310136979220347
0.7068273092369477,0.7071626852986973,0.628622180651763
0.7148594377510039,0.7055636862669191,0.6262523023198981
0.7228915662650601,0.7039804670284217,0.6239037354599598
0.7309236947791165,0.7024127461722088,0.6215761597283416
0.7389558232931727,0.7008602495661783,0.6192692616997428
0.7469879518072289,0.6993227101095669,0.6169827346699468
0.7550200803212851,0.6977998674997206,0.6147162784656264
0.7630522088353413,0.6962914680017309,0.6124695992608786
0.7710843373493975,0.6947972642338349,0.6102424094002001
0.7791164658634537,0.6933170149583503,0.6080344272276306
0.78714859437751,0.6918504848819158,0.6058453769218065
0.7951807228915662,0.6903974444636709,0.6036749883366797
0.8032128514056224,0.6889576697310787,0.6015229968476652
0.8112449799196786,0.6875309421030287,0.5993891432029972
0.8192771084337349,0.6861170482198788,0.5972731733800798
0.8273092369477911,0.684715779780113,0.5951748384466321
0.8353413654618473,0.683326933383308,0.5930938944264335
0.8433734939759036,0.6819503103791197,0.5910301021694874
0.8514056224899598,0.6805857167220155,0.5889832272264282
0.859437751004016,0.6792329628314925,0.5869530397270047
0.8674698795180722,0.6778918634575343,0.5849393142624799
0.8755020080321284,0.6765622375510751,0.5829418297717975
0.8835341365461846,0.6752439081392486,0.5809603694313691
0.8915662650602408,0.6739367022052101,0.5789947205483429
0.899598393574297,0.6726404505723358,0.5770446744572233
0.9076305220883534,0.671354987792607,0.575110026419714
0.9156626506024096,0.6700801520390015,0.573190575527665
0.9236947791164658,0.6688157850017179,0.571286124609005
0.931726907630522,0.6675617317880762,0.569396480136554
0.9397590361445782,0.6663178408259333,0.5675214521396054
0.9477911646586344,0.6650839637704716,0.5656608541181791
0.9558232931726907,0.6638599554142194,0.5638145029598477
0.9638554216867469,0.6626456736001675,0.5619822188590448
0.9718875502008031,0.6614409791378588,0.5601638252387636
0.9799196787148593,0.6602457357223289,0.5583591486745642
0.9879518072289156,0.6590598098557803,0.5565680188208046
0.9959839357429718,0.6578830707728841,0.554790268339021
1.004016064257028,0.6567153903636015,0.5530257328283775
1.0120481927710843,0.655556643108428,0.5512742507581188
1.0200803212851404,0.6544067060059623,0.5495356634019531
1.0281124497991967,0.6532654585078989,0.547809814774299
1.036144578313253,0.6521327824544731,0.5460965515683366
1.0441767068273091,0.651008562012918,0.5443957230957955
1.0522088353413654,0.6498926836173693,0.5427071812284279
1.0602409638554215,0.6487850359107619,0.5410307803411055
1.0682730923694779,0.6476855096885834,0.5393663772564881
1.076305220883534,0.6465939978443961,0.5377138311912109
1.0843373493975903,0.6455103953170626,0.5360730037035432
1.0923694779116464,0.6444345990396102,0.5344437586424661
1.1004016064257027,0.6433665078896755,0.5328259620981263
1.1084337349397588,0.6423060226414686,0.5312194823536207
1.1164658634538152,0.6412530459192041,0.5296241898380681
1.1244979919678715,0.6402074821519432,0.528039957080928
1.1325301204819276,0.6391692375297994,0.526466658667526
1.140562248995984,0.6381382199614537,0.524904171195747
1.14859437751004,0.6371143390329388,0.5233523732338629
1.1566265060240963,0.6360975059676417,0.5218111452794539
1.1646586345381524,0.6350876335874863,0.5202803697193937
1.1726907630522088,0.6340846362752514,0.5187599307908634
1.1807228915662649,0.6330884299379861,0.5172497145433645
1.1887550200803212,0.6320989319714853,0.5157496088016965
1.1967871485943773,0.6311160612257862,0.5142595031298761
1.2048192771084336,0.630139737971654,0.5127792887959606
1.21285140562249,0.6291698838680206,0.5113088587377583
