b,SFR_Msun_per_yr,epsilon_per_Gyr,gas_to_stellar_mass,Z_mass_fraction,age_Gyr,inflow_Msun_per_yr
0.000000000000000000e+00,2.433437385913544659e+01,5.000000000000000000e-01,9.710691823899372244e-01,9.557706230597396227e-03,5.270782274554290048e+00,2.621365497791098775e+01
0.000000000000000000e+00,2.446045869778381743e+01,5.000000000000000000e-01,9.761006289308176154e-01,9.538804402262382812e-03,5.248674076862091198e+00,2.637211525408815760e+01
0.000000000000000000e+00,2.458654353643218826e+01,5.000000000000000000e-01,9.811320754716982284e-01,9.519949419713125138e-03,5.226768126728743802e+00,2.653088945237712437e+01
0.000000000000000000e+00,2.471262837508055910e+01,5.000000000000000000e-01,9.861635220125787304e-01,9.501141582573117625e-03,5.205061497970154605e+00,2.668997803290544013e+01
0.000000000000000000e+00,2.483871321372892993e+01,5.000000000000000000e-01,9.911949685534593435e-01,9.482381176479507887e-03,5.183551322500028036e+00,2.684938144895570034e+01
0.000000000000000000e+00,2.496479805237729721e+01,5.000000000000000000e-01,9.962264150943396235e-01,9.463668473468725764e-03,5.162234788868164337e+00,2.700910014709126727e+01
0.000000000000000000e+00,2.509088289102566804e+01,5.000000000000000000e-01,1.001257861635220126e+00,9.445003732352082182e-03,5.141109140843078684e+00,2.716913456727935028e+01
0.000000000000000000e+00,2.521696772967403888e+01,5.000000000000000000e-01,1.006289308176100628e+00,9.426387199081632737e-03,5.120171676037414521e+00,2.732948514301139653e+01
0.000000000000000000e+00,2.534305256832240971e+01,5.000000000000000000e-01,1.011320754716981130e+00,9.407819107106489900e-03,5.099419744574606561e+00,2.749015230142094524e+01
0.000000000000000000e+00,2.546913740697078055e+01,5.000000000000000000e-01,1.016352201257861632e+00,9.389299677719871798e-03,5.078850747795367049e+00,2.765113646339899844e+01
0.000000000000000000e+00,2.559522224561914783e+01,5.000000000000000000e-01,1.021383647798742134e+00,9.370829120397104403e-03,5.058462137002613268e+00,2.781243804370691564e+01
0.000000000000000000e+00,2.572130708426751866e+01,5.000000000000000000e-01,1.026415094339622636e+00,9.352407633124806136e-03,5.038251412243489824e+00,2.797405745108692798e+01
0.000000000000000000e+00,2.584739192291588950e+01,5.000000000000000000e-01,1.031446540880503138e+00,9.334035402721478636e-03,5.018216121127214713e+00,2.813599508837030072e+01
0.000000000000000000e+00,2.597347676156426033e+01,5.000000000000000000e-01,1.036477987421383640e+00,9.315712605149737910e-03,4.998353857677522605e+00,2.829825135258326796e+01
0.000000000000000000e+00,2.609956160021263116e+01,5.000000000000000000e-01,1.041509433962264142e+00,9.297439405820383598e-03,4.978662261218510743e+00,2.846082663505068311e+01
0.000000000000000000e+00,2.622564643886100200e+01,5.000000000000000000e-01,1.046540880503144866e+00,9.279215959888523213e-03,4.959139015292774566e+00,2.862372132149755544e+01
0.000000000000000000e+00,2.635173127750937638e+01,5.000000000000000000e-01,1.051572327044025368e+00,9.261042412541940425e-03,4.939781846610713956e+00,2.878693579214841236e+01
0.000000000000000000e+00,2.647781611615774722e+01,5.000000000000000000e-01,1.056603773584905870e+00,9.242918899281946793e-03,4.920588524029983368e+00,2.895047042182461894e+01
0.000000000000000000e+00,2.660390095480611805e+01,5.000000000000000000e-01,1.061635220125786594e+00,9.224845546196859189e-03,4.901556857564065339e+00,2.911432558003969007e+01
0.000000000000000000e+00,2.672998579345448533e+01,5.000000000000000000e-01,1.066666666666666874e+00,9.206822470228335359e-03,4.882684697419007236e+00,2.927850163109257409e+01
0.000000000000000000e+00,2.685607063210285617e+01,5.000000000000000000e-01,1.071698113207547376e+00,9.188849779430730697e-03,4.863969933057368245e+00,2.944299893415908187e+01
0.000000000000000000e+00,2.698215547075122700e+01,5.000000000000000000e-01,1.076729559748428100e+00,9.170927573223654899e-03,4.845410492288498183e+00,2.960781784338135481e+01
0.000000000000000000e+00,2.710824030939959783e+01,5.000000000000000000e-01,1.081761006289308380e+00,9.153055942637931472e-03,4.827004340384283054e+00,2.977295870795553157e+01
0.000000000000000000e+00,2.723432514804796867e+01,5.000000000000000000e-01,1.086792452830189104e+00,9.135234970555093648e-03,4.808749479219498468e+00,2.993842187221762075e+01
0.000000000000000000e+00,2.736040998669633595e+01,5.000000000000000000e-01,1.091823899371069384e+00,9.117464731940614492e-03,4.790643946436008882e+00,3.010420767572760070e+01
0.000000000000000000e+00,2.748649482534470678e+01,5.000000000000000000e-01,1.096855345911949886e+00,9.099745294071016899e-03,4.772685814630009737e+00,3.027031645335182120e+01
0.000000000000000000e+00,2.761257966399307762e+01,5.000000000000000000e-01,1.101886792452830388e+00,9.082076716755035223e-03,4.754873190561585972e+00,3.043674853534369618e+01
0.000000000000000000e+00,2.773866450264144845e+01,5.000000000000000000e-01,1.106918238993710890e+00,9.064459052548979462e-03,4.737204214385867473e+00,3.060350424742279785e+01
0.000000000000000000e+00,2.786474934128981928e+01,5.000000000000000000e-01,1.111949685534591392e+00,9.046892346966449450e-03,4.719677058905094924e+00,3.077058391085230582e+01
0.000000000000000000e+00,2.799083417993818657e+01,5.000000000000000000e-01,1.116981132075471894e+00,9.029376638682534359e-03,4.702289928840910349e+00,3.093798784251494283e+01
0.000000000000000000e+00,2.811691901858655740e+01,5.000000000000000000e-01,1.122012578616352396e+00,9.011911959732693544e-03,4.685041060126278190e+00,3.110571635498736143e+01
0.000000000000000000e+00,2.824300385723492823e+01,5.000000000000000000e-01,1.127044025157232898e+00,8.994498335706370765e-03,4.667928719216367206e+00,3.127376975661299241e+01
0.000000000000000000e+00,2.836908869588329907e+01,5.000000000000000000e-01,1.132075471698113622e+00,8.977135785935574236e-03,4.650951202417831887e+00,3.144214835157352894e+01
0.000000000000000000e+00,2.849517353453166990e+01,5.000000000000000000e-01,1.137106918238993902e+00,8.959824323678493643e-03,4.634106835235921373e+00,3.161085243995887950e+01
0.000000000000000000e+00,2.862125837318004073e+01,5.000000000000000000e-01,1.142138364779874626e+00,8.942563956298270333e-03,4.617393971738823488e+00,3.177988231783580630e+01
0.000000000000000000e+00,2.874734321182840802e+01,5.000000000000000000e-01,1.147169811320754906e+00,8.925354685437134061e-03,4.600810993938769577e+00,3.194923827731517463e+01
0.000000000000000000e+00,2.887342805047677885e+01,5.000000000000000000e-01,1.152201257861635408e+00,8.908196507185918434e-03,4.584356311189334399e+00,3.211892060661786275e+01
0.000000000000000000e+00,2.899951288912514968e+01,5.000000000000000000e-01,1.157232704402515910e+00,8.891089412249151072e-03,4.568028359598460320e+00,3.228892959013936093e+01
0.000000000000000000e+00,2.912559772777352052e+01,5.000000000000000000e-01,1.162264150943396634e+00,8.874033386105820848e-03,4.551825601456719994e+00,3.245926550851314829e+01
0.000000000000000000e+00,2.925168256642189135e+01,5.000000000000000000e-01,1.167295597484276914e+00,8.857028409165898508e-03,4.535746524680358327e+00,3.262992863867273741e+01
0.000000000000000000e+00,2.937776740507025863e+01,5.000000000000000000e-01,1.172327044025157416e+00,8.840074456922766832e-03,4.519789642268651875e+00,3.280091925391263175e+01
0.000000000000000000e+00,2.950385224371862947e+01,5.000000000000000000e-01,1.177358490566037919e+00,8.823171500101650508e-03,4.503953491775183338e+00,3.297223762394795443e+01
0.000000000000000000e+00,2.962993708236700030e+01,5.000000000000000000e-01,1.182389937106918421e+00,8.806319504804144618e-03,4.488236634792584390e+00,3.314388401497301118e+01
0.000000000000000000e+00,2.975602192101537113e+01,5.000000000000000000e-01,1.187421383647798923e+00,8.789518432648952759e-03,4.472637656450369370e+00,3.331585868971865949e+01
0.000000000000000000e+00,2.988210675966374197e+01,5.000000000000000000e-01,1.192452830188679647e+00,8.772768240908918047e-03,4.457155164925445057e+00,3.348816190750863342e+01
0.000000000000000000e+00,3.000819159831210925e+01,5.000000000000000000e-01,1.197484276729559927e+00,8.756068882644477136e-03,4.441787790964954574e+00,3.366079392431471007e+01
0.000000000000000000e+00,3.013427643696048008e+01,5.000000000000000000e-01,1.202515723270440429e+00,8.739420306833584062e-03,4.426534187421057531e+00,3.383375499281086007e+01
0.000000000000000000e+00,3.026036127560885092e+01,5.000000000000000000e-01,1.207547169811320931e+00,8.722822458498251386e-03,4.411393028797326643e+00,3.400704536242631093e+01
0.000000000000000000e+00,3.038644611425722175e+01,5.000000000000000000e-01,1.212578616352201433e+00,8.706275278827743311e-03,4.396363010806402016e+00,3.418066527939768662e+01
0.000000000000000000e+00,3.051253095290559259e+01,5.000000000000000000e-01,1.217610062893082157e+00,8.689778705298545694e-03,4.381442849938579798e+00,3.435461498682002457e+01
0.000000000000000000e+00,3.063861579155396342e+01,5.000000000000000000e-01,1.222641509433962437e+00,8.673332671791178852e-03,4.366631283041033207e+00,3.452889472469693288e+01
0.000000000000000000e+00,3.076470063020233070e+01,5.000000000000000000e-01,1.227672955974842939e+00,8.656937108703938177e-03,4.351927066907330222e+00,3.470350472998972435e+01
0.000000000000000000e+00,3.089078546885070153e+01,5.000000000000000000e-01,1.232704402515723441e+00,8.640591943063659700e-03,4.337328977876984126e+00,3.487844523666569074e+01
0.000000000000000000e+00,3.101687030749907237e+01,5.000000000000000000e-01,1.237735849056603943e+00,8.624297098633562642e-03,4.322835811444733167e+00,3.505371647574536098e+01
0.000000000000000000e+00,3.114295514614744320e+01,5.000000000000000000e-01,1.242767295597484445e+00,8.608052496018247027e-03,4.308446381879269538e+00,3.522931867534897776e+01
0.000000000000000000e+00,3.126903998479581404e+01,5.000000000000000000e-01,1.247798742138365169e+00,8.591858052765960832e-03,4.294159521851161010e+00,3.540525206074202202e+01
0.000000000000000000e+00,3.139512482344418132e+01,5.000000000000000000e-01,1.252830188679245449e+00,8.575713683468147094e-03,4.279974082069704977e+00,3.558151685437994871e+01
0.000000000000000000e+00,3.152120966209255215e+01,5.000000000000000000e-01,1.257861635220125951e+00,8.559619299856383728e-03,4.265888930928444012e+00,3.575811327595204858e+01
0.000000000000000000e+00,3.164729450074092298e+01,5.000000000000000000e-01,1.262893081761006675e+00,8.543574810896778504e-03,4.251902954159137771e+00,3.593504154242449289e+01
0.000000000000000000e+00,3.177337933938929382e+01,5.000000000000000000e-01,1.267924528301886955e+00,8.527580122881874697e-03,4.238015054493916800e+00,3.611230186808258225e+01
0.000000000000000000e+00,3.189946417803766465e+01,5.000000000000000000e-01,1.272955974842767679e+00,8.511635139520122920e-03,4.224224151335415733e+00,3.628989446457224943e+01
0.000000000000000000e+00,3.202554901668603549e+01,5.000000000000000000e-01,1.277987421383648181e+00,8.495739762023033631e-03,4.210529180434659402e+00,3.646781954094073797e+01
0.000000000000000000e+00,3.215163385533440277e+01,5.000000000000000000e-01,1.283018867924528461e+00,8.479893889189979092e-03,4.196929093576480696e+00,3.664607730367658434e+01
0.000000000000000000e+00,3.227771869398277715e+01,5.000000000000000000e-01,1.288050314465409185e+00,8.464097417490811306e-03,4.183422858272277445e+00,3.682466795674883286e+01
0.000000000000000000e+00,3.240380353263114444e+01,5.000000000000000000e-01,1.293081761006289687e+00,8.448350241146278597e-03,4.170009457459898705e+00,3.700359170164552580e+01
0.000000000000000000e+00,3.252988837127951172e+01,5.000000000000000000e-01,1.298113207547169967e+00,8.432652252206311941e-03,4.156687889210464171e+00,3.718284873741155394e+01
0.000000000000000000e+00,3.265597320992788610e+01,5.000000000000000000e-01,1.303144654088050691e+00,8.417003340626262597e-03,4.143457166441938178e+00,3.736243926068573984e+01
0.000000000000000000e+00,3.278205804857625338e+01,5.000000000000000000e-01,1.308176100628930971e+00,8.401403394341125722e-03,4.130316316639270902e+00,3.754236346573726735e+01
0.000000000000000000e+00,3.290814288722462777e+01,5.000000000000000000e-01,1.313207547169811695e+00,8.385852299337786392e-03,4.117264381580927335e+00,3.772262154450152849e+01
0.000000000000000000e+00,3.303422772587299505e+01,5.000000000000000000e-01,1.318238993710691975e+00,8.370349939725367852e-03,4.104300417071639728e+00,3.790321368661518875e+01
0.000000000000000000e+00,3.316031256452136233e+01,5.000000000000000000e-01,1.323270440251572477e+00,8.354896197803732272e-03,4.091423492681212082e+00,3.808414007945074786e+01
0.000000000000000000e+00,3.328639740316973672e+01,5.000000000000000000e-01,1.328301886792452979e+00,8.339490954130137496e-03,4.078632691489221251e+00,3.826540090815042561e+01
0.000000000000000000e+00,3.341248224181810400e+01,5.000000000000000000e-01,1.333333333333333481e+00,8.324134087584159070e-03,4.065927109835454800e+00,3.844699635565937967e+01
0.000000000000000000e+00,3.353856708046647839e+01,5.000000000000000000e-01,1.338364779874214205e+00,8.308825475430865401e-03,4.053305857075927499e+00,3.862892660275850432e+01
0.000000000000000000e+00,3.366465191911484567e+01,5.000000000000000000e-01,1.343396226415094485e+00,8.293564993382350134e-03,4.040768055344356569e+00,3.881119182809641188e+01
0.000000000000000000e+00,3.379073675776321295e+01,5.000000000000000000e-01,1.348427672955974987e+00,8.278352515657597457e-03,4.028312839318910044e+00,3.899379220822107328e+01
0.000000000000000000e+00,3.391682159641158734e+01,5.000000000000000000e-01,1.353459119496855489e+00,8.263187915040779222e-03,4.015939355994139426e+00,3.917672791761076212e+01
0.000000000000000000e+00,3.404290643505995462e+01,5.000000000000000000e-01,1.358490566037735992e+00,8.248071062937997744e-03,4.003646764457919893e+00,3.935999912870444462e+01
0.000000000000000000e+00,3.416899127370832900e+01,5.000000000000000000e-01,1.363522012578616716e+00,8.233001829432510729e-03,3.991434235673296360e+00,3.954360601193176450e+01
0.000000000000000000e+00,3.429507611235669629e+01,5.000000000000000000e-01,1.368553459119496996e+00,8.217980083338507699e-03,3.979300952265100833e+00,3.972754873574231027e+01
0.000000000000000000e+00,3.442116095100506357e+01,5.000000000000000000e-01,1.373584905660377498e+00,8.203005692253427517e-03,3.967246108311206498e+00,3.991182746663456982e+01
0.000000000000000000e+00,3.454724578965343795e+01,5.000000000000000000e-01,1.378616352201258000e+00,8.188078522608888132e-03,3.955268909138324851e+00,4.009644236918424554e+01
0.000000000000000000e+00,3.467333062830180523e+01,5.000000000000000000e-01,1.383647798742138502e+00,8.173198439720277125e-03,3.943368571122209509e+00,4.028139360607208630e+01
0.000000000000000000e+00,3.479941546695017962e+01,5.000000000000000000e-01,1.388679245283019226e+00,8.158365307834978750e-03,3.931544321492164151e+00,4.046668133811133572e+01
0.000000000000000000e+00,3.492550030559854690e+01,5.000000000000000000e-01,1.393710691823899728e+00,8.143578990179350247e-03,3.919795398139741316e+00,4.065230572427456224e+01
0.000000000000000000e+00,3.505158514424691418e+01,5.000000000000000000e-01,1.398742138364780008e+00,8.128839349004409257e-03,3.908121049431532601e+00,4.083826692172015527e+01
0.000000000000000000e+00,3.517766998289528857e+01,5.000000000000000000e-01,1.403773584905660510e+00,8.114146245630306925e-03,3.896520534025941451e+00,4.102456508581831685e+01
0.000000000000000000e+00,3.530375482154365585e+01,5.000000000000000000e-01,1.408805031446541012e+00,8.099499540489612723e-03,3.884993120693846613e+00,4.121120037017652749e+01
0.000000000000000000e+00,3.542983966019203024e+01,5.000000000000000000e-01,1.413836477987421736e+00,8.084899093169430062e-03,3.873538088143048341e+00,4.139817292666474202e+01
0.000000000000000000e+00,3.555592449884039752e+01,5.000000000000000000e-01,1.418867924528302238e+00,8.070344762452370466e-03,3.862154724846417420e+00,4.158548290543998149e+01
0.000000000000000000e+00,3.568200933748876480e+01,5.000000000000000000e-01,1.423899371069182296e+00,8.055836406356438328e-03,3.850842328873641307e+00,4.177313045497067634e+01
0.000000000000000000e+00,3.580809417613713919e+01,5.000000000000000000e-01,1.428930817610063020e+00,8.041373882173821069e-03,3.839600207726488357e+00,4.196111572206044116e+01
0.000000000000000000e+00,3.593417901478550647e+01,5.000000000000000000e-01,1.433962264150943522e+00,8.026957046508643653e-03,3.828427678177505289e+00,4.214943885187151551e+01
0.000000000000000000e+00,3.606026385343388085e+01,5.000000000000000000e-01,1.438993710691824246e+00,8.012585755313706565e-03,3.817324066112057324e+00,4.233809998794785656e+01
0.000000000000000000e+00,3.618634869208224814e+01,5.000000000000000000e-01,1.444025157232704526e+00,7.998259863926196825e-03,3.806288706373629260e+00,4.252709927223774145e+01
0.000000000000000000e+00,3.631243353073062252e+01,5.000000000000000000e-01,1.449056603773585250e+00,7.983979227102458789e-03,3.795320942612313786e+00,4.271643684511610672e+01
0.000000000000000000e+00,3.643851836937898980e+01,5.000000000000000000e-01,1.454088050314465530e+00,7.969743699051814317e-03,3.784420127136415957e+00,4.290611284540636916e+01
0.000000000000000000e+00,3.656460320802735708e+01,5.000000000000000000e-01,1.459119496855346032e+00,7.955553133469446189e-03,3.773585620767074822e+00,4.309612741040203332e+01
0.000000000000000000e+00,3.669068804667573147e+01,5.000000000000000000e-01,1.464150943396226534e+00,7.941407383568388142e-03,3.762816792695860002e+00,4.328648067588785864e+01
0.000000000000000000e+00,3.681677288532409875e+01,5.000000000000000000e-01,1.469182389937107036e+00,7.927306302110652750e-03,3.752113020345252181e+00,4.347717277616062148e+01
0.000000000000000000e+00,3.694285772397247314e+01,5.000000000000000000e-01,1.474213836477987760e+00,7.913249741437484996e-03,3.741473689231941790e+00,4.366820384404971378e+01
0.000000000000000000e+00,3.706894256262084042e+01,5.000000000000000000e-01,1.479245283018868262e+00,7.899237553498802272e-03,3.730898192832889926e+00,4.385957401093716612e+01
0.000000000000000000e+00,3.719502740126920770e+01,5.000000000000000000e-01,1.484276729559748542e+00,7.885269589881808636e-03,3.720385932454070232e+00,4.405128340677755006e+01
0.000000000000000000e+00,3.732111223991758209e+01,5.000000000000000000e-01,1.489308176100629044e+00,7.871345701838831921e-03,3.709936317101838021e+00,4.424333216011742564e+01
0.000000000000000000e+00,3.744719707856594937e+01,5.000000000000000000e-01,1.494339622641509546e+00,7.857465740314378486e-03,3.699548763356869774e+00,4.443572039811449059e+01
0.000000000000000000e+00,3.757328191721432376e+01,5.000000000000000000e-01,1.499371069182390270e+00,7.843629555971447231e-03,3.689222695250593542e+00,4.462844824655650910e+01
0.000000000000000000e+00,3.769936675586269104e+01,5.000000000000000000e-01,1.504402515723270772e+00,7.829836999217113305e-03,3.678957544144084491e+00,4.482151582987974336e+01
0.000000000000000000e+00,3.782545159451105832e+01,5.000000000000000000e-01,1.509433962264150830e+00,7.816087920227381483e-03,3.668752748609324765e+00,4.501492327118730685e+01
0.000000000000000000e+00,3.795153643315943270e+01,5.000000000000000000e-01,1.514465408805031554e+00,7.802382168971369082e-03,3.658607754312820148e+00,4.520867069226708423e+01
0.000000000000000000e+00,3.807762127180779999e+01,5.000000000000000000e-01,1.519496855345912056e+00,7.788719595234796719e-03,3.648522013901478900e+00,4.540275821360932440e+01
0.000000000000000000e+00,3.820370611045617437e+01,5.000000000000000000e-01,1.524528301886792780e+00,7.775100048642819006e-03,3.638494986890728367e+00,4.559718595442413402e+01
0.000000000000000000e+00,3.832979094910454165e+01,5.000000000000000000e-01,1.529559748427673060e+00,7.761523378682222071e-03,3.628526139554806296e+00,4.579195403265844533e+01
0.000000000000000000e+00,3.845587578775290893e+01,5.000000000000000000e-01,1.534591194968553340e+00,7.747989434722975764e-03,3.618614944819168233e+00,4.598706256501295542e+01
0.000000000000000000e+00,3.858196062640128332e+01,5.000000000000000000e-01,1.539622641509434287e+00,7.734498066039194319e-03,3.608760882154991023e+00,4.618251166695861798e+01
0.000000000000000000e+00,3.870804546504965060e+01,5.000000000000000000e-01,1.544654088050314567e+00,7.721049121829495938e-03,3.598963437475692917e+00,4.637830145275289340e+01
0.000000000000000000e+00,3.883413030369802499e+01,5.000000000000000000e-01,1.549685534591195291e+00,7.707642451236767361e-03,3.589222103035440536e+00,4.657443203545589938e+01
0.000000000000000000e+00,3.896021514234639227e+01,5.000000000000000000e-01,1.554716981132075571e+00,7.694277903367382002e-03,3.579536377329607166e+00,4.677090352694603581e+01
0.000000000000000000e+00,3.908629998099475955e+01,5.000000000000000000e-01,1.559748427672956073e+00,7.680955327309858631e-03,3.569905764997111319e+00,4.696771603793563088e+01
0.000000000000000000e+00,3.921238481964313394e+01,5.000000000000000000e-01,1.564779874213836797e+00,7.667674572152975362e-03,3.560329776724622697e+00,4.716486967798618224e+01
0.000000000000000000e+00,3.933846965829150122e+01,5.000000000000000000e-01,1.569811320754717077e+00,7.654435487003371022e-03,3.550807929152576481e+00,4.736236455552333524e+01
0.000000000000000000e+00,3.946455449693987561e+01,5.000000000000000000e-01,1.574842767295597579e+00,7.641237921002629573e-03,3.541339744782957322e+00,4.756020077785181854e+01
0.000000000000000000e+00,3.959063933558824289e+01,5.000000000000000000e-01,1.579874213836478081e+00,7.628081723343862336e-03,3.531924751888823710e+00,4.775837845116986813e+01
0.000000000000000000e+00,3.971672417423661017e+01,5.000000000000000000e-01,1.584905660377358583e+00,7.614966743287823574e-03,3.522562484425521667e+00,4.795689768058368685e+01
0.000000000000000000e+00,3.984280901288498455e+01,5.000000000000000000e-01,1.589937106918239307e+00,7.601892830178522131e-03,3.513252481943556216e+00,4.815575857012152738e+01
0.000000000000000000e+00,3.996889385153335184e+01,5.000000000000000000e-01,1.594968553459119365e+00,7.588859833458403738e-03,3.503994289503093995e+00,4.835496122274752651e+01
0.000000000000000000e+00,4.009497869018172622e+01,5.000000000000000000e-01,1.600000000000000089e+00,7.575867602683055389e-03,3.494787457590032620e+00,4.855450574037553224e+01
1.000000000000000000e+00,2.004748934509086311e+01,4.000000000000000222e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.432966007522542995e+00,2.170327707157903774e+01
1.000000000000000000e+00,2.017357418373923394e+01,4.025157232704402732e-01,1.000000000000000222e+00,9.449665407536783288e-03,6.392759969975526424e+00,2.183977566951349658e+01
1.000000000000000000e+00,2.029965902238760123e+01,4.050314465408805242e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.353053386311082740e+00,2.197627426744795187e+01
1.000000000000000000e+00,2.042574386103597206e+01,4.075471698113207752e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.313837007383236610e+00,2.211277286538241427e+01
1.000000000000000000e+00,2.055182869968434289e+01,4.100628930817610263e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.275101811018922504e+00,2.224927146331687311e+01
1.000000000000000000e+00,2.067791353833271373e+01,4.125786163522012773e-01,1.000000000000000222e+00,9.449665407536783288e-03,6.236838995098074712e+00,2.238577006125133551e+01
1.000000000000000000e+00,2.080399837698108456e+01,4.150943396226415283e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.199039970885359629e+00,2.252226865918579435e+01
1.000000000000000000e+00,2.093008321562945184e+01,4.176100628930817793e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.161696356602917923e+00,2.265876725712024964e+01
1.000000000000000000e+00,2.105616805427782268e+01,4.201257861635220303e-01,1.000000000000000222e+00,9.449665407536783288e-03,6.124799971234037521e+00,2.279526585505470848e+01
1.000000000000000000e+00,2.118225289292619351e+01,4.226415094339622813e-01,1.000000000000000000e+00,9.449665407536783288e-03,6.088342828548121588e+00,2.293176445298917088e+01
1.000000000000000000e+00,2.130833773157456434e+01,4.251572327044025323e-01,1.000000000000000222e+00,9.449665407536783288e-03,6.052317131337776601e+00,2.306826305092362972e+01
1.000000000000000000e+00,2.143442257022293518e+01,4.276729559748427834e-01,1.000000000000000222e+00,9.449665407536783288e-03,6.016715265859319040e+00,2.320476164885808856e+01
1.000000000000000000e+00,2.156050740887130246e+01,4.301886792452830344e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.981529796468329607e+00,2.334126024679254741e+01
1.000000000000000000e+00,2.168659224751967329e+01,4.327044025157232854e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.946753460442351091e+00,2.347775884472700625e+01
1.000000000000000000e+00,2.181267708616804413e+01,4.352201257861635364e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.912379162983145697e+00,2.361425744266146509e+01
1.000000000000000000e+00,2.193876192481641496e+01,4.377358490566037874e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.878399972391290085e+00,2.375075604059592749e+01
1.000000000000000000e+00,2.206484676346478579e+01,4.402515723270440384e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.844809115406195410e+00,2.388725463853038633e+01
1.000000000000000000e+00,2.219093160211315663e+01,4.427672955974842894e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.811599972705025152e+00,2.402375323646484517e+01
1.000000000000000000e+00,2.231701644076152391e+01,4.452830188679245405e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.778766074554149590e+00,2.416025183439930402e+01
1.000000000000000000e+00,2.244310127940989474e+01,4.477987421383647915e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.746301096607215442e+00,2.429675043233376286e+01
1.000000000000000000e+00,2.256918611805826558e+01,4.503144654088050425e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.714198855844046854e+00,2.443324903026822170e+01
1.000000000000000000e+00,2.269527095670663641e+01,4.528301886792452935e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.682453306644913660e+00,2.456974762820268410e+01
1.000000000000000000e+00,2.282135579535500725e+01,4.553459119496855445e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.651058536994940873e+00,2.470624622613714294e+01
1.000000000000000000e+00,2.294744063400337453e+01,4.578616352201257955e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.620008764813650970e+00,2.484274482407159823e+01
1.000000000000000000e+00,2.307352547265174536e+01,4.603773584905660465e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.589298334404833035e+00,2.497924342200606063e+01
1.000000000000000000e+00,2.319961031130011619e+01,4.628930817610062975e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.558921713022196620e+00,2.511574201994051947e+01
1.000000000000000000e+00,2.332569514994848703e+01,4.654088050314465486e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.528873487546402288e+00,2.525224061787497831e+01
1.000000000000000000e+00,2.345177998859685786e+01,4.679245283018867996e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.499148361269270424e+00,2.538873921580944071e+01
1.000000000000000000e+00,2.357786482724522514e+01,4.704402515723270506e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.469741150781199934e+00,2.552523781374389600e+01
1.000000000000000000e+00,2.370394966589359598e+01,4.729559748427673016e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.440646782957895944e+00,2.566173641167835484e+01
1.000000000000000000e+00,2.383003450454196681e+01,4.754716981132075526e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.411860292042774745e+00,2.579823500961281368e+01
1.000000000000000000e+00,2.395611934319033764e+01,4.779874213836478036e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.383376816821495936e+00,2.593473360754727608e+01
1.000000000000000000e+00,2.408220418183870848e+01,4.805031446540880546e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.355191597885259114e+00,2.607123220548173492e+01
1.000000000000000000e+00,2.420828902048707931e+01,4.830188679245283057e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.327299974979605501e+00,2.620773080341619377e+01
1.000000000000000000e+00,2.433437385913544659e+01,4.855345911949685567e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.299697384435670067e+00,2.634422940135065261e+01
1.000000000000000000e+00,2.446045869778381743e+01,4.880503144654088077e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.272379356680847451e+00,2.648072799928511145e+01
1.000000000000000000e+00,2.458654353643218826e+01,4.905660377358490587e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.245341513826073054e+00,2.661722659721957029e+01
1.000000000000000000e+00,2.471262837508055910e+01,4.930817610062893097e-01,1.000000000000000000e+00,9.449665407536783288e-03,5.218579567326961488e+00,2.675372519515403269e+01
1.000000000000000000e+00,2.483871321372892993e+01,4.955974842767295607e-01,1.000000000000000222e+00,9.449665407536783288e-03,5.192089315716163611e+00,2.689022379308849153e+01
