log_Sigma_M,log_Sigma_SFR,O_H,Delta_log_Sigma_SFR,Delta_O_H
7.755410071346902,-3.2730317083340155,8.47497531369464,-0.7505460833816184,-0.06580434770835986
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
