stage,variable,center,metric,delta,lo,hi,n_target,n_pre,finite_draw_fraction
close-to-peak,radius_re,1.875,HB4861,-0.3251398633601852,-0.5501596705517318,-0.1483482892819592,3,4,0.9862
close-to-peak,radius_re,1.875,OIII5006,-0.35800351479408477,-0.5461242593798548,-0.17770299141687218,3,4,0.9862
close-to-peak,radius_re,1.875,NII6583,-0.24294260933527312,-0.5629617871858912,-0.021012669421456045,3,4,0.9862
close-to-peak,radius_re,1.875,SII_SUM,-0.30601359066579903,-0.499213803552081,-0.14850743140100775,3,4,0.9862
close-to-peak,radius_re,1.875,F_ND,0.2659761989361842,0.09526422621973972,0.5016527955181237,5,6,0.9997
close-to-peak,radius_re,2.125,O,-0.36345869716261814,-0.6485547126722296,0.0018057092394652694,4,4,0.9182
close-to-peak,radius_re,2.125,I,-0.4312072193822005,-0.5489934621924046,0.10462497794345937,2,4,0.9182
close-to-peak,radius_re,2.125,T,-0.7946659165448184,-1.1073797991143026,0.04802774051152575,4,4,0.9182
close-to-peak,radius_re,2.125,F_SF,-0.36345869716261814,-0.6485547126722296,0.0018057092394652694,4,4,0.9182
close-to-peak,radius_re,2.125,F_NSF,-0.8617892822911979,-1.2397404243472612,-0.5762893859372468,4,4,0.9862
close-to-peak,radius_re,2.125,I_NSF,-0.3932085493231128,-0.5931788573642046,-0.2104762243460101,3,4,0.9862
close-to-peak,radius_re,2.125,J_NSF,-1.1197468479384796,-1.5783599329987674,-0.7449991554866742,4,4,0.9862
close-to-peak,radius_re,2.125,HA6562,-0.3189690982259705,-0.44346919375005456,-0.15549735695395128,2,4,0.9182
close-to-peak,radius_re,2.125,HB4861,-0.3190061792332344,-0.44352487027551035,-0.15551100210747393,2,4,0.9182
close-to-peak,radius_re,2.125,OIII5006,-0.17808618714440172,-0.35997746639901607,-0.016550308813869208,2,4,0.9182
close-to-peak,radius_re,2.125,NII6583,-0.2616484408885853,-0.43961104649373794,-0.02401546797332828,2,4,0.9182
close-to-peak,radius_re,2.125,SII_SUM,-0.23440566353589531,-0.33665223496090846,-0.09945140702685507,2,4,0.9182
close-to-peak,radius_re,2.125,F_ND,0.5284236016073159,0.2809631713433084,1.203445501915557,4,4,0.9745
close-to-peak,radius_re,2.375,O,-1.1836124751092543,-1.3428776502072548,-0.5247019031054634,3,4,0.6528
close-to-peak,radius_re,2.375,I,-1.001868203683735,-1.067059889131698,0.07477789065141316,1,3,0.6528
close-to-peak,radius_re,2.375,T,-2.18548067879299,-2.388463658604152,-0.45985807281826885,3,4,0.6528
close-to-peak,radius_re,2.375,F_SF,-1.1836124751092543,-1.3428776502072548,-0.5247019031054634,3,4,0.6528
close-to-peak,radius_re,2.375,F_NSF,-1.0313389385968328,-1.6427421337814858,-0.6950665977915913,3,4,0.9017
close-to-peak,radius_re,2.375,I_NSF,-0.4635587483308612,-0.727400707807945,-0.19040473605851815,2,3,0.9017
close-to-peak,radius_re,2.375,J_NSF,-1.2774374962785728,-2.2603438419817863,-0.8944731300664088,3,4,0.9017
close-to-peak,radius_re,2.375,HA6562,-0.4096420304010664,-0.577784347989514,-0.13162150481045387,1,2,0.6051
close-to-peak,radius_re,2.375,HB4861,-0.40984927706603,-0.5780148493473831,-0.13176378077265838,1,2,0.6051
close-to-peak,radius_re,2.375,OIII5006,-0.3740459840043968,-0.5025225497392682,-0.1907914157799695,1,2,0.6051
close-to-peak,radius_re,2.375,NII6583,-0.2018318862355315,-0.4134359292968881,0.22740486083814915,1,2,0.6051
close-to-peak,radius_re,2.375,SII_SUM,-0.4073952109413099,-0.5381916476133739,-0.219346063549267,1,2,0.6051
close-to-peak,radius_re,2.375,F_ND,0.48764993002005763,0.25453691253604166,1.107708330377173,3,4,0.9648
post-peak,log_sigma_star,7.125,O,,,,5,5,0.0
post-peak,log_sigma_star,7.125,I,,,,0,4,0.0
post-peak,log_sigma_star,7.125,T,,,,5,5,0.0
post-peak,log_sigma_star,7.125,F_SF,,,,5,5,0.0
post-peak,log_sigma_star,7.125,F_NSF,-0.5840449312692185,-1.4913879709739302,-0.17898985554129312,5,5,0.8852
post-peak,log_sigma_star,7.125,I_NSF,-0.7906432253880453,-0.9015482782199058,-0.6375838479336124,2,4,0.8852
post-peak,log_sigma_star,7.125,J_NSF,-1.4074044401383503,-2.2318901720646944,-1.0147380378239959,5,5,0.8852
post-peak,log_sigma_star,7.125,HA6562,,,,0,4,0.0
post-peak,log_sigma_star,7.125,HB4861,,,,0,4,0.0
post-peak,log_sigma_star,7.125,OIII5006,,,,0,4,0.0
post-peak,log_sigma_star,7.125,NII6583,,,,0,4,0.0
post-peak,log_sigma_star,7.125,SII_SUM,,,,0,4,0.0
post-peak,log_sigma_star,7.125,F_ND,0.7445969765744586,0.46815601959619835,1.8048557932957943,5,5,0.9742
post-peak,log_sigma_star,7.375,O,-1.3807192110936772,-2.191996047622582,-1.0551503873321841,11,8,0.8899
post-peak,log_sigma_star,7.375,I,-0.417588689941808,-0.4974090879085261,-0.20233667376327424,2,7,0.8899
post-peak,log_sigma_star,7.375,T,-1.7983079010354852,-2.363119928664424,-1.45368035289051,11,8,0.8899
post-peak,log_sigma_star,7.375,F_SF,-1.3807192110936772,-2.191996047622582,-1.0551503873321841,11,8,0.8899
post-peak,log_sigma_star,7.375,F_NSF,-0.5889343675711612,-0.947097412022324,-0.34143659633117934,11,8,1.0
post-peak,log_sigma_star,7.375,I_NSF,-0.6462945808378677,-0.8159939383497723,-0.5200605390687452,7,7,1.0
post-peak,log_sigma_star,7.375,J_NSF,-1.3947026211295963,-1.6611428626335702,-1.1414771377560677,11,8,1.0
post-peak,log_sigma_star,7.375,HA6562,-0.475665823227331,-0.871734803770714,-0.2726276059154842,2,7,0.8836
post-peak,log_sigma_star,7.375,HB4861,-0.46959862129055807,-0.841524735529822,-0.2725654144928029,2,7,0.8836
post-peak,log_sigma_star,7.375,OIII5006,0.12811014478940308,-0.6559257437847634,0.3811702633228876,2,7,0.8836
post-peak,log_sigma_star,7.375,NII6583,-0.05018582805409011,-0.5080648906509069,0.1700791561798951,2,7,0.8836
post-peak,log_sigma_star,7.375,SII_SUM,-0.45363440261602506,-0.7637687425938466,-0.2787916327753521,2,7,0.8836
post-peak,log_sigma_star,7.375,F_ND,0.4694317926426744,0.3212985732272448,0.6978441958600273,11,8,1.0
post-peak,log_sigma_star,7.625,O,-1.0110288344749594,-1.4029559446541218,-0.7940513735149993,13,8,0.9998
post-peak,log_sigma_star,7.625,I,-0.4286410542152934,-0.5228942862525248,-0.29058487970667,5,8,0.9998
post-peak,log_sigma_star,7.625,T,-1.4396698886902533,-1.786329907590226,-1.2002639976288798,13,8,0.9998
post-peak,log_sigma_star,7.625,F_SF,-1.0110288344749594,-1.4029559446541218,-0.7940513735149993,13,8,0.9998
post-peak,log_sigma_star,7.625,F_NSF,-0.7526045420624792,-0.89205911607616,-0.6032816685977672,13,8,1.0
post-peak,log_sigma_star,7.625,I_NSF,-0.6610047429250159,-0.7689846190736214,-0.5592760015756394,12,8,1.0
post-peak,log_sigma_star,7.625,J_NSF,-1.3998169085030554,-1.575773903933374,-1.21102834043765,13,8,1.0
post-peak,log_sigma_star,7.625,HA6562,-0.42778822462225463,-0.5345957449377531,-0.3342539302962541,8,8,1.0
post-peak,log_sigma_star,7.625,HB4861,-0.4268859256311117,-0.5332038621146122,-0.33377347257306783,8,8,1.0
post-peak,log_sigma_star,7.625,OIII5006,-0.19304089651288336,-0.4436378472270692,-0.019612671981329877,8,8,1.0
post-peak,log_sigma_star,7.625,NII6583,-0.18456015956853378,-0.2896632450166015,-0.07937918591415297,8,8,1.0
post-peak,log_sigma_star,7.625,SII_SUM,-0.42199945868470934,-0.5219438757016488,-0.3369597471520257,8,8,1.0
post-peak,log_sigma_star,7.625,F_ND,0.5974640560578174,0.4514082323560031,0.8226068861373221,13,8,1.0
post-peak,log_sigma_star,7.875,O,-0.9978947016487663,-1.2926298570028014,-0.8034739244781524,13,8,1.0
post-peak,log_sigma_star,7.875,I,-0.6037638449987588,-0.6946812520896016,-0.4597742435597093,8,8,1.0
post-peak,log_sigma_star,7.875,T,-1.6016585466475255,-1.87015441840792,-1.4043928616740435,13,8,1.0
post-peak,log_sigma_star,7.875,F_SF,-0.9978947016487663,-1.2926298570028014,-0.8034739244781524,13,8,1.0
post-peak,log_sigma_star,7.875,F_NSF,-0.40929648062191587,-0.5182909670448808,-0.29686475531544676,13,8,1.0
post-peak,log_sigma_star,7.875,I_NSF,-0.701742361059182,-0.7900512425909397,-0.6110605859182019,13,8,1.0
post-peak,log_sigma_star,7.875,J_NSF,-1.1414621784479309,-1.2881053630693073,-0.9582756139380905,13,8,1.0
post-peak,log_sigma_star,7.875,HA6562,-0.5160442574672075,-0.6094367988601428,-0.4315394003863719,12,8,1.0
post-peak,log_sigma_star,7.875,HB4861,-0.5128881251428155,-0.6051649878059373,-0.429391016727667,12,8,1.0
post-peak,log_sigma_star,7.875,OIII5006,-0.4189810166286705,-0.51296155700615,-0.31636535074922306,12,8,1.0
post-peak,log_sigma_star,7.875,NII6583,-0.2638464551885491,-0.34852645069806015,-0.18054860015027516,12,8,1.0
post-peak,log_sigma_star,7.875,SII_SUM,-0.47557287668450243,-0.558928628982774,-0.3994311468699448,12,8,1.0
post-peak,log_sigma_star,7.875,F_ND,0.8329416233406186,0.6585344396465309,1.1387096524530147,13,8,1.0
post-peak,log_sigma_star,8.125,O,-0.8027880381300246,-0.9723076054178712,-0.6757586768902131,13,8,1.0
post-peak,log_sigma_star,8.125,I,-0.336049622302959,-0.4679262122399202,-0.20458419887902543,12,8,1.0
post-peak,log_sigma_star,8.125,T,-1.1388376604329833,-1.3375283530270632,-0.9810278782050426,13,8,1.0
post-peak,log_sigma_star,8.125,F_SF,-0.8027880381300246,-0.9723076054178712,-0.6757586768902131,13,8,1.0
post-peak,log_sigma_star,8.125,F_NSF,-0.020455317317530974,-0.09536637319732492,0.05939568165184981,13,8,1.0
post-peak,log_sigma_star,8.125,I_NSF,-0.6759202407825526,-0.7805029410232438,-0.5598328454659302,13,8,1.0
post-peak,log_sigma_star,8.125,J_NSF,-0.7339821030272304,-0.8902688406312159,-0.5172179820109892,13,8,1.0
post-peak,log_sigma_star,8.125,HA6562,-0.5603534050809884,-0.6609085706946911,-0.456737695422122,13,8,1.0
post-peak,log_sigma_star,8.125,HB4861,-0.557936063624318,-0.6578456943110143,-0.4548279133490709,13,8,1.0
post-peak,log_sigma_star,8.125,OIII5006,-0.4666319512645458,-0.5759085833553681,-0.33683011025504245,13,8,1.0
post-peak,log_sigma_star,8.125,NII6583,-0.3230123179462936,-0.4042789012667703,-0.2406015836697847,13,8,1.0
post-peak,log_sigma_star,8.125,SII_SUM,-0.5317595383890676,-0.6171212472000918,-0.44088726013348944,13,8,1.0
post-peak,log_sigma_star,8.125,F_ND,0.9206741545443573,0.7487344141764936,1.2040441488618117,13,8,0.9965
post-peak,log_sigma_star,8.375,O,-0.39605624104044956,-0.5736408960801233,-0.2621817202917019,13,8,1.0
post-peak,log_sigma_star,8.375,I,-0.28749910722495864,-0.38557386849942293,-0.18973983445806178,13,8,1.0
post-peak,log_sigma_star,8.375,T,-0.6835553482654084,-0.8824830041601112,-0.5277678146066673,13,8,1.0
post-peak,log_sigma_star,8.375,F_SF,-0.39605624104044956,-0.5736408960801233,-0.2621817202917019,13,8,1.0
post-peak,log_sigma_star,8.375,F_NSF,0.1363393586554622,0.0484807714519721,0.23404792206404157,13,8,1.0
post-peak,log_sigma_star,8.375,I_NSF,-0.5385798978411245,-0.6925172079141194,-0.35938911228636017,13,8,1.0
post-peak,log_sigma_star,8.375,J_NSF,-0.4384812116752457,-0.6193299868843443,-0.1592774436652928,13,8,1.0
post-peak,log_sigma_star,8.375,HA6562,-0.4884307096666305,-0.6340507558727734,-0.3199082567003558,13,8,1.0
post-peak,log_sigma_star,8.375,HB4861,-0.4873290826436403,-0.6326623934130206,-0.31895339331500056,13,8,1.0
post-peak,log_sigma_star,8.375,OIII5006,-0.479503552304287,-0.6263347277926528,-0.27564792906653823,13,8,1.0
post-peak,log_sigma_star,8.375,NII6583,-0.27789727026404876,-0.377888143769224,-0.17372947416246093,13,8,1.0
post-peak,log_sigma_star,8.375,SII_SUM,-0.48984112958246584,-0.6117797225298517,-0.3471768318345565,13,8,1.0
post-peak,log_sigma_star,8.375,F_ND,0.690260769088866,0.49128651439399673,0.9699119732438899,13,8,0.9965
post-peak,log_sigma_star,8.625,O,-0.20433701689379835,-0.3854077318733773,-0.03039713077833189,13,7,1.0
post-peak,log_sigma_star,8.625,I,-0.4084085637513637,-0.528716348966241,-0.26297930197450553,12,7,1.0
post-peak,log_sigma_star,8.625,T,-0.612745580645162,-0.7995815032230958,-0.4108693608611635,13,7,1.0
post-peak,log_sigma_star,8.625,F_SF,-0.20433701689379835,-0.3854077318733773,-0.03039713077833189,13,7,1.0
post-peak,log_sigma_star,8.625,F_NSF,0.07991555388453914,-0.03866624072328154,0.22346230106169987,13,7,1.0
post-peak,log_sigma_star,8.625,I_NSF,-0.5083578942926437,-0.7206334887608264,-0.1497131906506502,13,6,1.0
post-peak,log_sigma_star,8.625,J_NSF,-0.3505528044714339,-0.5655196743368642,-0.020443322863835104,13,7,1.0
post-peak,log_sigma_star,8.625,HA6562,-0.5055942170620966,-0.7156816216972259,-0.15576502388290012,13,6,1.0
post-peak,log_sigma_star,8.625,HB4861,-0.5046953898616522,-0.7142986481226026,-0.15465290945985402,13,6,1.0
post-peak,log_sigma_star,8.625,OIII5006,-0.5812073679136418,-0.7944685566219815,-0.14824213414337578,13,6,1.0
post-peak,log_sigma_star,8.625,NII6583,-0.32432056819836674,-0.4496313138807042,-0.18371022919048158,13,6,1.0
post-peak,log_sigma_star,8.625,SII_SUM,-0.46231350884689704,-0.6572637634868823,-0.13973340688893815,13,6,1.0
post-peak,log_sigma_star,8.625,F_ND,0.5823499725080981,0.3014459507115286,0.8859455607189528,13,7,0.9965
post-peak,log_sigma_star,8.875,O,-0.17608580107783928,-0.3873951647613242,0.03619184343335741,13,6,1.0
post-peak,log_sigma_star,8.875,I,-0.3615491906479362,-0.5591193970732445,-0.1764467249242312,10,5,1.0
post-peak,log_sigma_star,8.875,T,-0.5376349917257754,-0.8201331275554308,-0.2679726953394292,13,6,1.0
post-peak,log_sigma_star,8.875,F_SF,-0.17608580107783928,-0.3873951647613242,0.03619184343335741,13,6,1.0
post-peak,log_sigma_star,8.875,F_NSF,0.05598377148586786,-0.07118683345016513,0.21008571000877926,13,6,1.0
post-peak,log_sigma_star,8.875,I_NSF,-0.6713971857220642,-0.9687078717990953,-0.25289389817056707,12,6,1.0
post-peak,log_sigma_star,8.875,J_NSF,-0.6388134714615887,-0.9014703335051775,-0.2160045868275484,13,6,1.0
post-peak,log_sigma_star,8.875,HA6562,-0.665178115022222,-0.9640728605054693,-0.2376765637910657,12,6,1.0
post-peak,log_sigma_star,8.875,HB4861,-0.6645423737739691,-0.962856967088398,-0.23721748582093205,12,6,1.0
post-peak,log_sigma_star,8.875,OIII5006,-0.8150025707549773,-1.0677326060324703,-0.1606058168777088,12,6,1.0
post-peak,log_sigma_star,8.875,NII6583,-0.41786674276190894,-0.5964068470263444,-0.21480600229828015,12,6,1.0
post-peak,log_sigma_star,8.875,SII_SUM,-0.5532576159933882,-0.7971975901475218,-0.13413714021451,12,6,1.0
post-peak,log_sigma_star,8.875,F_ND,1.2249661069639195,0.9063453611429388,1.5109606372364475,13,6,0.978
post-peak,log_sigma_star,9.125,O,-0.3261978004696982,-0.6299853184708556,-0.10518884536199813,12,6,1.0
post-peak,log_sigma_star,9.125,I,-0.4089373797165865,-0.6935872066800138,-0.18890650809739046,7,5,1.0
post-peak,log_sigma_star,9.125,T,-0.7351351801862848,-1.160945989953312,-0.4574104524212501,12,6,1.0
post-peak,log_sigma_star,9.125,F_SF,-0.3261978004696982,-0.6299853184708556,-0.10518884536199813,12,6,1.0
post-peak,log_sigma_star,9.125,F_NSF,0.13379808291518785,0.007627148334302824,0.28878271773475556,12,6,1.0
post-peak,log_sigma_star,9.125,I_NSF,-0.7219349326916458,-1.2644549984192,-0.376657266754736,10,6,1.0
post-peak,log_sigma_star,9.125,J_NSF,-0.8320068658343374,-1.081626888696912,-0.49450108917172686,12,6,1.0
post-peak,log_sigma_star,9.125,HA6562,-0.7180629378165193,-1.258033514884201,-0.3699683151139692,10,6,1.0
post-peak,log_sigma_star,9.125,HB4861,-0.7176661577140422,-1.256560693355979,-0.3696452529753745,10,6,1.0
post-peak,log_sigma_star,9.125,OIII5006,-0.9177341421963803,-1.1841178991943406,-0.21167328716050635,10,6,1.0
post-peak,log_sigma_star,9.125,NII6583,-0.49068672951304393,-0.7274072336201459,-0.2976199995298475,10,6,1.0
post-peak,log_sigma_star,9.125,SII_SUM,-0.5760035889239603,-0.8713540630718989,-0.2614931040731921,10,6,1.0
post-peak,log_sigma_star,9.125,F_ND,,,,12,6,0.0
post-peak,log_sigma_star,9.375,O,-2.5980513895244233,-3.3091921249676717,-2.2804986836944563,9,6,0.8848
post-peak,log_sigma_star,9.375,I,-0.4099230304991713,-0.5403049994434189,-0.15390534316991872,0,5,0.8848
post-peak,log_sigma_star,9.375,T,-3.0079744200235945,-3.527121139011011,-2.6430555901308925,9,6,0.8848
post-peak,log_sigma_star,9.375,F_SF,-2.5980513895244233,-3.3091921249676717,-2.2804986836944563,9,6,0.8848
post-peak,log_sigma_star,9.375,F_NSF,0.20475758525202897,0.13624482722650086,0.2832270270345824,9,6,1.0
post-peak,log_sigma_star,9.375,I_NSF,-1.452700887327751,-1.6614494444635701,-1.146378315939531,9,6,1.0
post-peak,log_sigma_star,9.375,J_NSF,-1.233615363016611,-1.4395285499154347,-0.9599389671813165,9,6,1.0
post-peak,log_sigma_star,9.375,HA6562,-1.450515839028192,-1.6593143440820335,-1.1439580534730032,9,6,1.0
post-peak,log_sigma_star,9.375,HB4861,-1.449565123274013,-1.6575831405723769,-1.1430431133147536,9,6,1.0
post-peak,log_sigma_star,9.375,OIII5006,-1.1502720363493992,-1.4373199776362855,-0.292956037865784,9,6,1.0
post-peak,log_sigma_star,9.375,NII6583,-0.794002330557781,-0.9627440946686002,-0.6278944877199285,9,6,1.0
post-peak,log_sigma_star,9.375,SII_SUM,-0.8727936507172132,-1.0690590437223102,-0.6091261268870392,9,6,1.0
post-peak,log_sigma_star,9.375,F_ND,,,,9,6,0.0
post-peak,radius_re,0.125,O,-0.3193314210385888,-0.5430174835118277,-0.14334017693387352,13,8,0.9999
post-peak,radius_re,0.125,I,-0.5872764174364733,-0.8593920509627868,-0.12063397141830404,7,8,0.9999
post-peak,radius_re,0.125,T,-0.9066078384750622,-1.2389709896478835,-0.42830706293588044,13,8,0.9999
post-peak,radius_re,0.125,F_SF,-0.3193314210385888,-0.5430174835118277,-0.14334017693387352,13,8,0.9999
post-peak,radius_re,0.125,F_NSF,0.1671485775604682,0.06029031159809709,0.2958642232049744,13,8,1.0
post-peak,radius_re,0.125,I_NSF,-0.5760542995846549,-0.9401468243790949,-0.04126144130074238,13,8,1.0
post-peak,radius_re,0.125,J_NSF,-0.20641756813829915,-0.6153867559277548,0.3576288038712326,13,8,1.0
post-peak,radius_re,0.125,HA6562,-0.5677601315082015,-0.9319563831079907,-0.037212837490478184,13,8,1.0
post-peak,radius_re,0.125,HB4861,-0.5675645059778418,-0.9315133276461909,-0.036632913788245715,13,8,1.0
post-peak,radius_re,0.125,OIII5006,-0.5142639420127324,-0.8966243583194122,0.42385515271735613,13,8,1.0
post-peak,radius_re,0.125,NII6583,0.03242284198175582,-0.3260226726699221,0.37473928693563635,13,8,1.0
post-peak,radius_re,0.125,SII_SUM,-0.08944009737810177,-0.4421522291264596,0.40209452887616715,13,8,1.0
post-peak,radius_re,0.125,F_ND,0.6796710799658345,0.3417587639618596,1.0263487607969934,13,8,0.978
post-peak,radius_re,0.375,O,-0.36585737899728576,-0.5934892441517297,-0.20642326912326414,13,8,1.0
post-peak,radius_re,0.375,I,-0.5072844930170066,-0.712259259931199,-0.23608526453012368,10,8,1.0
post-peak,radius_re,0.375,T,-0.8731418720142925,-1.1836397460907635,-0.5702501451191029,13,8,1.0
post-peak,radius_re,0.375,F_SF,-0.36585737899728576,-0.5934892441517297,-0.20642326912326414,13,8,1.0
post-peak,radius_re,0.375,F_NSF,0.21767908839587116,0.12039401760979779,0.32220899936211717,13,8,1.0
post-peak,radius_re,0.375,I_NSF,-0.7936170557525202,-1.0999342476138219,-0.04649919147870294,13,8,1.0
post-peak,radius_re,0.375,J_NSF,-0.5026616557445678,-0.9010611092918688,0.46827425343823675,13,8,1.0
post-peak,radius_re,0.375,HA6562,-0.7941042422732778,-1.0956058120496521,-0.0634842128758362,13,8,1.0
post-peak,radius_re,0.375,HB4861,-0.7930972627755395,-1.0938766395005348,-0.06281693740262798,13,8,1.0
post-peak,radius_re,0.375,OIII5006,-0.6843933155621826,-1.0405539754427997,0.21357392133676026,13,8,1.0
post-peak,radius_re,0.375,NII6583,-0.26819761461636205,-0.5688139872686813,0.15602153367812602,13,8,1.0
post-peak,radius_re,0.375,SII_SUM,-0.49627465395749226,-0.8134022681403255,0.16423777554142102,13,8,1.0
post-peak,radius_re,0.375,F_ND,0.3912343680005229,0.117929681150882,0.8181794191783736,13,8,0.9965
post-peak,radius_re,0.625,O,-0.3837853807819214,-0.593191716553347,-0.2433509963862262,13,8,1.0
post-peak,radius_re,0.625,I,-0.4375436984401566,-0.6339943349026372,-0.10455713359833524,10,8,1.0
post-peak,radius_re,0.625,T,-0.8213290792220782,-1.0945696278652988,-0.4953596528916964,13,8,1.0
post-peak,radius_re,0.625,F_SF,-0.3837853807819214,-0.593191716553347,-0.2433509963862262,13,8,1.0
post-peak,radius_re,0.625,F_NSF,0.0999242717141039,0.010625609197153218,0.18152532898203652,13,8,1.0
post-peak,radius_re,0.625,I_NSF,-0.6540766883003855,-0.9375305827689178,-0.03397330632955857,13,8,1.0
post-peak,radius_re,0.625,J_NSF,-0.45939419066864673,-0.8509043492757971,0.29212408626114716,13,8,1.0
post-peak,radius_re,0.625,HA6562,-0.636057125274128,-0.9057095596539025,-0.0593819252228366,13,8,1.0
post-peak,radius_re,0.625,HB4861,-0.6347489501261379,-0.903944755183513,-0.0579407840453729,13,8,1.0
post-peak,radius_re,0.625,OIII5006,-0.5506103813683296,-0.8656363216774525,0.16983261982246342,13,8,1.0
post-peak,radius_re,0.625,NII6583,-0.20792368564544716,-0.45465722781864426,0.09890251280225414,13,8,1.0
post-peak,radius_re,0.625,SII_SUM,-0.4518171225935106,-0.727068642427412,0.02691944968658447,13,8,1.0
post-peak,radius_re,0.625,F_ND,0.7935865423735163,0.5603642809675934,1.188303466715221,13,8,0.9998
post-peak,radius_re,0.875,O,-0.5803753025548054,-0.7389565412969961,-0.46199253589323386,13,8,1.0
post-peak,radius_re,0.875,I,-0.20331823817217343,-0.3890717301040735,0.0015937932606042773,9,8,1.0
post-peak,radius_re,0.875,T,-0.7836935407269787,-1.0164587598838184,-0.5643910550932653,13,8,1.0
post-peak,radius_re,0.875,F_SF,-0.5803753025548054,-0.7389565412969961,-0.46199253589323386,13,8,1.0
post-peak,radius_re,0.875,F_NSF,0.10332912756619772,0.014954328554460633,0.18180163596898682,13,8,1.0
post-peak,radius_re,0.875,I_NSF,-0.5070069199442386,-0.770293995417513,-0.17748844640579195,13,8,1.0
post-peak,radius_re,0.875,J_NSF,-0.2741574343063249,-0.6184915758901914,0.15264163203527373,13,8,1.0
post-peak,radius_re,0.875,HA6562,-0.49103040483772276,-0.7178502286262417,-0.205571802816543,13,8,1.0
post-peak,radius_re,0.875,HB4861,-0.48911199432544095,-0.7145863229780486,-0.20399285139097204,13,8,1.0
post-peak,radius_re,0.875,OIII5006,-0.38397410337907445,-0.6387874831094845,-0.025523087132209847,13,8,1.0
post-peak,radius_re,0.875,NII6583,-0.16680240512331324,-0.38035907966082505,0.034640040016894295,13,8,1.0
post-peak,radius_re,0.875,SII_SUM,-0.4051541801282923,-0.6286705017237869,-0.14736892899386989,13,8,1.0
post-peak,radius_re,0.875,F_ND,0.5733918835434841,0.4141817610478094,0.7839869028949132,13,8,0.9998
post-peak,radius_re,1.125,O,-0.8805279632458772,-1.115164593670054,-0.7163350028115009,13,8,1.0
post-peak,radius_re,1.125,I,-0.39892811337006395,-0.6330764858101342,-0.16629427612662265,8,8,1.0
post-peak,radius_re,1.125,T,-1.279456076615941,-1.5418128070729578,-1.0804276289371064,13,8,1.0
post-peak,radius_re,1.125,F_SF,-0.8805279632458772,-1.115164593670054,-0.7163350028115009,13,8,1.0
post-peak,radius_re,1.125,F_NSF,0.012639739510050818,-0.1414089280319071,0.1381095318597104,13,8,1.0
post-peak,radius_re,1.125,I_NSF,-0.4967177514394976,-0.7549955645496064,-0.2561798556342504,13,8,1.0
post-peak,radius_re,1.125,J_NSF,-0.2634973191589154,-0.6685822703171738,0.10424564189097481,13,8,1.0
post-peak,radius_re,1.125,HA6562,-0.42354394417748864,-0.6197271075005448,-0.22885428526956816,12,8,1.0
post-peak,radius_re,1.125,HB4861,-0.42156121651675704,-0.6164977941513976,-0.2272688398339673,12,8,1.0
post-peak,radius_re,1.125,OIII5006,-0.3094753794928593,-0.4766834874421019,-0.10792988425600669,12,8,1.0
post-peak,radius_re,1.125,NII6583,-0.16523614156844957,-0.3409017926079369,0.004193813812973687,12,8,1.0
post-peak,radius_re,1.125,SII_SUM,-0.3845048595121696,-0.5612810890181228,-0.2118781207525282,12,8,1.0
post-peak,radius_re,1.125,F_ND,0.551026362925214,0.36641125717733253,0.8268095143008732,13,8,1.0
post-peak,radius_re,1.375,O,-1.0957117397575789,-1.3102175876084954,-0.9370871641863918,13,8,1.0
post-peak,radius_re,1.375,I,-0.004322080034827813,-0.41172724491697865,0.23073709873106255,7,8,1.0
post-peak,radius_re,1.375,T,-1.1000338197924067,-1.5543490887010247,-0.8570125260334915,13,8,1.0
post-peak,radius_re,1.375,F_SF,-1.0957117397575789,-1.3102175876084954,-0.9370871641863918,13,8,1.0
post-peak,radius_re,1.375,F_NSF,-0.07409005180054995,-0.319462610189693,0.12196400538800714,13,8,1.0
post-peak,radius_re,1.375,I_NSF,-0.5452891597350913,-0.7839798445039017,-0.3526889507796082,12,8,1.0
post-peak,radius_re,1.375,J_NSF,-0.36917470030082455,-0.8234684812125947,0.013106770145085694,13,8,1.0
post-peak,radius_re,1.375,HA6562,-0.49620609746470024,-0.6818730734664313,-0.34676760394169603,8,8,1.0
post-peak,radius_re,1.375,HB4861,-0.49457032587857697,-0.6795694017346658,-0.34547006431825966,8,8,1.0
post-peak,radius_re,1.375,OIII5006,-0.25187730609754766,-0.4533821691640654,-0.08372013675153485,8,8,1.0
post-peak,radius_re,1.375,NII6583,-0.22492560537986606,-0.4148598434728234,-0.06506279342655348,8,8,1.0
post-peak,radius_re,1.375,SII_SUM,-0.4061998238756317,-0.6001265814107916,-0.25325944576008796,8,8,1.0
post-peak,radius_re,1.375,F_ND,0.5924585168930422,0.40514338725528437,0.9028751717888006,13,8,1.0
post-peak,radius_re,1.625,O,-1.2039913619480527,-1.4347960774062747,-1.016289935787584,12,7,0.9979
post-peak,radius_re,1.625,I,0.10539003273826753,-0.2130388131329173,0.34486906086033553,5,7,0.9979
post-peak,radius_re,1.625,T,-1.0986013292097851,-1.5195283823904493,-0.7837229294966813,12,7,0.9979
post-peak,radius_re,1.625,F_SF,-1.2039913619480527,-1.4347960774062747,-1.016289935787584,12,7,0.9979
post-peak,radius_re,1.625,F_NSF,-0.13991669289951358,-0.4224719624169611,0.10331476757339444,12,7,1.0
post-peak,radius_re,1.625,I_NSF,-0.46955640161287704,-0.6741415746502931,-0.2787204001720068,8,6,1.0
