stage,variable,bin_left,bin_right,center,category,line,N_gal_support,mean_line_surface,in_fixed_reliable_range
close-to-peak,radius_re,1.5,1.75,1.625,NSF,OIII5006,4,7.508880283529591e+37,True
close-to-peak,radius_re,1.5,1.75,1.625,NSF,NII6583,4,1.2477454069197599e+38,True
close-to-peak,radius_re,1.5,1.75,1.625,NSF,SII_SUM,4,1.279618259657632e+38,True
close-to-peak,radius_re,1.5,1.75,1.625,NSF,HB4861,4,8.012483586071239e+37,True
close-to-peak,radius_re,1.75,2.0,1.875,SF,HA6562,3,1.5192029810903232e+39,True
close-to-peak,radius_re,1.75,2.0,1.875,SF,OIII5006,3,1.4053134210044146e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,SF,NII6583,3,4.564132609755995e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,SF,SII_SUM,3,4.329195899012198e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,SF,HB4861,3,5.311898535280842e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,NSF,HA6562,3,2.0095475862806167e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,NSF,OIII5006,3,6.808173250650556e+37,True
close-to-peak,radius_re,1.75,2.0,1.875,NSF,NII6583,3,9.236999885670513e+37,True
close-to-peak,radius_re,1.75,2.0,1.875,NSF,SII_SUM,3,1.1492623264600359e+38,True
close-to-peak,radius_re,1.75,2.0,1.875,NSF,HB4861,3,7.182044011839325e+37,True
close-to-peak,radius_re,2.0,2.25,2.125,SF,HA6562,2,1.1369186540583441e+39,True
close-to-peak,radius_re,2.0,2.25,2.125,SF,OIII5006,2,1.531906131171104e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,SF,NII6583,2,3.558611927145318e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,SF,SII_SUM,2,3.529321258272044e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,SF,HB4861,2,3.9752400491550444e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,NSF,HA6562,2,2.5662708193081816e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,NSF,OIII5006,2,9.137831907853205e+37,True
close-to-peak,radius_re,2.0,2.25,2.125,NSF,NII6583,2,1.0508020512153888e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,NSF,SII_SUM,2,1.3944011800442657e+38,True
close-to-peak,radius_re,2.0,2.25,2.125,NSF,HB4861,2,8.972974892685936e+37,True
close-to-peak,radius_re,2.25,2.5,2.375,SF,HA6562,1,5.489929514071017e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,SF,OIII5006,1,5.888351048753526e+37,True
close-to-peak,radius_re,2.25,2.5,2.375,SF,NII6583,1,2.104166435952287e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,SF,SII_SUM,1,1.595982368646975e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,SF,HB4861,1,1.919555774150703e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,NSF,HA6562,1,2.04716409948023e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,NSF,OIII5006,1,6.071694139145327e+37,True
close-to-peak,radius_re,2.25,2.5,2.375,NSF,NII6583,1,1.1459344890314861e+38,True
close-to-peak,radius_re,2.25,2.5,2.375,NSF,SII_SUM,1,9.339691350890827e+37,True
close-to-peak,radius_re,2.25,2.5,2.375,NSF,HB4861,1,7.157916431749048e+37,True
close-to-peak,radius_re,2.5,2.75,2.625,SF,HA6562,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,SF,OIII5006,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,SF,NII6583,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,SF,HB4861,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,NSF,HA6562,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,NSF,NII6583,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,2.5,2.75,2.625,NSF,HB4861,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,SF,HA6562,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,SF,OIII5006,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,SF,NII6583,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,SF,HB4861,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,NSF,HA6562,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,NSF,NII6583,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,2.75,3.0,2.875,NSF,HB4861,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,SF,HA6562,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,SF,OIII5006,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,SF,NII6583,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,SF,SII_SUM,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,SF,HB4861,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,NSF,HA6562,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,NSF,OIII5006,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,NSF,NII6583,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,NSF,SII_SUM,0,,False
close-to-peak,radius_re,3.0,3.25,3.125,NSF,HB4861,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,SF,HA6562,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,SF,OIII5006,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,SF,NII6583,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,SF,SII_SUM,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,SF,HB4861,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,NSF,HA6562,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,NSF,OIII5006,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,NSF,NII6583,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,NSF,SII_SUM,0,,False
close-to-peak,radius_re,3.25,3.5,3.375,NSF,HB4861,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,SF,HA6562,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,SF,OIII5006,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,SF,NII6583,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,SF,HB4861,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,NSF,HA6562,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,NSF,NII6583,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,3.5,3.75,3.625,NSF,HB4861,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,SF,HA6562,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,SF,OIII5006,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,SF,NII6583,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,SF,HB4861,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,NSF,HA6562,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,NSF,NII6583,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,3.75,4.0,3.875,NSF,HB4861,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,SF,HA6562,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,SF,OIII5006,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,SF,NII6583,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,SF,SII_SUM,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,SF,HB4861,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,NSF,HA6562,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,NSF,OIII5006,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,NSF,NII6583,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,NSF,SII_SUM,0,,False
close-to-peak,radius_re,4.0,4.25,4.125,NSF,HB4861,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,SF,HA6562,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,SF,OIII5006,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,SF,NII6583,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,SF,SII_SUM,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,SF,HB4861,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,NSF,HA6562,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,NSF,OIII5006,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,NSF,NII6583,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,NSF,SII_SUM,0,,False
close-to-peak,radius_re,4.25,4.5,4.375,NSF,HB4861,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,SF,HA6562,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,SF,OIII5006,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,SF,NII6583,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,SF,HB4861,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,NSF,HA6562,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,NSF,NII6583,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,4.5,4.75,4.625,NSF,HB4861,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,SF,HA6562,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,SF,OIII5006,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,SF,NII6583,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,SF,HB4861,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,NSF,HA6562,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,NSF,NII6583,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,4.75,5.0,4.875,NSF,HB4861,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,SF,HA6562,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,SF,OIII5006,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,SF,NII6583,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,SF,SII_SUM,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,SF,HB4861,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,NSF,HA6562,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,NSF,OIII5006,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,NSF,NII6583,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,NSF,SII_SUM,0,,False
close-to-peak,radius_re,5.0,5.25,5.125,NSF,HB4861,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,SF,HA6562,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,SF,OIII5006,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,SF,NII6583,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,SF,SII_SUM,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,SF,HB4861,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,NSF,HA6562,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,NSF,OIII5006,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,NSF,NII6583,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,NSF,SII_SUM,0,,False
close-to-peak,radius_re,5.25,5.5,5.375,NSF,HB4861,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,SF,HA6562,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,SF,OIII5006,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,SF,NII6583,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,SF,HB4861,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,NSF,HA6562,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,NSF,NII6583,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,5.5,5.75,5.625,NSF,HB4861,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,SF,HA6562,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,SF,OIII5006,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,SF,NII6583,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,SF,HB4861,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,NSF,HA6562,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,NSF,NII6583,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,5.75,6.0,5.875,NSF,HB4861,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,SF,HA6562,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,SF,OIII5006,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,SF,NII6583,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,SF,SII_SUM,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,SF,HB4861,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,NSF,HA6562,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,NSF,OIII5006,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,NSF,NII6583,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,NSF,SII_SUM,0,,False
close-to-peak,radius_re,6.0,6.25,6.125,NSF,HB4861,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,SF,HA6562,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,SF,OIII5006,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,SF,NII6583,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,SF,SII_SUM,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,SF,HB4861,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,NSF,HA6562,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,NSF,OIII5006,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,NSF,NII6583,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,NSF,SII_SUM,0,,False
close-to-peak,radius_re,6.25,6.5,6.375,NSF,HB4861,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,SF,HA6562,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,SF,OIII5006,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,SF,NII6583,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,SF,HB4861,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,NSF,HA6562,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,NSF,NII6583,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,6.5,6.75,6.625,NSF,HB4861,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,SF,HA6562,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,SF,OIII5006,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,SF,NII6583,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,SF,HB4861,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,NSF,HA6562,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,NSF,NII6583,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,6.75,7.0,6.875,NSF,HB4861,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,SF,HA6562,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,SF,OIII5006,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,SF,NII6583,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,SF,SII_SUM,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,SF,HB4861,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,NSF,HA6562,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,NSF,OIII5006,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,NSF,NII6583,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,NSF,SII_SUM,0,,False
close-to-peak,radius_re,7.0,7.25,7.125,NSF,HB4861,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,SF,HA6562,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,SF,OIII5006,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,SF,NII6583,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,SF,SII_SUM,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,SF,HB4861,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,NSF,HA6562,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,NSF,OIII5006,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,NSF,NII6583,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,NSF,SII_SUM,0,,False
close-to-peak,radius_re,7.25,7.5,7.375,NSF,HB4861,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,SF,HA6562,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,SF,OIII5006,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,SF,NII6583,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,SF,SII_SUM,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,SF,HB4861,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,NSF,HA6562,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,NSF,OIII5006,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,NSF,NII6583,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,NSF,SII_SUM,0,,False
close-to-peak,radius_re,7.5,7.75,7.625,NSF,HB4861,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,SF,HA6562,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,SF,OIII5006,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,SF,NII6583,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,SF,SII_SUM,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,SF,HB4861,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,NSF,HA6562,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,NSF,OIII5006,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,NSF,NII6583,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,NSF,SII_SUM,0,,False
close-to-peak,radius_re,7.75,8.0,7.875,NSF,HB4861,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,SF,HA6562,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,SF,OIII5006,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,SF,NII6583,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,SF,SII_SUM,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,SF,HB4861,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,NSF,HA6562,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,NSF,OIII5006,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,NSF,NII6583,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,5.75,6.0,5.875,NSF,HB4861,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,SF,HA6562,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,SF,OIII5006,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,SF,NII6583,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,SF,SII_SUM,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,SF,HB4861,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,NSF,HA6562,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,NSF,OIII5006,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,NSF,NII6583,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,6.0,6.25,6.125,NSF,HB4861,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,SF,HA6562,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,SF,OIII5006,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,SF,NII6583,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,SF,SII_SUM,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,SF,HB4861,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,NSF,HA6562,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,NSF,OIII5006,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,NSF,NII6583,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,6.25,6.5,6.375,NSF,HB4861,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,SF,HA6562,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,SF,OIII5006,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,SF,NII6583,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,SF,SII_SUM,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,SF,HB4861,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,NSF,HA6562,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,NSF,OIII5006,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,NSF,NII6583,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,6.5,6.75,6.625,NSF,HB4861,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,SF,HA6562,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,SF,OIII5006,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,SF,NII6583,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,SF,SII_SUM,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,SF,HB4861,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,NSF,HA6562,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,NSF,OIII5006,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,NSF,NII6583,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,6.75,7.0,6.875,NSF,HB4861,0,,False
post-peak,log_sigma_star,7.0,7.25,7.125,SF,HA6562,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,SF,OIII5006,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,SF,NII6583,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,SF,SII_SUM,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,SF,HB4861,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,NSF,HA6562,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,NSF,OIII5006,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,NSF,NII6583,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,NSF,SII_SUM,0,,True
post-peak,log_sigma_star,7.0,7.25,7.125,NSF,HB4861,0,,True
post-peak,log_sigma_star,7.25,7.5,7.375,SF,HA6562,1,2.282452233435462e+39,True
post-peak,log_sigma_star,7.25,7.5,7.375,SF,OIII5006,1,1.0536758991218957e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,SF,NII6583,1,7.781707146431458e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,SF,SII_SUM,1,4.457090864060954e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,SF,HB4861,1,7.980602214809297e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,NSF,HA6562,2,1.148376492748358e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,NSF,OIII5006,2,1.351231371505011e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,NSF,NII6583,2,1.096130902547712e+38,True
post-peak,log_sigma_star,7.25,7.5,7.375,NSF,SII_SUM,2,6.342572007543149e+37,True
post-peak,log_sigma_star,7.25,7.5,7.375,NSF,HB4861,2,4.0721645523862896e+37,True
post-peak,log_sigma_star,7.5,7.75,7.625,SF,HA6562,5,1.0098811240322182e+39,True
post-peak,log_sigma_star,7.5,7.75,7.625,SF,OIII5006,5,7.996233095945414e+37,True
post-peak,log_sigma_star,7.5,7.75,7.625,SF,NII6583,5,3.53137947381661e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,SF,SII_SUM,5,2.4500538689523217e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,SF,HB4861,5,3.5310528812315274e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,NSF,HA6562,8,1.8508225899233262e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,NSF,OIII5006,8,1.0046919363997288e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,NSF,NII6583,8,1.2729373035227948e+38,True
post-peak,log_sigma_star,7.5,7.75,7.625,NSF,SII_SUM,8,9.265513555662193e+37,True
post-peak,log_sigma_star,7.5,7.75,7.625,NSF,HB4861,8,6.486927626068906e+37,True
post-peak,log_sigma_star,7.75,8.0,7.875,SF,HA6562,8,2.581383882273239e+39,True
post-peak,log_sigma_star,7.75,8.0,7.875,SF,OIII5006,8,1.3009210214533404e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,SF,NII6583,8,6.313097682510057e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,SF,SII_SUM,8,4.4627214688915246e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,SF,HB4861,8,9.025817770186139e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,NSF,HA6562,12,1.941740755902319e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,NSF,OIII5006,12,7.177623192120436e+37,True
post-peak,log_sigma_star,7.75,8.0,7.875,NSF,NII6583,12,1.3896302529893782e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,NSF,SII_SUM,12,1.0501243923516025e+38,True
post-peak,log_sigma_star,7.75,8.0,7.875,NSF,HB4861,12,6.83984325565005e+37,True
post-peak,log_sigma_star,8.0,8.25,8.125,SF,HA6562,12,3.1876621033508437e+39,True
