stage,variable,bin_left,bin_right,center,category,line,N_gal_support,mean_line_surface,in_fixed_reliable_range
post-peak,log_sigma_star,8.0,8.25,8.125,SF,OIII5006,12,2.0880355207940274e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,SF,NII6583,12,9.60025096088107e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,SF,SII_SUM,12,6.485941032456778e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,SF,HB4861,12,1.1145671690037901e+39,True
post-peak,log_sigma_star,8.0,8.25,8.125,NSF,HA6562,13,2.6728175310775396e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,NSF,OIII5006,13,9.415450510255197e+37,True
post-peak,log_sigma_star,8.0,8.25,8.125,NSF,NII6583,13,1.8359357783645455e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,NSF,SII_SUM,13,1.358540167261799e+38,True
post-peak,log_sigma_star,8.0,8.25,8.125,NSF,HB4861,13,9.399280745186148e+37,True
post-peak,log_sigma_star,8.25,8.5,8.375,SF,HA6562,13,4.4273015856796885e+39,True
post-peak,log_sigma_star,8.25,8.5,8.375,SF,OIII5006,13,3.279784570933298e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,SF,NII6583,13,1.433147973905603e+39,True
post-peak,log_sigma_star,8.25,8.5,8.375,SF,SII_SUM,13,9.912487833887052e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,SF,HB4861,13,1.5480075474404482e+39,True
post-peak,log_sigma_star,8.25,8.5,8.375,NSF,HA6562,13,5.434423514281092e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,NSF,OIII5006,13,1.683870340150381e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,NSF,NII6583,13,3.3397158763945573e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,NSF,SII_SUM,13,2.4235017581370823e+38,True
post-peak,log_sigma_star,8.25,8.5,8.375,NSF,HB4861,13,1.905398885163514e+38,True
post-peak,log_sigma_star,8.5,8.75,8.625,SF,HA6562,12,7.579699961597906e+39,True
post-peak,log_sigma_star,8.5,8.75,8.625,SF,OIII5006,12,5.565277694561605e+38,True
post-peak,log_sigma_star,8.5,8.75,8.625,SF,NII6583,12,2.4170603488476042e+39,True
post-peak,log_sigma_star,8.5,8.75,8.625,SF,SII_SUM,12,1.7290122863098133e+39,True
post-peak,log_sigma_star,8.5,8.75,8.625,SF,HB4861,12,2.650244741817446e+39,True
post-peak,log_sigma_star,8.5,8.75,8.625,NSF,HA6562,13,1.1106109243579975e+39,True
post-peak,log_sigma_star,8.5,8.75,8.625,NSF,OIII5006,13,2.9297876842720914e+38,True
post-peak,log_sigma_star,8.5,8.75,8.625,NSF,NII6583,13,6.289468638576041e+38,True
post-peak,log_sigma_star,8.5,8.75,8.625,NSF,SII_SUM,13,4.629425437197912e+38,True
post-peak,log_sigma_star,8.5,8.75,8.625,NSF,HB4861,13,3.892033507681253e+38,True
post-peak,log_sigma_star,8.75,9.0,8.875,SF,HA6562,10,1.2326511750090388e+40,True
post-peak,log_sigma_star,8.75,9.0,8.875,SF,OIII5006,10,9.032358774412195e+38,True
post-peak,log_sigma_star,8.75,9.0,8.875,SF,NII6583,10,3.963829561682601e+39,True
post-peak,log_sigma_star,8.75,9.0,8.875,SF,SII_SUM,10,2.8377690659488616e+39,True
post-peak,log_sigma_star,8.75,9.0,8.875,SF,HB4861,10,4.309969143388242e+39,True
post-peak,log_sigma_star,8.75,9.0,8.875,NSF,HA6562,12,2.6798044133150678e+39,True
post-peak,log_sigma_star,8.75,9.0,8.875,NSF,OIII5006,12,5.776209422523726e+38,True
post-peak,log_sigma_star,8.75,9.0,8.875,NSF,NII6583,12,1.3906246183021597e+39,True
post-peak,log_sigma_star,8.75,9.0,8.875,NSF,SII_SUM,12,9.955478351612234e+38,True
post-peak,log_sigma_star,8.75,9.0,8.875,NSF,HB4861,12,9.383988943491114e+38,True
post-peak,log_sigma_star,9.0,9.25,9.125,SF,HA6562,7,1.9022289486955888e+40,True
post-peak,log_sigma_star,9.0,9.25,9.125,SF,OIII5006,7,1.594027769674579e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,SF,NII6583,7,6.524040541620144e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,SF,SII_SUM,7,4.543346959856947e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,SF,HB4861,7,6.651150170264289e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,NSF,HA6562,10,6.42900510461461e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,NSF,OIII5006,10,1.1467412284989662e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,NSF,NII6583,10,2.9585797826733353e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,NSF,SII_SUM,10,2.0332864605696595e+39,True
post-peak,log_sigma_star,9.0,9.25,9.125,NSF,HB4861,10,2.2499587665403397e+39,True
post-peak,log_sigma_star,9.25,9.5,9.375,SF,HA6562,0,,True
post-peak,log_sigma_star,9.25,9.5,9.375,SF,OIII5006,0,,True
post-peak,log_sigma_star,9.25,9.5,9.375,SF,NII6583,0,,True
post-peak,log_sigma_star,9.25,9.5,9.375,SF,SII_SUM,0,,True
post-peak,log_sigma_star,9.25,9.5,9.375,SF,HB4861,0,,True
post-peak,log_sigma_star,9.25,9.5,9.375,NSF,HA6562,9,3.569336987209008e+39,True
post-peak,log_sigma_star,9.25,9.5,9.375,NSF,OIII5006,9,2.2303347322234136e+39,True
post-peak,log_sigma_star,9.25,9.5,9.375,NSF,NII6583,9,4.2165732895498163e+39,True
post-peak,log_sigma_star,9.25,9.5,9.375,NSF,SII_SUM,9,2.5698250859768303e+39,True
post-peak,log_sigma_star,9.25,9.5,9.375,NSF,HB4861,9,1.250754963461794e+39,True
post-peak,log_sigma_star,9.5,9.75,9.625,SF,HA6562,0,,False
post-peak,log_sigma_star,9.5,9.75,9.625,SF,OIII5006,0,,False
post-peak,log_sigma_star,9.5,9.75,9.625,SF,NII6583,0,,False
post-peak,log_sigma_star,9.5,9.75,9.625,SF,SII_SUM,0,,False
post-peak,log_sigma_star,9.5,9.75,9.625,SF,HB4861,0,,False
post-peak,log_sigma_star,9.5,9.75,9.625,NSF,HA6562,8,9.481626244623506e+39,False
post-peak,log_sigma_star,9.5,9.75,9.625,NSF,OIII5006,8,7.26294586550913e+39,False
post-peak,log_sigma_star,9.5,9.75,9.625,NSF,NII6583,8,1.2024266966231423e+40,False
post-peak,log_sigma_star,9.5,9.75,9.625,NSF,SII_SUM,8,7.38556150172195e+39,False
post-peak,log_sigma_star,9.5,9.75,9.625,NSF,HB4861,8,3.31891292129967e+39,False
post-peak,log_sigma_star,9.75,10.0,9.875,SF,HA6562,0,,False
post-peak,log_sigma_star,9.75,10.0,9.875,SF,OIII5006,0,,False
post-peak,log_sigma_star,9.75,10.0,9.875,SF,NII6583,0,,False
post-peak,log_sigma_star,9.75,10.0,9.875,SF,SII_SUM,0,,False
post-peak,log_sigma_star,9.75,10.0,9.875,SF,HB4861,0,,False
post-peak,log_sigma_star,9.75,10.0,9.875,NSF,HA6562,7,4.433248703190849e+40,False
post-peak,log_sigma_star,9.75,10.0,9.875,NSF,OIII5006,7,3.9510968709161405e+40,False
post-peak,log_sigma_star,9.75,10.0,9.875,NSF,NII6583,7,5.273817016288335e+40,False
post-peak,log_sigma_star,9.75,10.0,9.875,NSF,SII_SUM,7,3.088734776963878e+40,False
post-peak,log_sigma_star,9.75,10.0,9.875,NSF,HB4861,7,1.550507230919467e+40,False
post-peak,log_sigma_star,10.0,10.25,10.125,SF,HA6562,0,,False
post-peak,log_sigma_star,10.0,10.25,10.125,SF,OIII5006,0,,False
post-peak,log_sigma_star,10.0,10.25,10.125,SF,NII6583,0,,False
post-peak,log_sigma_star,10.0,10.25,10.125,SF,SII_SUM,0,,False
post-peak,log_sigma_star,10.0,10.25,10.125,SF,HB4861,0,,False
post-peak,log_sigma_star,10.0,10.25,10.125,NSF,HA6562,6,7.260397359428064e+40,False
post-peak,log_sigma_star,10.0,10.25,10.125,NSF,OIII5006,6,2.831049513461051e+40,False
post-peak,log_sigma_star,10.0,10.25,10.125,NSF,NII6583,6,6.838171207910911e+40,False
post-peak,log_sigma_star,10.0,10.25,10.125,NSF,SII_SUM,6,3.676122264650456e+40,False
post-peak,log_sigma_star,10.0,10.25,10.125,NSF,HB4861,6,2.5388412540119624e+40,False
post-peak,log_sigma_star,10.25,10.5,10.375,SF,HA6562,0,,False
post-peak,log_sigma_star,10.25,10.5,10.375,SF,OIII5006,0,,False
post-peak,log_sigma_star,10.25,10.5,10.375,SF,NII6583,0,,False
post-peak,log_sigma_star,10.25,10.5,10.375,SF,SII_SUM,0,,False
post-peak,log_sigma_star,10.25,10.5,10.375,SF,HB4861,0,,False
post-peak,log_sigma_star,10.25,10.5,10.375,NSF,HA6562,4,2.7572215628957577e+40,False
post-peak,log_sigma_star,10.25,10.5,10.375,NSF,OIII5006,4,1.9104313189412508e+40,False
post-peak,log_sigma_star,10.25,10.5,10.375,NSF,NII6583,4,3.548004571963703e+40,False
post-peak,log_sigma_star,10.25,10.5,10.375,NSF,SII_SUM,4,2.847586073546112e+40,False
post-peak,log_sigma_star,10.25,10.5,10.375,NSF,HB4861,4,9.640634835299842e+39,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,HA6562,0,,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,OIII5006,0,,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,NII6583,0,,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,SII_SUM,0,,False
post-peak,log_sigma_star,10.5,10.75,10.625,SF,HB4861,0,,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,HA6562,1,1.8676340481667036e+41,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,OIII5006,1,7.524986354487094e+40,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,NII6583,1,2.0056900235139227e+41,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,SII_SUM,1,1.600458681161298e+41,False
post-peak,log_sigma_star,10.5,10.75,10.625,NSF,HB4861,1,6.530188979603851e+40,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,HA6562,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,OIII5006,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,NII6583,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,SII_SUM,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,SF,HB4861,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,HA6562,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,OIII5006,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,NII6583,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,10.75,11.0,10.875,NSF,HB4861,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,HA6562,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,OIII5006,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,NII6583,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,SII_SUM,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,SF,HB4861,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,HA6562,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,OIII5006,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,NII6583,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,SII_SUM,0,,False
post-peak,log_sigma_star,11.0,11.25,11.125,NSF,HB4861,0,,False
post-peak,radius_re,0.0,0.25,0.125,SF,HA6562,7,1.0832481834099796e+40,True
post-peak,radius_re,0.0,0.25,0.125,SF,OIII5006,7,7.6130402666296e+38,True
post-peak,radius_re,0.0,0.25,0.125,SF,NII6583,7,3.393606804728012e+39,True
post-peak,radius_re,0.0,0.25,0.125,SF,SII_SUM,7,2.5750103661256286e+39,True
post-peak,radius_re,0.0,0.25,0.125,SF,HB4861,7,3.787581060874049e+39,True
post-peak,radius_re,0.0,0.25,0.125,NSF,HA6562,13,1.211207043007815e+40,True
post-peak,radius_re,0.0,0.25,0.125,NSF,OIII5006,13,5.116307979204728e+39,True
post-peak,radius_re,0.0,0.25,0.125,NSF,NII6583,13,1.1453209118643417e+40,True
post-peak,radius_re,0.0,0.25,0.125,NSF,SII_SUM,13,7.109656999026888e+39,True
post-peak,radius_re,0.0,0.25,0.125,NSF,HB4861,13,4.236939877590407e+39,True
post-peak,radius_re,0.25,0.5,0.375,SF,HA6562,10,8.485817132490551e+39,True
post-peak,radius_re,0.25,0.5,0.375,SF,OIII5006,10,1.0118862346792759e+39,True
post-peak,radius_re,0.25,0.5,0.375,SF,NII6583,10,3.1063059541206435e+39,True
post-peak,radius_re,0.25,0.5,0.375,SF,SII_SUM,10,1.9060201943355855e+39,True
post-peak,radius_re,0.25,0.5,0.375,SF,HB4861,10,2.967068927444245e+39,True
post-peak,radius_re,0.25,0.5,0.375,NSF,HA6562,13,1.6379086738118448e+39,True
post-peak,radius_re,0.25,0.5,0.375,NSF,OIII5006,13,6.844785163523959e+38,True
post-peak,radius_re,0.25,0.5,0.375,NSF,NII6583,13,1.3342852621039188e+39,True
post-peak,radius_re,0.25,0.5,0.375,NSF,SII_SUM,13,9.318166905431638e+38,True
post-peak,radius_re,0.25,0.5,0.375,NSF,HB4861,13,5.740478291706078e+38,True
post-peak,radius_re,0.5,0.75,0.625,SF,HA6562,10,6.058106890494294e+39,True
post-peak,radius_re,0.5,0.75,0.625,SF,OIII5006,10,5.141002662948001e+38,True
post-peak,radius_re,0.5,0.75,0.625,SF,NII6583,10,2.109442558401437e+39,True
post-peak,radius_re,0.5,0.75,0.625,SF,SII_SUM,10,1.4690385223331223e+39,True
post-peak,radius_re,0.5,0.75,0.625,SF,HB4861,10,2.1182191924805198e+39,True
post-peak,radius_re,0.5,0.75,0.625,NSF,HA6562,13,8.62977465056569e+38,True
post-peak,radius_re,0.5,0.75,0.625,NSF,OIII5006,13,3.361476599177338e+38,True
post-peak,radius_re,0.5,0.75,0.625,NSF,NII6583,13,6.523419591090925e+38,True
post-peak,radius_re,0.5,0.75,0.625,NSF,SII_SUM,13,4.6986820241906e+38,True
post-peak,radius_re,0.5,0.75,0.625,NSF,HB4861,13,3.0266472707803897e+38,True
post-peak,radius_re,0.75,1.0,0.875,SF,HA6562,9,4.761445265742821e+39,True
post-peak,radius_re,0.75,1.0,0.875,SF,OIII5006,9,3.901015752934799e+38,True
post-peak,radius_re,0.75,1.0,0.875,SF,NII6583,9,1.6818036984075716e+39,True
post-peak,radius_re,0.75,1.0,0.875,SF,SII_SUM,9,1.0914052191517508e+39,True
post-peak,radius_re,0.75,1.0,0.875,SF,HB4861,9,1.6648410020079773e+39,True
post-peak,radius_re,0.75,1.0,0.875,NSF,HA6562,13,4.6492489228675775e+38,True
post-peak,radius_re,0.75,1.0,0.875,NSF,OIII5006,13,1.7919216226620736e+38,True
post-peak,radius_re,0.75,1.0,0.875,NSF,NII6583,13,3.4864767178123624e+38,True
post-peak,radius_re,0.75,1.0,0.875,NSF,SII_SUM,13,2.505380685026317e+38,True
post-peak,radius_re,0.75,1.0,0.875,NSF,HB4861,13,1.6329425924031583e+38,True
post-peak,radius_re,1.0,1.25,1.125,SF,HA6562,8,2.4945420917566893e+39,True
post-peak,radius_re,1.0,1.25,1.125,SF,OIII5006,8,2.634239564387164e+38,True
post-peak,radius_re,1.0,1.25,1.125,SF,NII6583,8,9.78111073146244e+38,True
post-peak,radius_re,1.0,1.25,1.125,SF,SII_SUM,8,6.847575716727617e+38,True
post-peak,radius_re,1.0,1.25,1.125,SF,HB4861,8,8.722175146002398e+38,True
post-peak,radius_re,1.0,1.25,1.125,NSF,HA6562,12,3.635365958736159e+38,True
post-peak,radius_re,1.0,1.25,1.125,NSF,OIII5006,12,1.373015082914224e+38,True
post-peak,radius_re,1.0,1.25,1.125,NSF,NII6583,12,2.5205846079895137e+38,True
post-peak,radius_re,1.0,1.25,1.125,NSF,SII_SUM,12,1.825909050151115e+38,True
post-peak,radius_re,1.0,1.25,1.125,NSF,HB4861,12,1.2769974376356041e+38,True
post-peak,radius_re,1.25,1.5,1.375,SF,HA6562,7,3.053625299368869e+39,True
post-peak,radius_re,1.25,1.5,1.375,SF,OIII5006,7,2.948735148971251e+38,True
post-peak,radius_re,1.25,1.5,1.375,SF,NII6583,7,1.2131117323623487e+39,True
post-peak,radius_re,1.25,1.5,1.375,SF,SII_SUM,7,8.030382088812218e+38,True
post-peak,radius_re,1.25,1.5,1.375,SF,HB4861,7,1.0677011536254775e+39,True
post-peak,radius_re,1.25,1.5,1.375,NSF,HA6562,8,2.877984930290634e+38,True
post-peak,radius_re,1.25,1.5,1.375,NSF,OIII5006,8,1.2997632027885827e+38,True
post-peak,radius_re,1.25,1.5,1.375,NSF,NII6583,8,2.0456190493663437e+38,True
post-peak,radius_re,1.25,1.5,1.375,NSF,SII_SUM,8,1.552506802748138e+38,True
post-peak,radius_re,1.25,1.5,1.375,NSF,HB4861,8,1.0101178631787322e+38,True
post-peak,radius_re,1.5,1.75,1.625,SF,HA6562,4,3.353181553761313e+39,True
post-peak,radius_re,1.5,1.75,1.625,SF,OIII5006,4,3.0742014579297287e+38,True
post-peak,radius_re,1.5,1.75,1.625,SF,NII6583,4,1.3000932637084727e+39,True
post-peak,radius_re,1.5,1.75,1.625,SF,SII_SUM,4,8.601841946599807e+38,True
post-peak,radius_re,1.5,1.75,1.625,SF,HB4861,4,1.1724411027137445e+39,True
post-peak,radius_re,1.5,1.75,1.625,NSF,HA6562,5,2.5776872286058207e+38,True
post-peak,radius_re,1.5,1.75,1.625,NSF,OIII5006,5,1.5887323157636455e+38,True
post-peak,radius_re,1.5,1.75,1.625,NSF,NII6583,5,1.9805143104588277e+38,True
post-peak,radius_re,1.5,1.75,1.625,NSF,SII_SUM,5,1.3966944760928808e+38,True
post-peak,radius_re,1.5,1.75,1.625,NSF,HB4861,5,9.031086170802957e+37,True
post-peak,radius_re,1.75,2.0,1.875,SF,HA6562,4,2.3879190333273242e+39,True
post-peak,radius_re,1.75,2.0,1.875,SF,OIII5006,4,3.3834664593958933e+38,True
post-peak,radius_re,1.75,2.0,1.875,SF,NII6583,4,8.733770732579008e+38,True
post-peak,radius_re,1.75,2.0,1.875,SF,SII_SUM,4,4.696622137791255e+38,True
post-peak,radius_re,1.75,2.0,1.875,SF,HB4861,4,8.349367249396228e+38,True
post-peak,radius_re,1.75,2.0,1.875,NSF,HA6562,4,1.881718801075564e+38,True
post-peak,radius_re,1.75,2.0,1.875,NSF,OIII5006,4,1.0989325652707723e+38,True
post-peak,radius_re,1.75,2.0,1.875,NSF,NII6583,4,1.56745360853426e+38,True
post-peak,radius_re,1.75,2.0,1.875,NSF,SII_SUM,4,1.108579734833492e+38,True
post-peak,radius_re,1.75,2.0,1.875,NSF,HB4861,4,6.607420673167591e+37,True
post-peak,radius_re,2.0,2.25,2.125,SF,HA6562,3,1.9869301751621523e+39,True
post-peak,radius_re,2.0,2.25,2.125,SF,OIII5006,3,2.2475253801404114e+38,True
post-peak,radius_re,2.0,2.25,2.125,SF,NII6583,3,8.518492410130917e+38,True
post-peak,radius_re,2.0,2.25,2.125,SF,SII_SUM,3,4.3324332737145154e+38,True
post-peak,radius_re,2.0,2.25,2.125,SF,HB4861,3,6.947308304762762e+38,True
post-peak,radius_re,2.0,2.25,2.125,NSF,HA6562,3,2.1521177581881548e+38,True
post-peak,radius_re,2.0,2.25,2.125,NSF,OIII5006,3,7.288911507836846e+37,True
post-peak,radius_re,2.0,2.25,2.125,NSF,NII6583,3,1.5031004786286874e+38,True
post-peak,radius_re,2.0,2.25,2.125,NSF,SII_SUM,3,9.924179967775888e+37,True
post-peak,radius_re,2.0,2.25,2.125,NSF,HB4861,3,7.576862827543432e+37,True
post-peak,radius_re,2.25,2.5,2.375,SF,HA6562,0,,True
post-peak,radius_re,2.25,2.5,2.375,SF,OIII5006,0,,True
post-peak,radius_re,2.25,2.5,2.375,SF,NII6583,0,,True
post-peak,radius_re,2.25,2.5,2.375,SF,SII_SUM,0,,True
post-peak,radius_re,2.25,2.5,2.375,SF,HB4861,0,,True
post-peak,radius_re,2.25,2.5,2.375,NSF,HA6562,2,1.0335165283300096e+38,True
post-peak,radius_re,2.25,2.5,2.375,NSF,OIII5006,2,5.307751395878677e+37,True
post-peak,radius_re,2.25,2.5,2.375,NSF,NII6583,2,9.83269217427523e+37,True
post-peak,radius_re,2.25,2.5,2.375,NSF,SII_SUM,2,7.709257294678274e+37,True
post-peak,radius_re,2.25,2.5,2.375,NSF,HB4861,2,3.6917123478372913e+37,True
post-peak,radius_re,2.5,2.75,2.625,SF,HA6562,0,,False
post-peak,radius_re,2.5,2.75,2.625,SF,OIII5006,0,,False
post-peak,radius_re,2.5,2.75,2.625,SF,NII6583,0,,False
post-peak,radius_re,2.5,2.75,2.625,SF,SII_SUM,0,,False
post-peak,radius_re,2.5,2.75,2.625,SF,HB4861,0,,False
post-peak,radius_re,2.5,2.75,2.625,NSF,HA6562,2,9.721859426288027e+37,False
post-peak,radius_re,2.5,2.75,2.625,NSF,OIII5006,2,4.735090312911301e+37,False
post-peak,radius_re,2.5,2.75,2.625,NSF,NII6583,2,1.0010309086457403e+38,False
post-peak,radius_re,2.5,2.75,2.625,NSF,SII_SUM,2,7.162848878919312e+37,False
post-peak,radius_re,2.5,2.75,2.625,NSF,HB4861,2,3.451796713480023e+37,False
post-peak,radius_re,2.75,3.0,2.875,SF,HA6562,0,,False
post-peak,radius_re,2.75,3.0,2.875,SF,OIII5006,0,,False
post-peak,radius_re,2.75,3.0,2.875,SF,NII6583,0,,False
post-peak,radius_re,2.75,3.0,2.875,SF,SII_SUM,0,,False
post-peak,radius_re,2.75,3.0,2.875,SF,HB4861,0,,False
post-peak,radius_re,2.75,3.0,2.875,NSF,HA6562,2,9.436836569634953e+37,False
post-peak,radius_re,2.75,3.0,2.875,NSF,OIII5006,2,5.592490239346482e+37,False
post-peak,radius_re,2.75,3.0,2.875,NSF,NII6583,2,1.0743224568236873e+38,False
post-peak,radius_re,2.75,3.0,2.875,NSF,SII_SUM,2,7.754100882925375e+37,False
post-peak,radius_re,2.75,3.0,2.875,NSF,HB4861,2,3.323040396750359e+37,False
post-peak,radius_re,3.0,3.25,3.125,SF,HA6562,0,,False
post-peak,radius_re,3.0,3.25,3.125,SF,OIII5006,0,,False
post-peak,radius_re,3.0,3.25,3.125,SF,NII6583,0,,False
post-peak,radius_re,3.0,3.25,3.125,SF,SII_SUM,0,,False
post-peak,radius_re,3.0,3.25,3.125,SF,HB4861,0,,False
post-peak,radius_re,3.0,3.25,3.125,NSF,HA6562,2,8.524428050932234e+37,False
post-peak,radius_re,3.0,3.25,3.125,NSF,OIII5006,2,5.128917881966677e+37,False
post-peak,radius_re,3.0,3.25,3.125,NSF,NII6583,2,9.955918480979042e+37,False
post-peak,radius_re,3.0,3.25,3.125,NSF,SII_SUM,2,7.064940069115222e+37,False
post-peak,radius_re,3.0,3.25,3.125,NSF,HB4861,2,3.049418968329047e+37,False
post-peak,radius_re,3.25,3.5,3.375,SF,HA6562,0,,False
post-peak,radius_re,3.25,3.5,3.375,SF,OIII5006,0,,False
post-peak,radius_re,3.25,3.5,3.375,SF,NII6583,0,,False
post-peak,radius_re,3.25,3.5,3.375,SF,SII_SUM,0,,False
post-peak,radius_re,3.25,3.5,3.375,SF,HB4861,0,,False
post-peak,radius_re,3.25,3.5,3.375,NSF,HA6562,1,9.7606301406071e+37,False
post-peak,radius_re,3.25,3.5,3.375,NSF,OIII5006,1,5.145582276154814e+37,False
post-peak,radius_re,3.25,3.5,3.375,NSF,NII6583,1,9.787927982880959e+37,False
post-peak,radius_re,3.25,3.5,3.375,NSF,SII_SUM,1,8.04507899099012e+37,False
post-peak,radius_re,3.25,3.5,3.375,NSF,HB4861,1,3.4128077414710097e+37,False
post-peak,radius_re,3.5,3.75,3.625,SF,HA6562,0,,False
post-peak,radius_re,3.5,3.75,3.625,SF,OIII5006,0,,False
post-peak,radius_re,3.5,3.75,3.625,SF,NII6583,0,,False
post-peak,radius_re,3.5,3.75,3.625,SF,SII_SUM,0,,False
post-peak,radius_re,3.5,3.75,3.625,SF,HB4861,0,,False
post-peak,radius_re,3.5,3.75,3.625,NSF,HA6562,1,8.138723382857405e+37,False
post-peak,radius_re,3.5,3.75,3.625,NSF,OIII5006,1,4.263176691594741e+37,False
post-peak,radius_re,3.5,3.75,3.625,NSF,NII6583,1,7.230283362420269e+37,False
post-peak,radius_re,3.5,3.75,3.625,NSF,SII_SUM,1,6.876392576879906e+37,False
post-peak,radius_re,3.5,3.75,3.625,NSF,HB4861,1,2.8457074765235658e+37,False
post-peak,radius_re,3.75,4.0,3.875,SF,HA6562,0,,False
post-peak,radius_re,3.75,4.0,3.875,SF,OIII5006,0,,False
post-peak,radius_re,3.75,4.0,3.875,SF,NII6583,0,,False
post-peak,radius_re,3.75,4.0,3.875,SF,SII_SUM,0,,False
post-peak,radius_re,3.75,4.0,3.875,SF,HB4861,0,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,HA6562,0,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,OIII5006,0,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,NII6583,0,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,SII_SUM,0,,False
post-peak,radius_re,3.75,4.0,3.875,NSF,HB4861,0,,False
post-peak,radius_re,4.0,4.25,4.125,SF,HA6562,0,,False
post-peak,radius_re,4.0,4.25,4.125,SF,OIII5006,0,,False
post-peak,radius_re,4.0,4.25,4.125,SF,NII6583,0,,False
post-peak,radius_re,4.0,4.25,4.125,SF,SII_SUM,0,,False
post-peak,radius_re,4.0,4.25,4.125,SF,HB4861,0,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,HA6562,0,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,OIII5006,0,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,NII6583,0,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,SII_SUM,0,,False
post-peak,radius_re,4.0,4.25,4.125,NSF,HB4861,0,,False
post-peak,radius_re,4.25,4.5,4.375,SF,HA6562,0,,False
post-peak,radius_re,4.25,4.5,4.375,SF,OIII5006,0,,False
post-peak,radius_re,4.25,4.5,4.375,SF,NII6583,0,,False
post-peak,radius_re,4.25,4.5,4.375,SF,SII_SUM,0,,False
post-peak,radius_re,4.25,4.5,4.375,SF,HB4861,0,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,HA6562,0,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,OIII5006,0,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,NII6583,0,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,SII_SUM,0,,False
post-peak,radius_re,4.25,4.5,4.375,NSF,HB4861,0,,False
post-peak,radius_re,4.5,4.75,4.625,SF,HA6562,0,,False
post-peak,radius_re,4.5,4.75,4.625,SF,OIII5006,0,,False
post-peak,radius_re,4.5,4.75,4.625,SF,NII6583,0,,False
post-peak,radius_re,4.5,4.75,4.625,SF,SII_SUM,0,,False
post-peak,radius_re,4.5,4.75,4.625,SF,HB4861,0,,False
post-peak,radius_re,4.5,4.75,4.625,NSF,HA6562,0,,False
post-peak,radius_re,4.5,4.75,4.625,NSF,OIII5006,0,,False
post-peak,radius_re,4.5,4.75,4.625,NSF,NII6583,0,,False
post-peak,radius_re,4.5,4.75,4.625,NSF,SII_SUM,0,,False
