stage,variable,center,metric,value,lo,hi,n_support,zero_draw_fraction,nonfinite_draw_fraction
pre-peak,radius_re,1.875,O,0.3128772546083451,0.21625421418753404,0.4089891406298056,6,0.0001,0.0
pre-peak,radius_re,1.875,I,0.010579316124152183,0.002777989425362979,0.015593409821532827,5,0.0,0.0001
pre-peak,radius_re,1.875,T,0.003310027384558533,0.0006283501703256391,0.005940427164756144,6,0.0001,0.0
pre-peak,radius_re,1.875,F_SF,0.3128772546083451,0.21625421418753404,0.4089891406298056,6,0.0001,0.0
pre-peak,radius_re,1.875,F_NSF,0.29262420942019457,0.1658255529053341,0.4204511686183182,6,0.0036,0.0
pre-peak,radius_re,1.875,I_NSF,3.460523104779719e+38,2.3569171232179278e+38,4.581546313727528e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,J_NSF,1.1568643155768372e+38,3.2680113778374536e+37,1.942886424178751e+38,6,0.0036,0.0
pre-peak,radius_re,1.875,HA6562,4.34263661519171e+38,3.3041766401681263e+38,5.438762465205302e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,HB4861,1.5184060500836417e+38,1.1553077327181853e+38,1.9016673831941637e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,OIII5006,1.552508954271369e+38,1.1476942887166168e+38,1.957323619826121e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,NII6583,1.6161197869628323e+38,1.1555322828174496e+38,2.1345592889081516e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,SII_SUM,2.325052486034984e+38,1.820442526994564e+38,2.8639312368294233e+38,4,0.0,0.0036
pre-peak,radius_re,1.875,F_ND,0.39449853597146034,0.23292975769607194,0.5560645340395324,6,0.0003,0.0
pre-peak,radius_re,2.125,O,0.2878230394475979,0.14000281884539448,0.43277761071660126,4,0.0,0.0036
pre-peak,radius_re,2.125,I,0.010065863865007138,0.003138853458343265,0.012280312772983923,4,0.0,0.0036
pre-peak,radius_re,2.125,T,0.0028971875322921,0.00045042829594636665,0.00527070803174065,4,0.0,0.0036
pre-peak,radius_re,2.125,F_SF,0.2878230394475979,0.14000281884539448,0.43277761071660126,4,0.0,0.0036
pre-peak,radius_re,2.125,F_NSF,0.47212532575362715,0.2614921413820757,0.6490118043101983,4,0.0,0.0036
pre-peak,radius_re,2.125,I_NSF,3.897934830891176e+38,2.8981767443731906e+38,5.069706793801036e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,J_NSF,1.4050122316556903e+38,6.216435793062209e+37,2.0898077108696933e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,HA6562,5.348987511199511e+38,3.671130666656137e+38,7.1247836215252e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,HB4861,1.8704350485604125e+38,1.283652451814381e+38,2.4915024744376725e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,OIII5006,1.37698545230229e+38,1.0537896873424146e+38,1.7251609382415058e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,NII6583,1.919417069822806e+38,1.1568226970598586e+38,2.6773069893867014e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,SII_SUM,2.3921775216430105e+38,1.7538672771943658e+38,3.0304877660916553e+38,4,0.0,0.0036
pre-peak,radius_re,2.125,F_ND,0.24005163479877492,0.04546964261990166,0.4118988056676973,4,0.0215,0.0036
pre-peak,radius_re,2.375,O,0.23906045927295003,0.07152699412483376,0.40481363883983,4,0.0197,0.0036
pre-peak,radius_re,2.375,I,0.019386330411666416,0.0016249855972435211,0.022526166810787403,3,0.0,0.0233
pre-peak,radius_re,2.375,T,0.004634505051830132,0.00011623033526697682,0.009143134510815915,4,0.0197,0.0036
pre-peak,radius_re,2.375,F_SF,0.23906045927295003,0.07152699412483376,0.40481363883983,4,0.0197,0.0036
pre-peak,radius_re,2.375,F_NSF,0.45444220755529663,0.2514129049325413,0.631641313516087,4,0.0197,0.0036
pre-peak,radius_re,2.375,I_NSF,2.6882780544648498e+38,1.5698466407754897e+38,3.780572519269031e+38,3,0.0,0.0233
pre-peak,radius_re,2.375,J_NSF,9.979532124472039e+37,4.720017597695314e+37,1.5239046651248763e+38,4,0.0197,0.0036
pre-peak,radius_re,2.375,HA6562,5.257686504600409e+38,2.771878319840755e+38,7.743494689360063e+38,2,0.0,0.0974
pre-peak,radius_re,2.375,HB4861,1.8392294012390643e+38,9.695057842289446e+37,2.7089530182491843e+38,2,0.0,0.0974
pre-peak,radius_re,2.375,OIII5006,1.436666185246649e+38,9.421093233157232e+37,1.9312230471775747e+38,2,0.0,0.0974
pre-peak,radius_re,2.375,NII6583,1.823860747748066e+38,6.788204693504442e+37,2.968901026145688e+38,2,0.0,0.0974
pre-peak,radius_re,2.375,SII_SUM,2.386314802768545e+38,1.547670796656738e+38,3.224958808880352e+38,2,0.0,0.0974
pre-peak,radius_re,2.375,F_ND,0.30649733317175337,0.06706520451780118,0.50346312017508,4,0.0215,0.0036
close-to-peak,log_sigma_star,7.125,O,0.1066450833656026,0.0351809917159201,0.17810917501528514,5,0.0118,0.0
close-to-peak,log_sigma_star,7.125,I,0.0029584706830485135,0.0027397708048674443,0.0032386263172606055,3,0.0,0.0118
close-to-peak,log_sigma_star,7.125,T,0.0003155063526284,9.391430091068e-05,0.0005370984043461199,5,0.0118,0.0
close-to-peak,log_sigma_star,7.125,F_SF,0.1066450833656026,0.0351809917159201,0.17810917501528514,5,0.0118,0.0
close-to-peak,log_sigma_star,7.125,F_NSF,0.09119431167590204,0.055903589922912,0.12648503342889209,5,0.0003,0.0
close-to-peak,log_sigma_star,7.125,I_NSF,9.403820089483076e+37,7.565535484214074e+37,1.1242104694752076e+38,4,0.0,0.0003
close-to-peak,log_sigma_star,7.125,J_NSF,7.644387841939279e+36,4.450358877292643e+36,1.0838416806585915e+37,5,0.0003,0.0
close-to-peak,log_sigma_star,7.125,HA6562,1.4749497706050255e+38,1.4749497706050255e+38,1.4749497706050255e+38,1,0.0,0.3198
close-to-peak,log_sigma_star,7.125,HB4861,5.161331029511142e+37,5.161331029511142e+37,5.161331029511142e+37,1,0.0,0.3198
close-to-peak,log_sigma_star,7.125,OIII5006,5.788605334558662e+37,5.788605334558662e+37,5.788605334558662e+37,1,0.0,0.3198
close-to-peak,log_sigma_star,7.125,NII6583,5.553039050685211e+37,5.553039050685211e+37,5.553039050685211e+37,1,0.0,0.3198
close-to-peak,log_sigma_star,7.125,SII_SUM,9.294762821588029e+37,9.294762821588029e+37,9.294762821588029e+37,1,0.0,0.3198
close-to-peak,log_sigma_star,7.125,F_ND,0.8021606049584953,0.7050832109106614,0.8992379990063292,5,0.0,0.0
close-to-peak,log_sigma_star,7.375,O,0.1682356358814967,0.0889112759640059,0.25627305841751385,5,0.0118,0.0
close-to-peak,log_sigma_star,7.375,I,0.0043189661976066225,0.004064059100463289,0.004441275771980118,3,0.0,0.0118
close-to-peak,log_sigma_star,7.375,T,0.0007266040246050401,0.00035908863428988003,0.0010941194149202001,5,0.0118,0.0
close-to-peak,log_sigma_star,7.375,F_SF,0.1682356358814967,0.0889112759640059,0.25627305841751385,5,0.0118,0.0
close-to-peak,log_sigma_star,7.375,F_NSF,0.09799455806985562,0.06078985815762995,0.13803064738326448,5,0.0003,0.0
close-to-peak,log_sigma_star,7.375,I_NSF,1.2671082127836851e+38,1.0607145690167714e+38,1.4889014927980209e+38,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,J_NSF,1.2861652917284798e+37,6.947347510183475e+36,1.8829458915194214e+37,5,0.0003,0.0
close-to-peak,log_sigma_star,7.375,HA6562,1.7583755106418528e+38,1.55998549998082e+38,1.9697393163542098e+38,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,HB4861,6.149040890915153e+37,5.455369524967487e+37,6.888366766552628e+37,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,OIII5006,6.071845911087216e+37,4.805166921103926e+37,7.32301727765263e+37,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,NII6583,8.962843962092126e+37,7.350415773897854e+37,1.0575272150286396e+38,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,SII_SUM,1.0279640862807569e+38,9.00688923906687e+37,1.1821026306309493e+38,4,0.0,0.0003
close-to-peak,log_sigma_star,7.375,F_ND,0.7337698060486476,0.621023306880392,0.846516305216903,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,O,0.2575333306689192,0.13675873454629686,0.37830792679154146,5,0.0003,0.0
close-to-peak,log_sigma_star,7.625,I,0.006893336602800562,0.005724797517940847,0.007830342693729349,4,0.0,0.0003
close-to-peak,log_sigma_star,7.625,T,0.0017752639347412013,0.0009930418935144027,0.00256147804518872,5,0.0003,0.0
close-to-peak,log_sigma_star,7.625,F_SF,0.2575333306689192,0.13675873454629686,0.37830792679154146,5,0.0003,0.0
close-to-peak,log_sigma_star,7.625,F_NSF,0.16567660673826706,0.12988281288270262,0.2030574774562221,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,I_NSF,1.5461861142515059e+38,1.2483517391815342e+38,1.8393929303667534e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,J_NSF,2.8391536436527056e+37,1.9012259037197003e+37,3.849117004984403e+37,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,HA6562,2.6123631562970943e+38,1.8277298925793085e+38,3.2984130580202213e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,HB4861,9.168587577059065e+37,6.449776324077707e+37,1.1538378999819269e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,OIII5006,8.728904518820842e+37,5.845253831796454e+37,1.161255520584523e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,NII6583,1.313203621999558e+38,9.744531886721597e+37,1.6234371516701287e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,SII_SUM,1.5020077004743694e+38,1.2061859575287862e+38,1.7912874804168143e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.625,F_ND,0.5767900625928137,0.4287665480494741,0.709163409653491,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,O,0.35452590873035544,0.19701943730144994,0.5120323801592608,5,0.0003,0.0
close-to-peak,log_sigma_star,7.875,I,0.011961403339960038,0.00826794972481773,0.014122295315353502,4,0.0,0.0003
close-to-peak,log_sigma_star,7.875,T,0.004240627388789641,0.0021101247379125805,0.006358954152785662,5,0.0003,0.0
close-to-peak,log_sigma_star,7.875,F_SF,0.35452590873035544,0.19701943730144994,0.5120323801592608,5,0.0003,0.0
close-to-peak,log_sigma_star,7.875,F_NSF,0.271081145800659,0.24654128179253026,0.2951406620281999,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,I_NSF,2.427094475411307e+38,1.9555237258948235e+38,2.90746473459913e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,J_NSF,6.169505423444022e+37,5.228286960915723e+37,7.148409395282955e+37,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,HA6562,3.2124852947540417e+38,2.536993170432982e+38,3.865570097656997e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,HB4861,1.1259768048754968e+38,8.919082721313276e+37,1.3533503999429746e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,OIII5006,9.006069689169778e+37,6.689310700182037e+37,1.1219983927271577e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,NII6583,1.691000563806432e+38,1.3205441694151113e+38,2.045295333752738e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,SII_SUM,1.806734019199453e+38,1.535224146993336e+38,2.0782438914055702e+38,5,0.0,0.0
close-to-peak,log_sigma_star,7.875,F_ND,0.3743929454689855,0.24856163706496584,0.5002242538730052,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,O,0.43820071287875867,0.28729596127290896,0.5891054644846084,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,I,0.01767275534422688,0.013433580122850276,0.02087300114420119,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,T,0.007744213990372112,0.004265243766766545,0.011156628805312152,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,F_SF,0.43820071287875867,0.28729596127290896,0.5891054644846084,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,F_NSF,0.3695368873994399,0.2958682833040217,0.443205491494858,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,I_NSF,4.247210359591733e+38,3.385136834556827e+38,5.10928388462664e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,J_NSF,1.2647621999865053e+38,1.0683226553640767e+38,1.4552808078312309e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,HA6562,4.7204662603357026e+38,3.855075518051201e+38,5.5964044078298144e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,HB4861,1.6534493996622284e+38,1.352082751036838e+38,1.9591395914499694e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,OIII5006,1.1348210435947517e+38,9.901167160464553e+37,1.2905106955899945e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,NII6583,2.523453342578738e+38,2.0574912622000824e+38,3.0007950638969255e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,SII_SUM,2.533591417469533e+38,2.127470380738417e+38,2.9397124542006475e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.125,F_ND,0.19226239972180129,0.10653085743447177,0.27738935824552086,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,O,0.5425378502647471,0.420323642248339,0.6842270106469511,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,I,0.03002708549423579,0.02267002702643807,0.03759420629774361,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,T,0.016290830413758457,0.01117413555667182,0.02151406927284426,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,F_SF,0.5425378502647471,0.420323642248339,0.6842270106469511,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,F_NSF,0.36891557213883214,0.28895293528186555,0.4488782089957987,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,I_NSF,7.99765024417425e+38,6.4523806613731755e+38,9.512674937284762e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,J_NSF,2.463606360481706e+38,2.2487975597546335e+38,2.678415161208779e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,HA6562,8.396688704509501e+38,6.866769700577755e+38,9.926607708441248e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,HB4861,2.94035654336112e+38,2.404675381092832e+38,3.47603770562941e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,OIII5006,1.94802527588708e+38,1.7358538387180736e+38,2.1596253469805375e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,NII6583,4.458260589037421e+38,3.654081733662774e+38,5.316620892408105e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,SII_SUM,4.17754457095272e+38,3.587306119272815e+38,4.767783022632626e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.375,F_ND,0.08854657759642075,0.01867320852344722,0.1584199466693943,5,0.0101,0.0
close-to-peak,log_sigma_star,8.625,O,0.5948445435844572,0.46543573641055486,0.7242533507583595,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,I,0.06248465482017395,0.030297272978198155,0.08733146566238038,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,T,0.037168655977538725,0.015601861754965179,0.05873545020011226,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,F_SF,0.5948445435844572,0.46543573641055486,0.7242533507583595,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,F_NSF,0.3782779689504885,0.27130458791088585,0.481066445976693,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,I_NSF,2.0687640041568546e+39,1.5925224959994136e+39,2.6307392790498913e+39,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,J_NSF,5.964323266806117e+38,4.587902689295445e+38,7.34074384431679e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,HA6562,2.0774799980076462e+39,1.6027328063164564e+39,2.635399196860888e+39,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,HB4861,7.266293742593623e+38,5.6063568888158e+38,9.216395471407787e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,OIII5006,3.39915258120489e+38,3.0290603128919888e+38,3.7810725181038195e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,NII6583,9.071701132232553e+38,7.392452013546247e+38,1.0750950250918861e+39,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,SII_SUM,8.013007299642155e+38,6.608268662059181e+38,9.456870643256663e+38,5,0.0,0.0
close-to-peak,log_sigma_star,8.625,F_ND,0.02687748746505438,0.00025715731735674,0.05349781761275202,5,0.0769,0.0
close-to-peak,log_sigma_star,8.875,O,0.5424957419903219,0.41733741122451457,0.6608560969177428,5,0.0,0.0
close-to-peak,log_sigma_star,8.875,I,0.11529026733089244,0.07353430116711109,0.14761223770798484,5,0.0,0.0
close-to-peak,log_sigma_star,8.875,T,0.06254447911993506,0.02979646391295786,0.09511058627675775,5,0.0,0.0
close-to-peak,log_sigma_star,8.875,F_SF,0.5424957419903219,0.41733741122451457,0.6608560969177428,5,0.0,0.0
close-to-peak,log_sigma_star,8.875,F_NSF,0.45307793892316894,0.3383027312428671,0.5782362696889762,5,0.0005,0.0
close-to-peak,log_sigma_star,8.875,I_NSF,7.409063677428464e+39,2.891867642753488e+39,1.1904032673871564e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,J_NSF,2.7336621579024245e+39,1.3906817960832225e+39,4.1516116803287174e+39,5,0.0005,0.0
close-to-peak,log_sigma_star,8.875,HA6562,7.497118004210503e+39,2.9214120976077946e+39,1.204895924373259e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,HB4861,2.6215303403579984e+39,1.0216866398224811e+39,4.2129411709632974e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,OIII5006,8.26188192933519e+38,6.009304342184092e+38,1.0438922563546565e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,NII6583,2.771119698379117e+39,1.4297023614046336e+39,4.061030731965537e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,SII_SUM,2.1416727631218207e+39,1.2232679649818897e+39,3.037791125633084e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,8.875,F_ND,0.004426319086509101,0.00084117183939004,0.00801146633362816,5,0.0769,0.0
close-to-peak,log_sigma_star,9.125,O,0.3344259120575398,0.23635231257986167,0.43604083687315587,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,I,0.21204781515296509,0.1709892405939739,0.2542309009099226,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,T,0.07091428398233895,0.04391327714582055,0.09791529081885735,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,F_SF,0.3344259120575398,0.23635231257986167,0.43604083687315587,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,F_NSF,0.6526548673315069,0.5561362525126311,0.744312355297517,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,I_NSF,2.0803291640885524e+40,1.0620615906173944e+40,3.0796556125127933e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,J_NSF,1.3286291853981105e+40,6.123091424681202e+39,2.006405987648728e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,HA6562,2.0805794451031364e+40,1.0623952986368395e+40,3.0799058935273773e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,HB4861,7.27484269866226e+39,3.7147880684937123e+39,1.0768963579090447e+40,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,OIII5006,1.8806825733991553e+39,1.4500628536771013e+39,2.3505486119643346e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,NII6583,6.839314816611257e+39,4.2146082719548914e+39,9.505427844686625e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,SII_SUM,5.3062533513950083e+39,3.471650865326221e+39,7.16314103666357e+39,4,0.0,0.0005
close-to-peak,log_sigma_star,9.125,F_ND,0.0129192206109533,0.0,0.0258384412219066,4,0.3299,0.0005
close-to-peak,log_sigma_star,9.375,O,0.0076789336424224,0.0076789336424224,0.0076789336424224,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,I,0.09543753906857724,0.09543753906857724,0.09543753906857724,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,T,0.0007328585295037,0.0007328585295037,0.0007328585295037,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,F_SF,0.0076789336424224,0.0076789336424224,0.0076789336424224,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,F_NSF,0.8642422486235873,0.8642422486235873,0.8642422486235873,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,I_NSF,1.4313046165481296e+39,1.4313046165481296e+39,1.4313046165481296e+39,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,J_NSF,1.236993920270877e+39,1.236993920270877e+39,1.236993920270877e+39,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,HA6562,1.4270298306386756e+39,1.4270298306386756e+39,1.4270298306386756e+39,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,HB4861,4.9969845225976815e+38,4.9969845225976815e+38,4.9969845225976815e+38,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,OIII5006,1.0564256151686299e+39,1.0564256151686299e+39,1.0564256151686299e+39,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,NII6583,1.7512270813614315e+39,1.7512270813614315e+39,1.7512270813614315e+39,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,SII_SUM,8.026136643553472e+38,8.026136643553472e+38,8.026136643553472e+38,1,0.0,0.3304
close-to-peak,log_sigma_star,9.375,F_ND,0.1280788177339901,0.1280788177339901,0.1280788177339901,1,0.0,0.3304
close-to-peak,radius_re,0.125,O,0.5298090953708645,0.39678768932441705,0.6721946908630964,5,0.0,0.0
close-to-peak,radius_re,0.125,I,0.10220645858564129,0.0781486659442362,0.12533866885742473,5,0.0,0.0
close-to-peak,radius_re,0.125,T,0.054149911364318334,0.03336166655848486,0.07427857984074768,5,0.0,0.0
close-to-peak,radius_re,0.125,F_SF,0.5298090953708645,0.39678768932441705,0.6721946908630964,5,0.0,0.0
close-to-peak,radius_re,0.125,F_NSF,0.4513997081147794,0.32540791557110477,0.5656299176468711,5,0.0,0.0
close-to-peak,radius_re,0.125,I_NSF,6.472779915198545e+39,4.781025060180304e+39,8.246249900541094e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,J_NSF,2.749943982593537e+39,2.050740877047636e+39,3.5471302232644336e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,HA6562,6.504770306265471e+39,4.8116042485948307e+39,8.260506814153939e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,HB4861,2.2745469093807715e+39,1.6825329674975913e+39,2.8883495369629943e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,OIII5006,1.2888840050922758e+39,7.948202699617548e+38,1.7829477402227968e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,NII6583,3.094117201255219e+39,2.4561528767310705e+39,3.743650279774211e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,SII_SUM,2.308302918550863e+39,1.960525755183762e+39,2.6981170203692596e+39,5,0.0,0.0
close-to-peak,radius_re,0.125,F_ND,0.018791196514355922,0.0,0.037582393028711844,5,0.3304,0.0
close-to-peak,radius_re,0.375,O,0.4448531673058227,0.298845879202701,0.5908604554089443,5,0.0,0.0
close-to-peak,radius_re,0.375,I,0.023119320762380473,0.01991970050845638,0.026987873135603593,5,0.0,0.0
close-to-peak,radius_re,0.375,T,0.01028470306710422,0.007119161538693461,0.01345024459551498,5,0.0,0.0
close-to-peak,radius_re,0.375,F_SF,0.4448531673058227,0.298845879202701,0.5908604554089443,5,0.0,0.0
close-to-peak,radius_re,0.375,F_NSF,0.5343207002084711,0.3968810158536762,0.671760384563266,5,0.0,0.0
close-to-peak,radius_re,0.375,I_NSF,1.2607558805804729e+39,1.1307455998723824e+39,1.3904558520687353e+39,5,0.0,0.0
close-to-peak,radius_re,0.375,J_NSF,7.415154047698478e+38,4.970714983568393e+38,1.0025800707824011e+39,5,0.0,0.0
close-to-peak,radius_re,0.375,HA6562,1.2769272374971128e+39,1.1391789100564472e+39,1.4146755649377787e+39,5,0.0,0.0
close-to-peak,radius_re,0.375,HB4861,4.469406448551784e+38,3.9846978224039215e+38,4.954115074699648e+38,5,0.0,0.0
close-to-peak,radius_re,0.375,OIII5006,3.690465164714111e+38,2.7729214082943637e+38,4.595869963198047e+38,5,0.0,0.0
close-to-peak,radius_re,0.375,NII6583,7.769448732912906e+38,6.201677609176977e+38,9.337219856648836e+38,5,0.0,0.0
close-to-peak,radius_re,0.375,SII_SUM,6.7427588798622105e+38,5.4475124409628305e+38,8.038005318761588e+38,5,0.0,0.0
close-to-peak,radius_re,0.375,F_ND,0.0208261324857061,0.00929322733109304,0.03235903764031916,5,0.0101,0.0
close-to-peak,radius_re,0.625,O,0.4687551841198017,0.30649067273582686,0.6347666155337134,5,0.0,0.0
close-to-peak,radius_re,0.625,I,0.021352506131788768,0.01727503671925928,0.02580778009156553,5,0.0,0.0
close-to-peak,radius_re,0.625,T,0.01000909794322584,0.006482921438946861,0.013721148889338,5,0.0,0.0
close-to-peak,radius_re,0.625,F_SF,0.4687551841198017,0.30649067273582686,0.6347666155337134,5,0.0,0.0
close-to-peak,radius_re,0.625,F_NSF,0.4732875902579236,0.33786824169473073,0.6013428877709039,5,0.0,0.0
close-to-peak,radius_re,0.625,I_NSF,7.821916932576396e+38,5.1211748652948924e+38,1.0579732456404923e+39,5,0.0,0.0
close-to-peak,radius_re,0.625,J_NSF,3.3007768117721316e+38,2.0152847424011302e+38,4.566265040386503e+38,5,0.0,0.0
close-to-peak,radius_re,0.625,HA6562,8.029638186854072e+38,5.3576502521831576e+38,1.0761370690178692e+39,5,0.0,0.0
close-to-peak,radius_re,0.625,HB4861,2.810510371874914e+38,1.8752484547112326e+38,3.7637332925602605e+38,5,0.0,0.0
close-to-peak,radius_re,0.625,OIII5006,2.0563387209502337e+38,1.4492105370254296e+38,2.6429467972050297e+38,5,0.0,0.0
close-to-peak,radius_re,0.625,NII6583,4.743069645630111e+38,2.912648659487237e+38,6.573490631772987e+38,5,0.0,0.0
close-to-peak,radius_re,0.625,SII_SUM,3.843197638639497e+38,3.1089849981943767e+38,4.567191507011411e+38,5,0.0,0.0
close-to-peak,radius_re,0.625,F_ND,0.0579572256222746,0.027630182861195722,0.08848673304725703,5,0.0003,0.0
close-to-peak,radius_re,0.875,O,0.3917735188792731,0.24579331976542695,0.5389114181585051,5,0.0003,0.0
close-to-peak,radius_re,0.875,I,0.0161173645010144,0.012525819996057844,0.01959493421878122,4,0.0,0.0003
close-to-peak,radius_re,0.875,T,0.00631435660562229,0.003535826633145768,0.00909662383777616,5,0.0003,0.0
close-to-peak,radius_re,0.875,F_SF,0.3917735188792731,0.24579331976542695,0.5389114181585051,5,0.0003,0.0
close-to-peak,radius_re,0.875,F_NSF,0.4339969594490004,0.36599049230832004,0.5039785034853154,5,0.0,0.0
close-to-peak,radius_re,0.875,I_NSF,4.6320828611625064e+38,2.471055313045817e+38,6.815922551634751e+38,5,0.0,0.0
close-to-peak,radius_re,0.875,J_NSF,1.9462394770705992e+38,9.389974420313273e+37,2.924866914024903e+38,5,0.0,0.0
close-to-peak,radius_re,0.875,HA6562,4.9719082006262085e+38,2.8516100444954515e+38,7.112052405280761e+38,5,0.0,0.0
close-to-peak,radius_re,0.875,HB4861,1.741884933873398e+38,1.0041202359299657e+38,2.4913821018465295e+38,5,0.0,0.0
close-to-peak,radius_re,0.875,OIII5006,1.3350005841660278e+38,8.691987459788265e+37,1.800802422353229e+38,5,0.0,0.0
