GALID,stage,variable,bin_left,bin_right,center,N_valid,N_SF,N_ND,N_NSF
NGC4457,post-peak,log_sigma_star,7.5,7.75,7.625,17402,0,16273,1129
NGC4457,post-peak,log_sigma_star,7.75,8.0,7.875,69012,0,60427,8585
NGC4457,post-peak,log_sigma_star,8.0,8.25,8.125,67887,265,40418,27204
NGC4457,post-peak,log_sigma_star,8.25,8.5,8.375,45079,1729,8502,34848
NGC4457,post-peak,log_sigma_star,8.5,8.75,8.625,26724,2678,1429,22617
NGC4457,post-peak,log_sigma_star,8.75,9.0,8.875,12248,792,504,10952
NGC4457,post-peak,log_sigma_star,9.0,9.25,9.125,5436,137,211,5088
NGC4457,post-peak,log_sigma_star,9.25,9.5,9.375,2714,3,58,2653
NGC4457,post-peak,log_sigma_star,9.5,9.75,9.625,1144,0,0,1144
NGC4457,post-peak,log_sigma_star,9.75,10.0,9.875,586,0,0,586
NGC4457,post-peak,log_sigma_star,10.0,10.25,10.125,269,0,0,269
NGC4457,post-peak,log_sigma_star,10.25,10.5,10.375,126,0,0,126
NGC4457,post-peak,log_sigma_star,10.5,10.75,10.625,56,0,0,56
NGC4457,post-peak,log_sigma_star,10.75,11.0,10.875,18,0,0,18
NGC4457,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4457,post-peak,radius_re,0.0,0.25,0.125,1495,0,0,1495
NGC4457,post-peak,radius_re,0.25,0.5,0.375,4469,0,115,4354
NGC4457,post-peak,radius_re,0.5,0.75,0.625,7439,178,249,7012
NGC4457,post-peak,radius_re,0.75,1.0,0.875,10428,1072,418,8938
NGC4457,post-peak,radius_re,1.0,1.25,1.125,13395,1103,274,12018
NGC4457,post-peak,radius_re,1.25,1.5,1.375,16389,1671,909,13809
NGC4457,post-peak,radius_re,1.5,1.75,1.625,19251,1221,2470,15560
NGC4457,post-peak,radius_re,1.75,2.0,1.875,22152,167,4771,17214
NGC4457,post-peak,radius_re,2.0,2.25,2.125,25303,192,10438,14673
NGC4457,post-peak,radius_re,2.25,2.5,2.375,28051,0,18254,9797
NGC4457,post-peak,radius_re,2.5,2.75,2.625,29866,0,24936,4930
NGC4457,post-peak,radius_re,2.75,3.0,2.875,25239,0,21524,3715
NGC4457,post-peak,radius_re,3.0,3.25,3.125,21059,0,19553,1506
NGC4457,post-peak,radius_re,3.25,3.5,3.375,13884,0,13635,249
NGC4457,post-peak,radius_re,3.5,3.75,3.625,7158,0,6966,192
NGC4457,post-peak,radius_re,3.75,4.0,3.875,2971,0,2971,0
NGC4457,post-peak,radius_re,4.0,4.25,4.125,1290,0,1290,0
NGC4457,post-peak,radius_re,4.25,4.5,4.375,1305,0,1305,0
NGC4457,post-peak,radius_re,4.5,4.75,4.625,73,0,73,0
NGC4457,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4457,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4457,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4457,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4457,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4457,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4457,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4457,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4457,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4457,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4457,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4457,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4457,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4569,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4569,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4569,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4569,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4569,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4569,post-peak,log_sigma_star,7.0,7.25,7.125,3112,0,3112,0
NGC4569,post-peak,log_sigma_star,7.25,7.5,7.375,59758,1089,53742,4927
NGC4569,post-peak,log_sigma_star,7.5,7.75,7.625,171315,5288,151569,14458
NGC4569,post-peak,log_sigma_star,7.75,8.0,7.875,218005,1871,186397,29737
NGC4569,post-peak,log_sigma_star,8.0,8.25,8.125,83475,8211,33796,41468
NGC4569,post-peak,log_sigma_star,8.25,8.5,8.375,54461,19066,3534,31861
NGC4569,post-peak,log_sigma_star,8.5,8.75,8.625,30813,9263,431,21119
NGC4569,post-peak,log_sigma_star,8.75,9.0,8.875,10432,665,156,9611
NGC4569,post-peak,log_sigma_star,9.0,9.25,9.125,5141,3,123,5015
NGC4569,post-peak,log_sigma_star,9.25,9.5,9.375,2445,0,10,2435
NGC4569,post-peak,log_sigma_star,9.5,9.75,9.625,547,0,0,547
NGC4569,post-peak,log_sigma_star,9.75,10.0,9.875,224,0,0,224
NGC4569,post-peak,log_sigma_star,10.0,10.25,10.125,109,0,0,109
NGC4569,post-peak,log_sigma_star,10.25,10.5,10.375,16,0,0,16
NGC4569,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4569,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4569,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4569,post-peak,radius_re,0.0,0.25,0.125,12420,35,200,12185
NGC4569,post-peak,radius_re,0.25,0.5,0.375,37881,9107,488,28286
NGC4569,post-peak,radius_re,0.5,0.75,0.625,63309,18675,5869,38765
NGC4569,post-peak,radius_re,0.75,1.0,0.875,88515,10083,38669,39763
NGC4569,post-peak,radius_re,1.0,1.25,1.125,113725,875,94378,18472
NGC4569,post-peak,radius_re,1.25,1.5,1.375,131815,1441,118874,11500
NGC4569,post-peak,radius_re,1.5,1.75,1.625,103225,4436,90417,8372
NGC4569,post-peak,radius_re,1.75,2.0,1.875,63432,804,58444,4184
NGC4569,post-peak,radius_re,2.0,2.25,2.125,22403,0,22403,0
NGC4569,post-peak,radius_re,2.25,2.5,2.375,3128,0,3128,0
NGC4569,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4569,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4569,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4569,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4569,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4569,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4569,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4569,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4569,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4569,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4569,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4569,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4569,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4569,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4569,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4569,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4569,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4569,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4569,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4569,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4569,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4569,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4580,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4580,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4580,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4580,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4580,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4580,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4580,post-peak,log_sigma_star,7.25,7.5,7.375,0,0,0,0
NGC4580,post-peak,log_sigma_star,7.5,7.75,7.625,1110,6,1104,0
NGC4580,post-peak,log_sigma_star,7.75,8.0,7.875,16268,56,15958,254
NGC4580,post-peak,log_sigma_star,8.0,8.25,8.125,40924,2109,32894,5921
NGC4580,post-peak,log_sigma_star,8.25,8.5,8.375,26486,12044,6465,7977
NGC4580,post-peak,log_sigma_star,8.5,8.75,8.625,10240,7361,0,2879
NGC4580,post-peak,log_sigma_star,8.75,9.0,8.875,2879,815,0,2064
NGC4580,post-peak,log_sigma_star,9.0,9.25,9.125,700,34,0,666
NGC4580,post-peak,log_sigma_star,9.25,9.5,9.375,91,0,0,91
NGC4580,post-peak,log_sigma_star,9.5,9.75,9.625,7,0,0,7
NGC4580,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4580,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4580,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4580,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4580,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4580,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4580,post-peak,radius_re,0.0,0.25,0.125,2968,631,0,2337
NGC4580,post-peak,radius_re,0.25,0.5,0.375,8803,5609,0,3194
NGC4580,post-peak,radius_re,0.5,0.75,0.625,14856,12979,21,1856
NGC4580,post-peak,radius_re,0.75,1.0,0.875,20650,3206,7514,9930
NGC4580,post-peak,radius_re,1.0,1.25,1.125,25852,0,23375,2477
NGC4580,post-peak,radius_re,1.25,1.5,1.375,19226,0,19161,65
NGC4580,post-peak,radius_re,1.5,1.75,1.625,5385,0,5385,0
NGC4580,post-peak,radius_re,1.75,2.0,1.875,965,0,965,0
NGC4580,post-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4580,post-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4580,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4580,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4580,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4580,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4580,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4580,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4580,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4580,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4580,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4580,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4580,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4580,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4580,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4580,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4580,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4580,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4580,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4580,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4580,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4580,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4580,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4580,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4606,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4606,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4606,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4606,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4606,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4606,post-peak,log_sigma_star,7.0,7.25,7.125,2411,0,2411,0
NGC4606,post-peak,log_sigma_star,7.25,7.5,7.375,15046,0,15046,0
NGC4606,post-peak,log_sigma_star,7.5,7.75,7.625,19036,0,18941,95
NGC4606,post-peak,log_sigma_star,7.75,8.0,7.875,22173,0,21063,1110
NGC4606,post-peak,log_sigma_star,8.0,8.25,8.125,12968,121,10037,2810
NGC4606,post-peak,log_sigma_star,8.25,8.5,8.375,5752,498,1539,3715
NGC4606,post-peak,log_sigma_star,8.5,8.75,8.625,2057,837,118,1102
NGC4606,post-peak,log_sigma_star,8.75,9.0,8.875,287,269,0,18
NGC4606,post-peak,log_sigma_star,9.0,9.25,9.125,26,26,0,0
NGC4606,post-peak,log_sigma_star,9.25,9.5,9.375,1,1,0,0
NGC4606,post-peak,log_sigma_star,9.5,9.75,9.625,0,0,0,0
NGC4606,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4606,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4606,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4606,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4606,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4606,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4606,post-peak,radius_re,0.0,0.25,0.125,2531,1303,46,1182
NGC4606,post-peak,radius_re,0.25,0.5,0.375,7562,449,2700,4413
NGC4606,post-peak,radius_re,0.5,0.75,0.625,12630,0,10118,2512
NGC4606,post-peak,radius_re,0.75,1.0,0.875,15405,0,14767,638
NGC4606,post-peak,radius_re,1.0,1.25,1.125,12620,0,12515,105
NGC4606,post-peak,radius_re,1.25,1.5,1.375,11816,0,11816,0
NGC4606,post-peak,radius_re,1.5,1.75,1.625,10303,0,10303,0
NGC4606,post-peak,radius_re,1.75,2.0,1.875,5840,0,5840,0
NGC4606,post-peak,radius_re,2.0,2.25,2.125,1050,0,1050,0
NGC4606,post-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4606,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4606,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4606,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4606,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4606,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4606,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4606,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4606,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4606,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4606,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4606,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4606,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4606,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4606,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4606,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4606,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4606,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4606,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4606,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4606,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4606,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4606,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4698,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4698,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4698,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4698,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4698,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4698,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4698,post-peak,log_sigma_star,7.25,7.5,7.375,2518,0,2438,80
NGC4698,post-peak,log_sigma_star,7.5,7.75,7.625,21673,1050,18921,1702
NGC4698,post-peak,log_sigma_star,7.75,8.0,7.875,44578,2637,32508,9433
NGC4698,post-peak,log_sigma_star,8.0,8.25,8.125,56790,2118,33429,21243
NGC4698,post-peak,log_sigma_star,8.25,8.5,8.375,55079,676,20823,33580
NGC4698,post-peak,log_sigma_star,8.5,8.75,8.625,25795,54,3390,22351
NGC4698,post-peak,log_sigma_star,8.75,9.0,8.875,9696,0,1139,8557
NGC4698,post-peak,log_sigma_star,9.0,9.25,9.125,4435,0,493,3942
NGC4698,post-peak,log_sigma_star,9.25,9.5,9.375,1846,0,234,1612
NGC4698,post-peak,log_sigma_star,9.5,9.75,9.625,814,0,89,725
NGC4698,post-peak,log_sigma_star,9.75,10.0,9.875,320,0,10,310
NGC4698,post-peak,log_sigma_star,10.0,10.25,10.125,137,0,0,137
NGC4698,post-peak,log_sigma_star,10.25,10.5,10.375,63,0,0,63
NGC4698,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4698,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4698,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4698,post-peak,radius_re,0.0,0.25,0.125,3094,0,292,2802
NGC4698,post-peak,radius_re,0.25,0.5,0.375,9251,0,829,8422
NGC4698,post-peak,radius_re,0.5,0.75,0.625,15446,0,2246,13200
NGC4698,post-peak,radius_re,0.75,1.0,0.875,21615,0,2822,18793
NGC4698,post-peak,radius_re,1.0,1.25,1.125,27782,94,7738,19950
NGC4698,post-peak,radius_re,1.25,1.5,1.375,33942,1042,16310,16590
NGC4698,post-peak,radius_re,1.5,1.75,1.625,39137,2084,23376,13677
NGC4698,post-peak,radius_re,1.75,2.0,1.875,38042,2013,28235,7794
NGC4698,post-peak,radius_re,2.0,2.25,2.125,27013,806,23838,2369
NGC4698,post-peak,radius_re,2.25,2.5,2.375,8270,496,7636,138
NGC4698,post-peak,radius_re,2.5,2.75,2.625,152,0,152,0
NGC4698,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4698,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4698,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4698,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4698,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4698,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4698,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4698,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4698,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4698,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4698,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4698,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4698,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4698,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4698,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4698,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4698,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4698,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4698,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4698,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4698,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4189,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4189,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4189,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4189,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4189,pre-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4189,pre-peak,log_sigma_star,7.0,7.25,7.125,305,305,0,0
NGC4189,pre-peak,log_sigma_star,7.25,7.5,7.375,9467,6962,1011,1494
NGC4189,pre-peak,log_sigma_star,7.5,7.75,7.625,32276,24926,2112,5238
NGC4189,pre-peak,log_sigma_star,7.75,8.0,7.875,38709,28962,658,9089
NGC4189,pre-peak,log_sigma_star,8.0,8.25,8.125,26638,16506,890,9242
NGC4189,pre-peak,log_sigma_star,8.25,8.5,8.375,9109,2824,1250,5035
NGC4189,pre-peak,log_sigma_star,8.5,8.75,8.625,2865,166,298,2401
NGC4189,pre-peak,log_sigma_star,8.75,9.0,8.875,1074,17,15,1042
NGC4189,pre-peak,log_sigma_star,9.0,9.25,9.125,309,1,0,308
NGC4189,pre-peak,log_sigma_star,9.25,9.5,9.375,121,1,0,120
NGC4189,pre-peak,log_sigma_star,9.5,9.75,9.625,43,1,0,42
NGC4189,pre-peak,log_sigma_star,9.75,10.0,9.875,1,0,0,1
NGC4189,pre-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4189,pre-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4189,pre-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4189,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4189,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4189,pre-peak,radius_re,0.0,0.25,0.125,4578,188,270,4120
NGC4189,pre-peak,radius_re,0.25,0.5,0.375,13742,4530,1531,7681
NGC4189,pre-peak,radius_re,0.5,0.75,0.625,22923,12640,918,9365
NGC4189,pre-peak,radius_re,0.75,1.0,0.875,30386,23950,450,5986
NGC4189,pre-peak,radius_re,1.0,1.25,1.125,26174,20604,1476,4094
NGC4189,pre-peak,radius_re,1.25,1.5,1.375,17879,14336,1215,2328
NGC4189,pre-peak,radius_re,1.5,1.75,1.625,5235,4423,374,438
NGC4189,pre-peak,radius_re,1.75,2.0,1.875,0,0,0,0
NGC4189,pre-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4189,pre-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4189,pre-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4189,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4189,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4189,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4189,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4189,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4189,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4189,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4189,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4189,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4189,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4189,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4189,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4189,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4189,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4189,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4189,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4189,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4189,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4189,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4189,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4189,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4254,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4254,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4254,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4254,pre-peak,log_sigma_star,6.5,6.75,6.625,185,185,0,0
NGC4254,pre-peak,log_sigma_star,6.75,7.0,6.875,3296,2178,0,1118
NGC4254,pre-peak,log_sigma_star,7.0,7.25,7.125,22080,14972,426,6682
NGC4254,pre-peak,log_sigma_star,7.25,7.5,7.375,79209,54119,2659,22431
NGC4254,pre-peak,log_sigma_star,7.5,7.75,7.625,151022,106105,3555,41362
NGC4254,pre-peak,log_sigma_star,7.75,8.0,7.875,142002,100196,1855,39951
NGC4254,pre-peak,log_sigma_star,8.0,8.25,8.125,105221,83748,0,21473
NGC4254,pre-peak,log_sigma_star,8.25,8.5,8.375,73457,55768,0,17689
NGC4254,pre-peak,log_sigma_star,8.5,8.75,8.625,36987,28677,0,8310
NGC4254,pre-peak,log_sigma_star,8.75,9.0,8.875,14460,12740,0,1720
NGC4254,pre-peak,log_sigma_star,9.0,9.25,9.125,6231,5020,0,1211
NGC4254,pre-peak,log_sigma_star,9.25,9.5,9.375,2787,1776,0,1011
NGC4254,pre-peak,log_sigma_star,9.5,9.75,9.625,781,505,0,276
NGC4254,pre-peak,log_sigma_star,9.75,10.0,9.875,131,34,0,97
NGC4254,pre-peak,log_sigma_star,10.0,10.25,10.125,18,0,0,18
NGC4254,pre-peak,log_sigma_star,10.25,10.5,10.375,6,0,0,6
NGC4254,pre-peak,log_sigma_star,10.5,10.75,10.625,3,0,0,3
NGC4254,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4254,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4254,pre-peak,radius_re,0.0,0.25,0.125,8913,6366,0,2547
NGC4254,pre-peak,radius_re,0.25,0.5,0.375,26724,23147,0,3577
NGC4254,pre-peak,radius_re,0.5,0.75,0.625,44549,34119,0,10430
NGC4254,pre-peak,radius_re,0.75,1.0,0.875,62216,43714,0,18502
NGC4254,pre-peak,radius_re,1.0,1.25,1.125,79197,54289,941,23967
NGC4254,pre-peak,radius_re,1.25,1.5,1.375,92286,62843,1902,27541
NGC4254,pre-peak,radius_re,1.5,1.75,1.625,93488,69898,394,23196
NGC4254,pre-peak,radius_re,1.75,2.0,1.875,87995,64250,2693,21052
NGC4254,pre-peak,radius_re,2.0,2.25,2.125,67134,49094,1393,16647
NGC4254,pre-peak,radius_re,2.25,2.5,2.375,41581,30839,288,10454
NGC4254,pre-peak,radius_re,2.5,2.75,2.625,18086,14540,385,3161
NGC4254,pre-peak,radius_re,2.75,3.0,2.875,10921,9551,499,871
NGC4254,pre-peak,radius_re,3.0,3.25,3.125,4734,3321,0,1413
NGC4254,pre-peak,radius_re,3.25,3.5,3.375,52,52,0,0
NGC4254,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4254,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4254,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4254,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4254,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4254,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4254,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4254,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
