stage,variable,bin_left,bin_right,center,N_valid,N_SF,N_ND,N_NSF,N_galaxies,f_SF,f_ND,f_NSF
all stages,log_sigma_star,8.5,8.75,8.625,451763,172457,39247,240059,26,0.3817421966827739,0.0868751978360335,0.5313826054811925
all stages,log_sigma_star,8.75,9.0,8.875,203625,71451,13165,119009,25,0.3508950276243094,0.06465316144874156,0.5844518109269491
all stages,log_sigma_star,9.0,9.25,9.125,80980,17724,5651,57605,24,0.2188688565077797,0.06978266238577427,0.711348481106446
all stages,log_sigma_star,9.25,9.5,9.375,30849,4412,2238,24199,23,0.14301922266524036,0.07254692210444423,0.7844338552303154
all stages,log_sigma_star,9.5,9.75,9.625,11386,857,615,9914,18,0.07526787282627788,0.05401370103636044,0.8707184261373617
all stages,log_sigma_star,9.75,10.0,9.875,4326,98,36,4192,15,0.022653721682847898,0.008321775312066574,0.9690245030050856
all stages,log_sigma_star,10.0,10.25,10.125,1628,19,2,1607,13,0.01167076167076167,0.0012285012285012285,0.9871007371007371
all stages,log_sigma_star,10.25,10.5,10.375,586,2,0,584,11,0.0034129692832764505,0.0,0.9965870307167235
all stages,log_sigma_star,10.5,10.75,10.625,187,0,0,187,8,0.0,0.0,1.0
all stages,log_sigma_star,10.75,11.0,10.875,53,0,0,53,5,0.0,0.0,1.0
all stages,log_sigma_star,11.0,11.25,11.125,1,0,0,1,1,,,
all stages,radius_re,0.0,0.25,0.125,207310,58188,9915,139207,26,0.28068110559066134,0.047826925859823455,0.6714919685495152
all stages,radius_re,0.25,0.5,0.375,619295,212077,83937,323281,26,0.3424490751580426,0.13553637604049767,0.5220145488014597
all stages,radius_re,0.5,0.75,0.625,1015834,431853,192107,391874,26,0.42512162420237953,0.18911259123045696,0.38576578456716354
all stages,radius_re,0.75,1.0,0.875,1258067,454743,370483,432841,26,0.3614616709602907,0.29448590575859634,0.344052423281113
all stages,radius_re,1.0,1.25,1.125,1193054,413193,474140,305721,26,0.34633218613742545,0.3974170490187368,0.25625076484383774
all stages,radius_re,1.25,1.5,1.375,996390,306164,475723,214503,26,0.30727325645580544,0.4774465821616034,0.21528016138259115
all stages,radius_re,1.5,1.75,1.625,745220,215372,356379,173469,24,0.28900458924881245,0.47821985453959903,0.23277555621158852
all stages,radius_re,1.75,2.0,1.875,510919,145092,248723,117104,21,0.28398239251231605,0.48681493543986426,0.22920267204781972
all stages,radius_re,2.0,2.25,2.125,274711,66110,139309,69292,17,0.2406529043249087,0.5071111094932492,0.252235986181842
all stages,radius_re,2.25,2.5,2.375,144336,33782,72304,38250,12,0.23405110298193105,0.500942245870746,0.2650066511473229
all stages,radius_re,2.5,2.75,2.625,75904,14686,45277,15941,9,0.193481239460371,0.5965034780775716,0.21001528246205733
all stages,radius_re,2.75,3.0,2.875,52710,9551,35902,7257,6,0.1811990134699298,0.6811231265414532,0.13767785998861695
all stages,radius_re,3.0,3.25,3.125,38792,3321,31634,3837,5,0.08561043514126625,0.8154774180243349,0.09891214683439885
all stages,radius_re,3.25,3.5,3.375,23256,52,22634,570,3,0.002235982112143103,0.9732542139662883,0.024509803921568627
all stages,radius_re,3.5,3.75,3.625,10384,0,9899,485,2,0.0,0.953293528505393,0.04670647149460709
all stages,radius_re,3.75,4.0,3.875,3376,0,3191,185,2,0.0,0.9452014218009479,0.05479857819905213
all stages,radius_re,4.0,4.25,4.125,1329,0,1290,39,2,0.0,0.9706546275395034,0.029345372460496615
all stages,radius_re,4.25,4.5,4.375,1305,0,1305,0,1,0.0,1.0,0.0
all stages,radius_re,4.5,4.75,4.625,73,0,73,0,1,0.0,1.0,0.0
all stages,radius_re,4.75,5.0,4.875,0,0,0,0,0,,,
all stages,radius_re,5.0,5.25,5.125,0,0,0,0,0,,,
all stages,radius_re,5.25,5.5,5.375,0,0,0,0,0,,,
all stages,radius_re,5.5,5.75,5.625,0,0,0,0,0,,,
all stages,radius_re,5.75,6.0,5.875,0,0,0,0,0,,,
all stages,radius_re,6.0,6.25,6.125,0,0,0,0,0,,,
all stages,radius_re,6.25,6.5,6.375,0,0,0,0,0,,,
all stages,radius_re,6.5,6.75,6.625,0,0,0,0,0,,,
all stages,radius_re,6.75,7.0,6.875,0,0,0,0,0,,,
all stages,radius_re,7.0,7.25,7.125,0,0,0,0,0,,,
all stages,radius_re,7.25,7.5,7.375,0,0,0,0,0,,,
all stages,radius_re,7.5,7.75,7.625,0,0,0,0,0,,,
all stages,radius_re,7.75,8.0,7.875,0,0,0,0,0,,,
