GALID,stage,variable,bin_left,bin_right,center,N_valid,N_SF,N_ND,N_NSF
NGC4064,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4064,post-peak,radius_re,0.0,0.25,0.125,5452,2580,18,2854
NGC4064,post-peak,radius_re,0.25,0.5,0.375,16350,693,3526,12131
NGC4064,post-peak,radius_re,0.5,0.75,0.625,26951,0,15891,11060
NGC4064,post-peak,radius_re,0.75,1.0,0.875,37761,0,30851,6910
NGC4064,post-peak,radius_re,1.0,1.25,1.125,40198,0,39165,1033
NGC4064,post-peak,radius_re,1.25,1.5,1.375,35235,0,34943,292
NGC4064,post-peak,radius_re,1.5,1.75,1.625,15932,0,15733,199
NGC4064,post-peak,radius_re,1.75,2.0,1.875,2003,0,2003,0
NGC4064,post-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4064,post-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4064,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4064,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4064,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4064,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4064,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4064,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4064,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4064,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4064,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4064,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4064,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4064,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4064,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4064,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4064,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4064,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4064,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4064,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4064,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4064,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4064,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4064,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4293,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4293,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4293,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4293,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4293,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4293,post-peak,log_sigma_star,7.0,7.25,7.125,122,0,122,0
NGC4293,post-peak,log_sigma_star,7.25,7.5,7.375,2927,0,2312,615
NGC4293,post-peak,log_sigma_star,7.5,7.75,7.625,34251,0,33170,1081
NGC4293,post-peak,log_sigma_star,7.75,8.0,7.875,78406,0,73599,4807
NGC4293,post-peak,log_sigma_star,8.0,8.25,8.125,72400,61,58330,14009
NGC4293,post-peak,log_sigma_star,8.25,8.5,8.375,42793,294,21209,21290
NGC4293,post-peak,log_sigma_star,8.5,8.75,8.625,18685,116,5461,13108
NGC4293,post-peak,log_sigma_star,8.75,9.0,8.875,7767,0,1924,5843
NGC4293,post-peak,log_sigma_star,9.0,9.25,9.125,3009,0,841,2168
NGC4293,post-peak,log_sigma_star,9.25,9.5,9.375,901,0,158,743
NGC4293,post-peak,log_sigma_star,9.5,9.75,9.625,180,0,19,161
NGC4293,post-peak,log_sigma_star,9.75,10.0,9.875,51,0,0,51
NGC4293,post-peak,log_sigma_star,10.0,10.25,10.125,24,0,0,24
NGC4293,post-peak,log_sigma_star,10.25,10.5,10.375,7,0,0,7
NGC4293,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4293,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4293,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4293,post-peak,radius_re,0.0,0.25,0.125,13192,0,3290,9902
NGC4293,post-peak,radius_re,0.25,0.5,0.375,39513,33,18279,21201
NGC4293,post-peak,radius_re,0.5,0.75,0.625,65751,438,47013,18300
NGC4293,post-peak,radius_re,0.75,1.0,0.875,66112,0,57222,8890
NGC4293,post-peak,radius_re,1.0,1.25,1.125,47719,0,44084,3635
NGC4293,post-peak,radius_re,1.25,1.5,1.375,20364,0,19236,1128
NGC4293,post-peak,radius_re,1.5,1.75,1.625,8318,0,7467,851
NGC4293,post-peak,radius_re,1.75,2.0,1.875,554,0,554,0
NGC4293,post-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4293,post-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4293,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4293,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4293,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4293,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4293,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4293,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4293,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4293,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4293,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4293,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4293,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4293,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4293,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4293,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4293,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4293,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4293,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4293,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4293,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4293,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4293,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4293,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4380,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4380,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4380,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4380,post-peak,log_sigma_star,6.5,6.75,6.625,12507,0,12507,0
NGC4380,post-peak,log_sigma_star,6.75,7.0,6.875,19649,0,19375,274
NGC4380,post-peak,log_sigma_star,7.0,7.25,7.125,60583,0,60583,0
NGC4380,post-peak,log_sigma_star,7.25,7.5,7.375,95948,2117,93460,371
NGC4380,post-peak,log_sigma_star,7.5,7.75,7.625,130433,10969,115437,4027
NGC4380,post-peak,log_sigma_star,7.75,8.0,7.875,112965,31621,63806,17538
NGC4380,post-peak,log_sigma_star,8.0,8.25,8.125,47455,13228,18043,16184
NGC4380,post-peak,log_sigma_star,8.25,8.5,8.375,15071,4779,881,9411
NGC4380,post-peak,log_sigma_star,8.5,8.75,8.625,4519,1080,41,3398
NGC4380,post-peak,log_sigma_star,8.75,9.0,8.875,1732,284,19,1429
NGC4380,post-peak,log_sigma_star,9.0,9.25,9.125,819,19,1,799
NGC4380,post-peak,log_sigma_star,9.25,9.5,9.375,271,0,0,271
NGC4380,post-peak,log_sigma_star,9.5,9.75,9.625,85,0,0,85
NGC4380,post-peak,log_sigma_star,9.75,10.0,9.875,22,0,0,22
NGC4380,post-peak,log_sigma_star,10.0,10.25,10.125,6,0,0,6
NGC4380,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4380,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4380,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4380,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4380,post-peak,radius_re,0.0,0.25,0.125,7884,1641,16,6227
NGC4380,post-peak,radius_re,0.25,0.5,0.375,23623,7683,1574,14366
NGC4380,post-peak,radius_re,0.5,0.75,0.625,39386,9305,16724,13357
NGC4380,post-peak,radius_re,0.75,1.0,0.875,55165,15835,28531,10799
NGC4380,post-peak,radius_re,1.0,1.25,1.125,70868,22491,41472,6905
NGC4380,post-peak,radius_re,1.25,1.5,1.375,86650,6654,78109,1887
NGC4380,post-peak,radius_re,1.5,1.75,1.625,85363,354,85009,0
NGC4380,post-peak,radius_re,1.75,2.0,1.875,69034,134,68626,274
NGC4380,post-peak,radius_re,2.0,2.25,2.125,35773,0,35773,0
NGC4380,post-peak,radius_re,2.25,2.5,2.375,17744,0,17744,0
NGC4380,post-peak,radius_re,2.5,2.75,2.625,8785,0,8785,0
NGC4380,post-peak,radius_re,2.75,3.0,2.875,1790,0,1790,0
NGC4380,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4380,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4380,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4380,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4380,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4380,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4380,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4380,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4380,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4380,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4380,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4380,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4380,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4380,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4380,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4380,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4380,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4380,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4380,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4380,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4394,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4394,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4394,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4394,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4394,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4394,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4394,post-peak,log_sigma_star,7.25,7.5,7.375,306,0,265,41
NGC4394,post-peak,log_sigma_star,7.5,7.75,7.625,8683,2759,5064,860
NGC4394,post-peak,log_sigma_star,7.75,8.0,7.875,51783,14527,28110,9146
NGC4394,post-peak,log_sigma_star,8.0,8.25,8.125,56024,12790,28858,14376
NGC4394,post-peak,log_sigma_star,8.25,8.5,8.375,28139,1839,20161,6139
NGC4394,post-peak,log_sigma_star,8.5,8.75,8.625,17718,0,12284,5434
NGC4394,post-peak,log_sigma_star,8.75,9.0,8.875,9891,0,4976,4915
NGC4394,post-peak,log_sigma_star,9.0,9.25,9.125,4739,0,1777,2962
NGC4394,post-peak,log_sigma_star,9.25,9.5,9.375,1975,0,608,1367
NGC4394,post-peak,log_sigma_star,9.5,9.75,9.625,809,0,86,723
NGC4394,post-peak,log_sigma_star,9.75,10.0,9.875,336,0,4,332
NGC4394,post-peak,log_sigma_star,10.0,10.25,10.125,148,0,0,148
NGC4394,post-peak,log_sigma_star,10.25,10.5,10.375,74,0,0,74
NGC4394,post-peak,log_sigma_star,10.5,10.75,10.625,27,0,0,27
NGC4394,post-peak,log_sigma_star,10.75,11.0,10.875,2,0,0,2
NGC4394,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4394,post-peak,radius_re,0.0,0.25,0.125,9455,0,3034,6421
NGC4394,post-peak,radius_re,0.25,0.5,0.375,28229,0,18729,9500
NGC4394,post-peak,radius_re,0.5,0.75,0.625,46943,3229,32884,10830
NGC4394,post-peak,radius_re,0.75,1.0,0.875,46592,14787,19063,12742
NGC4394,post-peak,radius_re,1.0,1.25,1.125,39574,12143,21278,6153
NGC4394,post-peak,radius_re,1.25,1.5,1.375,9861,1756,7205,900
NGC4394,post-peak,radius_re,1.5,1.75,1.625,0,0,0,0
NGC4394,post-peak,radius_re,1.75,2.0,1.875,0,0,0,0
NGC4394,post-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4394,post-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4394,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4394,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4394,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4394,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4394,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4394,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4394,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4394,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4394,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4394,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4394,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4394,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4394,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4394,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4394,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4394,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4394,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4394,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4394,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4394,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4394,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4394,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4405,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4405,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4405,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4405,post-peak,log_sigma_star,6.5,6.75,6.625,11349,0,11349,0
NGC4405,post-peak,log_sigma_star,6.75,7.0,6.875,13505,0,13505,0
NGC4405,post-peak,log_sigma_star,7.0,7.25,7.125,29236,0,29236,0
NGC4405,post-peak,log_sigma_star,7.25,7.5,7.375,31070,0,30795,275
NGC4405,post-peak,log_sigma_star,7.5,7.75,7.625,28430,0,27193,1237
NGC4405,post-peak,log_sigma_star,7.75,8.0,7.875,28480,255,26063,2162
NGC4405,post-peak,log_sigma_star,8.0,8.25,8.125,22473,3305,13267,5901
NGC4405,post-peak,log_sigma_star,8.25,8.5,8.375,8469,5325,800,2344
NGC4405,post-peak,log_sigma_star,8.5,8.75,8.625,3783,3220,21,542
NGC4405,post-peak,log_sigma_star,8.75,9.0,8.875,1449,1208,0,241
NGC4405,post-peak,log_sigma_star,9.0,9.25,9.125,245,227,0,18
NGC4405,post-peak,log_sigma_star,9.25,9.5,9.375,28,28,0,0
NGC4405,post-peak,log_sigma_star,9.5,9.75,9.625,1,1,0,0
NGC4405,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4405,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4405,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4405,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4405,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4405,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4405,post-peak,radius_re,0.0,0.25,0.125,1162,1003,0,159
NGC4405,post-peak,radius_re,0.25,0.5,0.375,3486,3125,0,361
NGC4405,post-peak,radius_re,0.5,0.75,0.625,5798,4820,6,972
NGC4405,post-peak,radius_re,0.75,1.0,0.875,8129,4351,593,3185
NGC4405,post-peak,radius_re,1.0,1.25,1.125,10439,270,5718,4451
NGC4405,post-peak,radius_re,1.25,1.5,1.375,12789,0,11543,1246
NGC4405,post-peak,radius_re,1.5,1.75,1.625,15101,0,14557,544
NGC4405,post-peak,radius_re,1.75,2.0,1.875,17404,0,16870,534
NGC4405,post-peak,radius_re,2.0,2.25,2.125,19668,0,18547,1121
NGC4405,post-peak,radius_re,2.25,2.5,2.375,19243,0,19128,115
NGC4405,post-peak,radius_re,2.5,2.75,2.625,17399,0,17367,32
NGC4405,post-peak,radius_re,2.75,3.0,2.875,16093,0,16093,0
NGC4405,post-peak,radius_re,3.0,3.25,3.125,15027,0,15027,0
NGC4405,post-peak,radius_re,3.25,3.5,3.375,9346,0,9346,0
NGC4405,post-peak,radius_re,3.5,3.75,3.625,4990,0,4990,0
NGC4405,post-peak,radius_re,3.75,4.0,3.875,2103,0,2103,0
NGC4405,post-peak,radius_re,4.0,4.25,4.125,341,0,341,0
NGC4405,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4405,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4405,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4405,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4405,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4405,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4405,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4405,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4405,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4405,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4405,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4405,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4405,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4405,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4405,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4419,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4419,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4419,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4419,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4419,post-peak,log_sigma_star,6.75,7.0,6.875,10182,0,10182,0
NGC4419,post-peak,log_sigma_star,7.0,7.25,7.125,16761,0,15874,887
NGC4419,post-peak,log_sigma_star,7.25,7.5,7.375,29217,0,28294,923
NGC4419,post-peak,log_sigma_star,7.5,7.75,7.625,26698,0,22706,3992
NGC4419,post-peak,log_sigma_star,7.75,8.0,7.875,28849,7,19499,9343
NGC4419,post-peak,log_sigma_star,8.0,8.25,8.125,27367,454,10883,16030
NGC4419,post-peak,log_sigma_star,8.25,8.5,8.375,20408,2659,2390,15359
NGC4419,post-peak,log_sigma_star,8.5,8.75,8.625,10204,1997,245,7962
NGC4419,post-peak,log_sigma_star,8.75,9.0,8.875,4858,532,61,4265
NGC4419,post-peak,log_sigma_star,9.0,9.25,9.125,3473,100,125,3248
NGC4419,post-peak,log_sigma_star,9.25,9.5,9.375,1634,14,32,1588
NGC4419,post-peak,log_sigma_star,9.5,9.75,9.625,711,0,3,708
NGC4419,post-peak,log_sigma_star,9.75,10.0,9.875,227,0,1,226
NGC4419,post-peak,log_sigma_star,10.0,10.25,10.125,80,0,0,80
NGC4419,post-peak,log_sigma_star,10.25,10.5,10.375,22,0,0,22
NGC4419,post-peak,log_sigma_star,10.5,10.75,10.625,1,0,0,1
NGC4419,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4419,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4419,post-peak,radius_re,0.0,0.25,0.125,793,0,3,790
NGC4419,post-peak,radius_re,0.25,0.5,0.375,2375,58,38,2279
NGC4419,post-peak,radius_re,0.5,0.75,0.625,3960,329,115,3516
NGC4419,post-peak,radius_re,0.75,1.0,0.875,5555,1212,60,4283
NGC4419,post-peak,radius_re,1.0,1.25,1.125,7135,863,110,6162
NGC4419,post-peak,radius_re,1.25,1.5,1.375,8713,1080,466,7167
NGC4419,post-peak,radius_re,1.5,1.75,1.625,10310,1164,1210,7936
NGC4419,post-peak,radius_re,1.75,2.0,1.875,11877,1028,2667,8182
NGC4419,post-peak,radius_re,2.0,2.25,2.125,13488,29,5166,8293
NGC4419,post-peak,radius_re,2.25,2.5,2.375,15058,0,8983,6075
NGC4419,post-peak,radius_re,2.5,2.75,2.625,15823,0,10843,4980
NGC4419,post-peak,radius_re,2.75,3.0,2.875,13789,0,11665,2124
NGC4419,post-peak,radius_re,3.0,3.25,3.125,12889,0,11841,1048
NGC4419,post-peak,radius_re,3.25,3.5,3.375,12399,0,11855,544
NGC4419,post-peak,radius_re,3.5,3.75,3.625,12086,0,11574,512
NGC4419,post-peak,radius_re,3.75,4.0,3.875,11903,0,11404,499
NGC4419,post-peak,radius_re,4.0,4.25,4.125,8725,0,8481,244
NGC4419,post-peak,radius_re,4.25,4.5,4.375,4960,0,4960,0
NGC4419,post-peak,radius_re,4.5,4.75,4.625,3486,0,3486,0
NGC4419,post-peak,radius_re,4.75,5.0,4.875,2539,0,2539,0
NGC4419,post-peak,radius_re,5.0,5.25,5.125,1697,0,1697,0
NGC4419,post-peak,radius_re,5.25,5.5,5.375,866,0,866,0
NGC4419,post-peak,radius_re,5.5,5.75,5.625,263,0,263,0
NGC4419,post-peak,radius_re,5.75,6.0,5.875,3,0,3,0
NGC4419,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4419,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4419,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4419,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4419,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4419,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4419,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4419,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4450,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4450,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4450,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4450,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4450,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4450,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4450,post-peak,log_sigma_star,7.25,7.5,7.375,5757,0,5757,0
NGC4450,post-peak,log_sigma_star,7.5,7.75,7.625,45224,966,43612,646
NGC4450,post-peak,log_sigma_star,7.75,8.0,7.875,159691,4415,145787,9489
NGC4450,post-peak,log_sigma_star,8.0,8.25,8.125,135767,6619,104529,24619
NGC4450,post-peak,log_sigma_star,8.25,8.5,8.375,69201,2402,39257,27542
NGC4450,post-peak,log_sigma_star,8.5,8.75,8.625,41704,1916,11086,28702
NGC4450,post-peak,log_sigma_star,8.75,9.0,8.875,26537,844,4015,21678
NGC4450,post-peak,log_sigma_star,9.0,9.25,9.125,10506,24,1082,9400
NGC4450,post-peak,log_sigma_star,9.25,9.5,9.375,4440,0,254,4186
NGC4450,post-peak,log_sigma_star,9.5,9.75,9.625,1568,0,88,1480
NGC4450,post-peak,log_sigma_star,9.75,10.0,9.875,691,0,13,678
NGC4450,post-peak,log_sigma_star,10.0,10.25,10.125,242,0,2,240
NGC4450,post-peak,log_sigma_star,10.25,10.5,10.375,88,0,0,88
NGC4450,post-peak,log_sigma_star,10.5,10.75,10.625,37,0,0,37
NGC4450,post-peak,log_sigma_star,10.75,11.0,10.875,15,0,0,15
NGC4450,post-peak,log_sigma_star,11.0,11.25,11.125,1,0,0,1
NGC4450,post-peak,radius_re,0.0,0.25,0.125,11061,0,658,10403
NGC4450,post-peak,radius_re,0.25,0.5,0.375,33205,802,5020,27383
NGC4450,post-peak,radius_re,0.5,0.75,0.625,55212,2118,20310,32784
NGC4450,post-peak,radius_re,0.75,1.0,0.875,77451,1744,47385,28322
NGC4450,post-peak,radius_re,1.0,1.25,1.125,99562,7687,71359,20516
NGC4450,post-peak,radius_re,1.25,1.5,1.375,109714,1587,101178,6949
NGC4450,post-peak,radius_re,1.5,1.75,1.625,75564,3157,69964,2443
NGC4450,post-peak,radius_re,1.75,2.0,1.875,30441,91,30349,1
NGC4450,post-peak,radius_re,2.0,2.25,2.125,8603,0,8603,0
NGC4450,post-peak,radius_re,2.25,2.5,2.375,656,0,656,0
NGC4450,post-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4450,post-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4450,post-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4450,post-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4450,post-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4450,post-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4450,post-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4450,post-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4450,post-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4450,post-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4450,post-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4450,post-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4450,post-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4450,post-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4450,post-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4450,post-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4450,post-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4450,post-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4450,post-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4450,post-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4450,post-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4450,post-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4457,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4457,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4457,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4457,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4457,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4457,post-peak,log_sigma_star,7.0,7.25,7.125,998,0,998,0
NGC4457,post-peak,log_sigma_star,7.25,7.5,7.375,10785,0,10598,187
NGC4457,post-peak,log_sigma_star,7.5,7.75,7.625,64412,0,63018,1394
